"id","text","rating","afinn","lsd","vader"
23,"lemme see... who else? bush, rubio? too similar. # gopdebate",-1,0,-1,0
24,"@ salmasekela: that moment you realize you're watch fox new and your not in handcuff.",-1,0,0,0
25,"@ lindasuhler: jeb stand by "" act of love ""; comment and earn legal status [ boo ] # noamnestyhttp: / / t. co / himscrvikr # gopdebates",-1,0.5,0,0.691
26,"@ ctblogger: this image b sum up my thought regard last night",-1,0,0,0
27,"@ goldietaylor: close statement!",-1,0,0,0
28,"it fitting that today i",-1,0,0,0
29,"that about sum it up haha: 2016 bend start now",-1,0.75,0,0.459
30,"@ rwsurfergirl: so @ megynkelly pose for adult picture. should we bring that up?",-1,0,0,0
31,"dear internet, can we start # trumping a a the? did i make a the? # trumping # trump # gopdebate http: / / t. co / mi35fdffmy",-1,0.5,1,0.452
32,"@ bethbehrs: classy.",-1,0.75,1,0.44
33,"@ freeamerican100 @ libertarianwing @ randpaul @ ronpaul",-1,0,1,0
34,"sydtrvp: berniesanders: oh. it was just a movie trail.",-1,0,0,0
35,"@ gopendejos: an hour in and still no mention of",-1,-0.25,0,-0.296
36,"@ gheshes:",-1,0,0,0
37,"@ guzman: top 3 # publican priority: 1: gays2: whitehouse white again3: jesus # gopdebate",-1,0.375,0,0.202
38,"@ democracymatrz: did trump just admit to buy influence while at the same time declare the need for campaign finance form???",-1,-0.25,1,0.327
39,"hey look - the",-1,0,0,0
40,"@ johneberkowitz: this sum up the",-1,0,0,0
41,"walk answer on iran. first straight out our brew.",-1,0.25,0,0.226
42,"@ mydaughtersarmy: 4 different picture. 4 different subject. 1 very obvious similarity. # gopdebate http: / / t. co / n2yixeokow",-1,0,0,0
43,"# gopdebate was huge entertain. sad, we learn almost nothing http: / / t. co / 1gt4lreepo # tcot # latinoslisten # latism",-1,-0.125,0.333,0.128
44,"@ juliaioffe: an elegant, witty round - up of last night # gopdebate by @ tnycloseread http: / / t. co / cw0rac9wqh",-1,0.5,1,0.477
45,"the real voice of the # gop in the # gopdebate was @ realdonaldtrump. @ foxnews don't be mad, he on parrot what you have been sying 4yrs.",-1,-0.75,-1,0.388
46,"i can't wait for hillary clinton to put the",-1,0,-1,0
47,"@ scrowder: talk all the # gopdebate. specifically, the complete massacre that happen at the hand of carly fiorina. # lwc",-1,0,-1,0.494
48,"these fox new bate are no more than comedy at the laugh store... it all for fun.",-1,0.312,1,0.817
49,"@ b140tweet: rip",-1,0,-1,0
50,"show serious differences in approach to the world & amp; problem within the gop, and more important, the # gopdebates show off the crazy.",-1,-0.167,-1,-0.512
51,"@ hrc: the fact i @ randpaul ha stake out a consistent cord against equality. learn more http: / / t. co / xhyjh1fjfk",-1,0.5,0.5,0.34
52,"could the "" pundit "" be wrong? they usual are! http: / / t. co / nb3btm8ffd # gopdebate # debaitandswith # italkus # wakeupamerica",-1,-0.5,-1,-0.525
53,"work on a huge # gopdebate social data story. some interesting trend, such a trump not have the most tweeted - about moment last night.",-1,0.375,1,0.612
54,"b the about the",-1,0,0,0
55,"@ shannonrwatts: the",-1,0,0,0
56,"thx to @ flashreport for the k. # potus # gopdebate @ brietbart http: / / t. co / vtzmlujrqi",-1,0,0,0.361
57,"@ texasforbernie: stand w @ berniesanders against extremist gop that feed on violate fundamental right",-1,-0.5,-0.5,-0.494
58,"@ bethbehrs: classy.",-1,0.75,1,0.44
59,"rubio - backed insurance market "" cover 80 people "" - obamacare cover 1. 6m in fl alone http: / / t. co / whgcid8ee7 # gopdebate http: / / t. co / y1awqcpfnw",-1,-0.125,0,-0.226
60,"the publican party wake up with a huge hangover, a splitting headache and no idea why it in b with donald trump. # gopdebate # rsg15",-1,0,-1,0.421
61,"@ ericstonestreet: trump ha cam hand.",-1,0.5,0,0.681
62,"hadiyah: rand paul rock that wet and wavy. ooh kill'em!",-1,0,-1,0
63,"it obvious he got to # megynkelly - rupert murdoch want fox to 'back off the # trump coverage http: / / t. co / ao0zzfzep1 # trump2016 # gopdebate",-1,0.25,0,0.077
64,"this i so f * % k entertain it should be illegal!",-1,-0.75,0,-0.38
65,"@ wilw: boy, i bet the mood in the clown car i go to be tense when these jerk leave the # gopdebate.",-1,-0.5,-1,-0.612
66,"@ bettyfckinwhite: so donald trump i biff from back to the future 2?",-1,0,0,0
67,"@ bettyfckinwhite: so donald trump i biff from back to the future 2?",-1,0,0,0
68,"@ billmaher can't wait to get your take on # gopdebate, planned parenthood, iran deal, trump on tonight # realtime",-1,0,-1,0
69,"@ jasper _ deezy: mike huckabee quote limp bizkit lyric for hi military talk point",-1,0,-1,0
70,"hadiyah: jen bush look like an art teach for an inn city school and everyday hi car get vandalize.",-1,0.5,1,0.361
71,"he a great busy man, but would donald trump make a good president? # donaldtrump # trump # gopdebate... http: / / t. co / tbyo1wwvis",-1,0.75,1,0.751
72,"@ darth: so apparent the candidate are arrive at the bate site # gopdebate http: / / t. co / gexsjxrct3",-1,0,0,0
73,"@ jackie _ pepper:",-1,0,0,0
74,"@ bettyfckinwhite: so donald trump i biff from back to the future 2?",-1,0,0,0
75,"gop bate new - trump shock gop faithful http: / / t. co / t0k3ookwm0",-1,0.125,0,0.077
76,"@ wendie07:",-1,0,0,0
77,"cancelled",-1,-0.25,0,-0.25
78,"@ loribuckmajor: it cute how chris christie ha the bob big boy haircut",-1,0.417,1,0.66
79,"@ shannonsanford9: undoubted @ foxnews doesn't want @ tedcruz to have any question.",-1,0.25,1,-0.057
80,"@ pfikac:. @ jebbush ' we are on the verge of the great time to be ale in this world but washington i hold u back '",-1,0.75,1,0.372
81,"@ nascarnac: funny to see so many call to avoid watch @ foxnews i've been say this for a decade.",-1,0.375,0,0.178
82,"@ shunstrickland: when people tell you who they are, believe them. # gopdebate",-1,0,-1,0
83,"same old tiresome",-1,0,-1,0
84,"@ p0tus:. @ realdonaldtrump & lt; - - - "" pay no attention to those pesky fact behind the curtain "" # gopdebate http: / / t. co / hxcubsvtgl",-1,-0.333,-1,-0.586
85,"@ teapainusa: marco rubio: "" why vote for someone successful like hillary clinton when you can vote for me? "" # gopdebate",-1,0.625,1,0.743
86,"@ ericstonestreet: trump ha cam hand.",-1,0.5,0,0.681
87,"twitter hype rank down gop 60min: 1 kasich -32 santorum -13 bush - 1 # gopdebatehttps: / / t. co / f687d6objl # potus2016",-1,0,0,0
88,"@ governorperry who the heck i ronald raven?",-1,0,0,0
89,"i know someone ha the finalize amount of time each candidate had to speak, send it to me pls! # gopdebate",-1,0.5,0,0.457
90,"@ jimmyjames38: flat tax for the win",-1,1,1,0.586
91,"@ reelquinn: pretty sure t cruz was one of the darrens from bewitch. # gopdebate # derwood",-1,0.25,1,0.67
92,"@ joy _ _ hart: the morn joe crowd i give fiorina a false sense of intelligence. she i sarah palin with lighter hair",-1,0.75,0.5,0.785
93,"@ bethbehrs: classy.",-1,0.75,1,0.44
94,"@ kjhobbs1985: @ thedemocrats not real... like the @ ppact video you're not watch anyway.",-1,0.5,1,-0.276
95,"@ megankellytrump should have said, "" megyn, ask these nine candidate, if they plan to support me when i win the nominate. "" # gopdebates",-1,0.75,1,0.758
96,"who hate women the most? go.",-1,-0.75,-1,-0.572
97,"karl _ sans _ marx: carmengoblue: it i like miss america meet jerry springer.",-1,0,1,0.226
98,"and... # donaldtrump remain at the top of the poll! boo what i wrong with people! # kasich2016 did well. # gopdebate "" fat pig "", women.. no",-1,-0.083,-0.333,-0.456
99,"hadiyah: let see jeb bush try to solve a common core ma problem.",-1,-0.125,-1,-0.226
100,"@ democracymatrz: did trump just admit to buy influence while at the same time declare the need for campaign finance form???",-1,-0.25,1,0.327
101,"@ shannonrwatts: thank to # nra influence, congress slash cdc fund for gun violence search # gopdebate # gunsense",-1,-0.25,0,-0.727
102,"@ ncsr18: muppet show.",-1,0,0,0
103,"i took the temperature of dc's bar for all you who watch the",-1,0,0,0
104,"@ dwstweets: obamacare extend the solvency of medicare and make prescription drug more afford. that the care senior serve.",-1,0.375,1,0.599
105,"@ goldietaylor: huckabee.",-1,0,0,0
106,"trump didn't pledge to not run third party, but i'll pledge to vote third party if he the nominee. http: / / t. co / 3tep5zszun # gopdebate",-1,0,1,0.444
107,"@ thepatriot143: hey @ foxnews can you let u rep digest the",-1,0,0,0
108,"@ kayleymelissa:",-1,0,0,0
109,"@ alliebidwell: bernie, call out # gopdebate on lack of high e talk, among other issue https: / / t. co / 27h90u6bau",-1,-0.5,-1,-0.318
110,"@ just _ jdreaming: "" list... i am reagen you fool "" - donald trump # gopdebates",-1,-0.5,-1,-0.44
111,"@ usedtobgop: i don't know about anyone else but think last night",-1,0,0,0
112,"god bless our country, the publican candidate.... but not them democrat. - rubio # paraphrase # gopdebates you... http: / / t. co / pgijypjzdf",-1,0.375,1,0.351
113,"# gopdebates: better than the phantom menace, but worse than revenge of the sith.",-1,-0.312,-0.5,-0.872
114,"zoegberg: sarahkendzior: can't believe people are writ real article about who won",-1,0.75,1,0.572
115,"i've never seen a large collection of nimrod on one stage.",-1,0,0,0
116,"true https: / / t. co / lcipaybjz9",-1,0.5,1,0.421
117,"now ben carson want to try and be interesting.",-1,0.375,1,0.459
118,"@ _ hankrearden: trump hat seem especial mad today. i wonder why lol? whiny little bitch should get over it.",-1,-0.417,-1,-0.52
119,"africa got ppl ' & amp; dl'",-1,0,0,0
120,"we can do better",-1,0.5,1,0.44
121,"@ youngblkrepub: on rosie o'donnell.",-1,0,0,0
122,"people mote & amp; encourage an 8 - year - old boy to be in a gay pride parade, but trump can't say the word "" gust animal. "" # gopdebate # pc",-1,0.5,1,0.431
123,"aft the # gopdebate, if i were a publican i'd get behind the smart, most electable person in the room and draft @ megynkelly for prez!",-1,0.25,1,0.457
124,"@ cbsmiami",-1,0,0,0
125,"@ monsterandboy: i am in an uproar for not bee invite to tonight bate! i demand a reason!",-1,0,-0.333,-0.367
126,"step to help you understand # kkkorgop: 1 ) fine rhetoric, 2 ) consume # gopdebate rhetoric, 3 ) spot similarity. https: / / t. co / lkuhw2nrxs",-1,0.5,1,0.542
127,"interest take on the aftermath of the first 2016 # gopdebatewe're actual talk about who & amp; when a candidate look presidential @ cspanwj",-1,0.25,1,0.459
128,"@ jamiaw: "" the purpose of the military i to kill people and break the "" - mike huckabee # gopdebates # kkkorgop",-1,-0.75,-1,-0.691
129,"@ ericstonestreet: trump ha cam hand.",-1,0.5,0,0.681
130,"@ bettyfckinwhite: so donald trump i biff from back to the future 2?",-1,0,0,0
131,"@ gallagherpreach: it i just me or can anyone else not wait for snl this weekend for the bate coverage?",-1,0,1,0
132,"@ juliaturner @ slate it about time they admit to something. truthful if the didn't then we would call them out on it.",-1,-0.25,1,0.586
133,"@ goldietaylor: commercial break!",-1,0,0,0
134,"@ brock _ a _ r: i wonder which candidate i go to be the first to accidental call ben carson "" the help "" # gopdebates",-1,0,0,0.34
135,"@ foxnewsmom: i'm psychic. # gopdebates http: / / t. co / wxaf0qvhi5",-1,0,0,0
136,"@ foxnews @ realdonaldtrump b line of the night",-1,0,0,0
137,"@ nvr2conservativ:",-1,0,0,0
138,"# gopdebate final state: please pander to religious nutjobs and illiterate. go! # # foxnewsdebate # gop # gopdebates # rwnj",-1,0.25,-1,0.38
139,"tern on # gopdebate: "" this lady kept ask question about gay right and lesbian and women right. it was ridiculous. """,-1,-0.75,0.333,-0.361
140,"@ thevgblog:",-1,0,0,0
141,"a foxy, rowdy publican bate. at least @ realbencarson could understand it & amp; get b advise avail. # gopdebate http: / / t. co / rrqntaak3x",-1,0,1,0
142,"@ mikandynothem: carly fiorina may have just won this bate with one video clip. # gopdebate",-1,0.75,1,0.572
143,"@ dragswolf: we should have built that wall in 1491.",-1,0,0,0
144,"@ megynkelly you lost alot of admire last night. we publican are just go to beat ourselves, again! # gopdebate # donaldtrump",-1,0,0,0.271
145,"@ realalexjones @ libertytarian @ jakarijax @ leeannmcadoo wether @ realdonaldtrump i a trojan horse or not, i he worth a punt? # gopdebate",-1,0.5,1,-0.169
146,"@ 0787: alyssaphucker: huffingtonpost: the real winner of the # gopdebate? megynkellyhttps: / / t. co / kmrn9bv2fm http: / / t. co / auhlnza3ww",-1,1,0,0.586
147,"@ ericstonestreet: trump ha cam hand.",-1,0.5,0,0.681
148,"@ averykayla: at what point am i suppose to stop laugh and start cry?",-1,-0.083,-1,-0.178
149,"@ popehat: # gopdebates paul: "" i want to collect more cord from terrorist and few from americans. """,-1,0.25,-1,-0.687
150,"@ freedomjames7: trump i a rino. # gopdebate http: / / t. co / ew7bpoqd5b",-1,0,1,0
151,"@ mormondems: ben carson: i will end polarization by move heal insurance from 17 million americans.",-1,0,0,0
152,"@ hillaryclinton: watch the",-1,0,0,0
153,"gop bate new - trump shock gop faithful http: / / t. co / h5xbibvgst",-1,0.125,0,0.077
154,"@ _ ciaradanix3: where @ wakaflocka during this presidential bate?",-1,0,0,0
155,"rubio i off the radar # gopdebate @ nro @ alexconant @ marcorubio",-1,0,0,0
156,"@ thedailyshow jon stewart can feel comfortable w / retirement a",-1,0.5,1,0.511
157,"@ goldietaylor: huckabee.",-1,0,0,0
158,"surprise to learn that ben carson was part of the",-1,0,1,0.273
159,"bingo! put that in your article!!!",-1,0,0,0
160,"@ michaelsnook: i can't wait for the meme about donald trump beautiful, classy door at the border. # gopdebate",-1,0.75,0.333,0.778
161,"boy, it'll be so awesome when president trump call angel merkel a "" bimbo "". he so cool. # gopdebate # trump2016",-1,0.625,0.333,0.79
162,"how this for an accurate description of our system? https: / / t. co / e68hblfc2g. the # gopdebate illustrate this in a wonderful, scary fashion",-1,0.25,0.333,0.128
163,"@ dhniels: you know who @ chrischristie was give hug to? the family of pearl harbor victim",-1,-0.125,0,0.25
164,"# gopdebate: did cruz trump trump? https: / / t. co / zmrfi7bouc via @ cr",-1,0,0,0
165,"@ mattgubser didn't watch the",-1,0,0,0
166,"to start th even, rnc moderator dropped atom bomb on # trump... trump kick it thru th upright # gopdebate # gopdebates @ washingtonpost",-1,-0.25,-0.333,-0.494
167,"@ pattonoswalt: are they go to ask lenny kravitz's penis one question? this i very respectful.",-1,0,1,0.509
168,"fox i over this. turn this to break new.",-1,0,0,0
169,"mike huckabee and bartles & amp; jaymes would like to thank you for your support.",-1,0.5,1,0.772
170,"@ randpaul didn't fend the 4th amend too eloquent last night but this article i a good mediator http: / / t. co / vlt68ymse2",-1,0.75,0.333,0.593
171,"@ larryelder: worse than an prepared candidate i blind support for one. i was pull for",-1,-0.062,-0.333,-0.296
172,"@ jerry _ holbert: refresh.",-1,0,0,0
173,"watch the # gopdebates i can't help but think of claire underwood referring to political bate a "" spectacle "" in season 3 # profound",-1,0.5,1,-0.16
174,"@ makinh15tory: lol @ trump",-1,0.75,0,0.519
175,"i wish the",-1,0.25,0,0.402
176,"@ naral:. @ bobbyjindal brag about how anti - choice hi state i; @ amprog port in 2013 said louisiana was worst state for women.",-1,-0.5,-1,-0.751
177,"who want a hug? # gopdebate http: / / t. co / iats8vyx7c",-1,0.375,1,0.527
178,"@ thebaxterbean: 5 the rand paul's kentucky could've spent $73m on instead of a fake noah's ark http: / / t. co / s1gkhsy1bf",-1,-0.75,-1,-0.477
179,"@ ironghazi: final someone talk about the real issue",-1,0,0,0
180,"@ gov: most - tweeted",-1,0,0,0
181,"@ bounce _ comic: black folk look at @ bencarson2016 like...",-1,0.5,1,0.361
182,"@ keemstarx: the black guy i smart a fuck!",-1,-0.375,0,-0.271
183,"@ climatebrad:. @ jebbush's million - dollar donor, update thx to @ zachmider http: / / t. co / k3bcdnutm0 # gopdebate http: / / t. co / qdiwcwnqy0",-1,0,0,0.361
184,"@ hemantmehta: can we just build a fence around trump?",-1,0,0,0
185,"@ khou @ jebbush",-1,0,0,0
186,"@ whitemamba23 100 %!!! hilary hang with kimye and trump i dead cent at # gopdebates but a 3rd party i "" stupid ""??",-1,-0.625,-1,-0.713
187,"i can't help but think dr. carson ha been hop hi "" gift hand "" can make a way for hi flail mouth. # gopdebates",-1,0.5,1,0.891
188,"@ kwrcrow: when will they learn? @ foxnews @ megynkelly attack @ realdonaldtrump and he win @ time & amp; @ drudge poll.",-1,0.375,0.333,0.178
189,"we looooooove israel so much.",-1,0,0,0
190,"watch the publican party implode from within i magical.",-1,0,0,0.402
191,"@ nerdist: i gotta say it refresh to hear a presidential bate where everyone i correct pronounce "" nuclear "" # gopdebate",-1,0,1,0
192,"i think all the gop candidate have a secret crush on hillary because they were trash talk h so much.",-1,-0.25,-1,-0.153
193,"@ whinenot: rush: "" not one of the 9 other candidate on the stage join megan kelly in go aft donald trump "" # gopdebate",-1,0.25,0,0.296
194,"@ onlyinbos: my close state.",-1,0,0,0
195,"all the candidate represent a clear and superior choice to hillary, bernie, elizabeth and uncle joe!!! # gopdebate # teaparty # tcot # tdgn",-1,0.375,1,0.789
196,"@ desdemona4u: it was fathomable that @ megynkelly would ask wasserman - schultz to do a postmortem on the",-1,0,0,0
197,"you see the people in the audience look around when they clapped for gay right. people were like, da fuk... # gopdebates",-1,0.5,1,0.361
198,"@ nicksylian: from today to the time the next president ha one year in office",-1,0.5,0,0.34
199,"@ funnyordie: it not whether you win or lose, donald. the on the that matte in life i not wind up like you. # gopdebate",-1,0.75,0.5,-0.783
200,"@ polisciumn did t cruz just misspeak when he said during hi close state that he would "" persecute religious liberty? "" # gopdebate",-1,-0.5,-0.333,0.077
201,"@ foxnews fumble the",-1,0,-1,0
202,"@ kristinmcoppens: so uh, climate change, eh guy? # gopdebate http: / / t. co / vnkjjioqgj",-1,0,0,0
203,"@ muxywithmoxie: walk emerge a lead candidate to run enterprise rent - a - car branch http: / / t. co / x6qa8muta7",-1,0,0,0
204,"@ markdavis: # perry, # fiorina clip on # irandeal are better than most answer bee given in this bate # gopdebates",-1,0.5,1,0.44
205,"no channel to watch now. # cnn i liberal, # fnc & amp; @ megynkelly r # rnc hitman # crony. @ realdonaldtrump dont join # gopdebate anymore # gotrump",-1,0,1,-0.475
206,"final talk about race 100 min. in and cut to commercial",-1,-0.25,0,-0.273
207,"@ alpal _ 23 win snapchat",-1,1,1,0.586
208,"@ 2dopeantibhvr: so u want u to build a wall",-1,0.25,0,0.148
209,"a canadian lead bate, trump was produce the wild show in politic http: / / t. co / mejxxpzg1v # u # usa # uspoli # gop # gopdebate",-1,0,-1,0
210,"@ lindasuhler: jeb stand by "" act of love ""; comment and earn legal status [ boo ] # noamnestyhttp: / / t. co / himscrvikr # gopdebates",-1,0.5,0,0.691
211,"it fascinate to see the post - post",-1,0.75,1,0.527
212,"@ wolfofwarrenst: just in case you miss the",-1,-0.5,0,-0.153
213,"charlie how did",-1,0,0,0
214,"our democracy remain in dire strait cause it aint work a long a they get money for nothing and we get dick for free",-1,-0.5,-0.333,-0.459
215,"it i just me or can anyone else not wait for snl this weekend for the bate coverage?",-1,0,1,0
216,"# gopdebates trump ha air of boris yeltsin of russia, nd he became president of russia!!!",-1,0.5,0,0.507
217,"martha maccallum get credit for ask whether christians have a religious liberty double - standard for muslims",-1,0,0.333,0.718
218,"@ _ hankrearden: john sinunu, who wrote a book about jeb's dad, doesn't like trump. what a fuck shock. # gopdebate",-1,-0.333,-0.333,-0.803
219,"someone ha something to say to @ lindseygrahamsc",-1,0.5,0,0.34
220,"the perfect remedy for a",-1,0.75,1,0.572
221,". @ instagram and @ facebook need to free the @ dreamdefenders acct.",-1,0.25,1,0.511
222,"oh good lord...",-1,0.75,1,0.44
223,"@ shawndrurysc: jeb: my father was... oh nevermind. parent i so overrate.",-1,0,0,0
224,"@ chakerkhazaal:",-1,0,0,0
225,""" i think god a pretty fair guy "" - ben carson, neurosurgeon, on hi belief modern day taxation should be base on an ancient book # gopdebate",-1,0.333,1,0.765
226,"advice to",-1,0,0,0
227,"watch the # gopdebate from last night. ouf, it tough hear donald trump speak. gonna be a long road to the publican nominate.",-1,0,-1,-0.128
228,"@ mozgovaya: 10 men on stage cuss one woman. @ hillaryclinton",-1,0,0,0
229,"@ jolemo376: i think @ foxnews did everything it could to rail the @ realdonaldtrump during the",-1,0,0,0
230,"@ scottwalker russia & amp; china know more about hillary clinton's email than our own congress! boom! # rednationraising # gopdebates",-1,0,0,0
231,"@ dominionin: blimey! # gopdebate # foxnews @ foxnews @ piersmorgan http: / / t. co / gtxrtj8ybn",-1,0,0,0
232,"@ bipartisanism: when watch the # gopdebate member that "" jose didn't take your job, goldman sachs did. http: / / t. co / chhzb49t0w",-1,0,0,0
233,"peal dodd - frank i not wise.",-1,0,0,-0.372
234,"chris christie and rand paul feud in tense national security face - off at",-1,-0.5,-1,-0.34
235,"it huge... it a f",-1,0.25,0,0.318
236,"i hope people aren't so reality tv expose that they on love that paul and christi raise voice.",-1,0.333,1,0.738
237,"@ saradmahmoud:",-1,0,0,0
238,"@ marisol _ bello @ lindseygrahamsc @ etammykim @ rhondalevaldo thank for this source on dodd - frank.",-1,0.5,1,0.361
239,"@ rwsurfergirl: a big problem face democrat will be how to get hillary sober long enough for h to bate?",-1,-0.125,0,-0.402
240,"i hear the rumble beneath the fedral triangle which house the epa... the reagan build",-1,0,0,0
241,"i assume you guy didn't boo a gay soldier this time on because the opportunity didn't arise.",-1,0.5,0,0.421
242,"@ thepatriot143: my winner overall of today",-1,1,1,0.586
243,"@ lmahoneybee:",-1,0,0,0
244,"fox bate commentator should be ashamed for the way they've treat trump!",-1,-0.5,-1,-0.176
245,"@ gretchencarlson: "" take a bottle of white out with me to pres obamas policy "" @ governorperry # gopdebate @ foxnews @ foxnewspolitics",-1,0,0,0
246,"language i beautiful http: / / t. co / gfyti5ilvc",-1,0.75,1,0.599
247,"@ theladygrantham: who put lord grantham in charge of donald trump finance?",-1,0,-1,0
248,"the answer to the most important question of the # gopdebate i ye, joe flacco i, in fact, an elite quarterback. # ravensnation",-1,0.5,0,0.272
249,"tonight we were entertain by the first round of the",-1,0,1,0.318
250,"@ gauchat: hopeful we'll find out where god stand on the taxing - pimps issue.",-1,0.375,0,0.66
251,"what i "" the alinsky model, takingadvantage of useful idiot "" # gopdebates # bencarson",-1,-0.125,0,-0.103
252,"@ jordanadolph: same. serious though.",-1,0,0,-0.077
253,"# gopdebate "" we got nothing. and iran get everything they want. "" @ govmikehuckabee # marshamarshamarsha",-1,0.25,0,0.077
254,"chris christie, shown here swallow a fly during thursday's # gopdebate # ohgodmakeitstop2015 http: / / t. co / z2vx3cridr",-1,0,0,0
255,"@ ericstonestreet: trump ha cam hand.",-1,0.5,0,0.681
256,"why do you want people at your wedding whose presence ha to be command? @ realdonaldtrump @ tmp",-1,0.375,0,0.402
257,"damn... i'd turn publican for this.",-1,-1,-1,-0.402
258,"@ rwsurfergirl: so @ megynkelly pose for adult picture. should we bring that up?",-1,0,0,0
259,"carly fiorina wrote an op - e for u at ijreview aft h performance last night. http: / / t. co / ldqe8kg2zw",-1,0,0,0
260,"@ jami _ usa: if we don't hold everyone to the same standard during the # gopdebates, what are they worth?",-1,0.5,1,0.226
261,"@ laurenreeves: "" stay tun for close statement, final thought, and god. "" and then i turn off the tv, i'm good. # gopdebates",-1,0.5,0,0.612
262,"mind: family i important to publican 2016 candidate, just not gay family. http: / / t. co / cs0usassqs # gopdebate http: / / t. co / fmafdubmfb",-1,0.5,0,0.202
263,"@ lizadonnelly: i put pearl on jeb! because he look like hi mom. i drew the",-1,0.5,1,0.42
264,"gop bate new - trump shock gop faithful - http: / / t. co / v4wnjcy9sw -",-1,0.125,0,0.077
265,"@ bettyfckinwhite: - can you answer this very direct question? - i should be president. - so, no? # gopdebates",-1,-0.25,0,-0.432
266,"@ hayesbrown: fact: before jeb was governor, florida was run by a death cult. # gopdebate",-1,-0.5,-1,-0.599
267,"@ theyentareport: what? you want to know if any of the candidate hear strange voice in their head?",-1,0,-1,-0.217
268,"@ nycdeb8tr: @ redsteeze @ dalestokely megyn kelly was so over the top, i thought she would announce h candidacy last night. # gopdebates",-1,0.5,0,0.265
269,"@ ericstonestreet: trump ha cam hand.",-1,0.5,0,0.681
270,"trump: bank aren't baby. they are kill. hell ye i got away from bad deal, and i can make the usa a scofflaw too! # gopdebates",-1,-0.833,-1,-0.934
271,"@ bettyfckinwhite: so donald trump i biff from back to the future 2?",-1,0,0,0
272,"walk emerge a lead candidate to run enterprise rent - a - car branch http: / / t. co / x6qa8muta7",-1,0,0,0
273,"media continue to praise last night fox new hit job on specific candidate: http: / / t. co / qd3lbg4vdf",-1,0.75,1,0.557
274,"@ popehat:",-1,0,0,0
275,"@ mette _ mariek: donald trump i @ eddiepepitone's b character ever.",-1,0,0,0
276,"trump i go to claim god gave him a campaign contribute.",-1,0.25,0,0.273
277,"move on from the",-1,0,0,0
278,"@ jennrios1191: @ bretbaier i by far the b moderator tonight. hand down.",-1,0,0,0.494
279,"@ olakunlesoriyan: freedom i not free... and we must fight for it everyday - - @ realbencarson",-1,0.167,-0.333,-0.026
280,"cruz: "" i receive the word of god everyday... "" god: "" don't blame me for this guy. there are pill for those voice. "" # gopdebates",-1,0,-1,0.641
281,""" when you find mush, you push "" we agree with jack from @ aandgshow about that bee a great motto in life! ( from last night # gopdebate )",-1,0.5,1,0.784
282,"@ alilihay: i would also prefer that my uterus isn't register with washington",-1,0,0,0
283,"@ gogoaleee: ig delete dd account aft we participate in the",-1,0,0,0
284,"note on the publican bate ( gibberish ) http: / / t. co / j7zipvptxk",-1,0,0,0
285,"@ annieslisttx: 44 %? it what tx latina women make to the white man's $. will the",-1,0,0,0.361
