"token","vader","n"
"bring",0,6
"comments",0,6
"day",0,6
"democrat",0,6
"democrats",0,6
"dr",0,6
"favorite",1,6
"guys",0,6
"head",0,6
"hrc",0,6
"jebbush",0,6
"john",0,6
"legal",1,6
"marco",0,6
"office",0,6
"presidential",0,6
"ratings",0,6
"realbencarson",0,6
"stands",0,6
"top",1,6
"3",0,5
"4",0,5
"act",0,5
"attack",-1,5
"bernie",0,5
"biff",0,5
"brain",0,5
"branch",0,5
"calling",0,5
"campaign",0,5
"check",0,5
"chrischristie",0,5
"christie",0,5
"classy",1,5
"commercial",0,5
"correct",0,5
"dc",0,5
"earned",0,5
"fieldnegro",0,5
"finally",0,5
"free",1,5
"funny",1,5
"future",0,5
"himscrvikr",0,5
"impressed",1,5
"iran",0,5
"issue",0,5
"issues",0,5
"johnkasich",0,5
"kkkorgop",0,5
"leading",0,5
"lindasuhler",0,5
"line",0,5
"lost",-1,5
"missed",-1,5
"noamnesty",0,5
"obama",0,5
"performance",0,5
"pledge",0,5
"plenty",0,5
"politics",0,5
"post",0,5
"pro",0,5
"purpose",0,5
"reality",0,5
"rnc",0,5
"schultz",0,5
"stand",0,5
"status",0,5
"stupid",-1,5
"supermanhotmale",0,5
"system",0,5
"tcot",0,5
"tedcruz",0,5
"telling",0,5
"war",-1,5
"women",0,5
"16",0,4
"5",0,4
"adult",0,4
"afraid",0,4
"agree",1,4
"americans",0,4
"aware",0,4
"bad",-1,4
"beautiful",1,4
"bencarson2016",0,4
"bethbehrs",0,4
"biggest",0,4
"bipartisanism",0,4
"bretbaier",0,4
"business",0,4
"change",0,4
"china",0,4
"chris",0,4
"cnn",0,4
"coming",0,4
"deal",0,4
"dear",1,4
"direct",0,4
"dropped",0,4
"emerges",0,4
"enterprise",0,4
"entertainment",1,4
"faithful",1,4
"father",0,4
"frank",0,4
"friends",1,4
"government",0,4
"governorperry",0,4
"govmikehuckabee",0,4
"hand",1,4
"happiest",1,4
"independent",0,4
"jamiaw",0,4
"job",0,4
"joke",1,4
"learn",0,4
"lol",1,4
"lose",-1,4
"makes",0,4
"moderators",0,4
"moment",0,4
"nevermind",0,4
"overrated",0,4
"parenting",0,4
"pictures.should",0,4
"political",0,4
"poll",0,4
"popehat",0,4
"posed",0,4
"race",0,4
"raise",0,4
"refreshing",0,4
"religious",0,4
"remark",0,4
"rent",0,4
"sanders",0,4
"santorum",0,4
"set",0,4
"shocks",-1,4
"speak",0,4
"statement",0,4
"statements",0,4
"stop",-1,4
"tax",0,4
"thedailyshow",0,4
"times",0,4
"told",0,4
"tough",-1,4
"trump2016",0,4
"tuned",0,4
"video",0,4
"voices",0,4
"wasserman",0,4
"weekend",0,4
"white",0,4
"wilberforce91",0,4
"winners",1,4
"yesterday",0,4
"17",0,3
"abortion",0,3
"agenda",0,3
"amazing",1,3
"answers",0,3
"audience",0,3
"babies",0,3
"bet",0,3
"bobbyjindal",0,3
"bomb",-1,3
"boy",0,3
"brought",0,3
"calls",0,3
"care",1,3
"carly2016",0,3
"character",0,3
"common",0,3
"cool",1,3
"court",0,3
"coverage",0,3
"crazy",-1,3
"created",1,3
"curly",0,3
"declared",0,3
"democratic",0,3
"desdemona4u",0,3
"discussing",0,3
"drudge",0,3
"elected",0,3
"establishment",0,3
"failed",-1,3
"feel",0,3
"followers",0,3
"fuck",-1,3
"fun",1,3
"games",0,3
"giving",1,3
"gonna",0,3
"gotta",0,3
"hadiyah",0,3
"half",0,3
"happened",0,3
"hee",0,3
"hey",0,3
"hit",0,3
"involved",0,3
"irandeal",0,3
"joe",0,3
"kayleymelissa",0,3
"learned",0,3
"left",0,3
"lgbt",0,3
"liberty",1,3
"listening",0,3
"live",0,3
"marriage",0,3
"media",0,3
"mic",0,3
"million",0,3
"monaeltahawy",0,3
"monsterandboy",0,3
"mozgovaya",0,3
"nice",1,3
"nights",0,3
"o'donnell",0,3
"ohnoshetwitnt",0,3
"p2",0,3
"palin",0,3
"parenthood",0,3
"perry",0,3
"pissed",-1,3
"planned",0,3
"play",1,3
"policy",0,3
"politically",0,3
"polls",0,3
"postmortem",0,3
"potus",0,3
"quality",0,3
"received",0,3
"records",0,3
"remember",0,3
"replace",0,3
"retweeted",0,3
"rick",0,3
"roll",0,3
"rosie",0,3
"running",0,3
"russia",0,3
"sadly",-1,3
"sallykohn",0,3
"schools",0,3
"sex",0,3
"shawndrurysc",0,3
"smart",1,3
"smartest",1,3
"snl",0,3
"social",0,3
"spoken",0,3
"taking",0,3
"teaparty",0,3
"thebaxterbean",0,3
"thepatriot143",0,3
"tickets",0,3
"topic",0,3
"totally",0,3
"truth",1,3
"tweet",0,3
"uncle",0,3
"unfathomable",0,3
"voters",0,3
"washington",0,3
"wedding",0,3
"wrong",-1,3
"x6qa8muta7",0,3
"_hankrearden",0,2
"100",0,2
"14",0,2
"1st",0,2
"24",0,2
"7",0,2
"9",0,2
"ac360",0,2
"accidentally",-1,2
"advice",0,2
"air",0,2
"alinsky",0,2
"allenwestrepub",0,2
"amendment",0,2
"america's",0,2
"american",0,2
"angry",-1,2
"annebayefsky",0,2
"answering",0,2
"anti",-1,2
"anymore",0,2
"apologize",1,2
"apparently",0,2
"appearance",0,2
"applause",1,2
"article",0,2
"articles",0,2
"attempt",0,2
"averykayla",0,2
"awesome",1,2
"b140_tweet",0,2
"bankruptcy",0,2
"bar",0,2
"beat",0,2
"bed",0,2
"bender",0,2
"bigger",0,2
"bimbo",0,2
"birth",0,2
"bitches",-1,2
"body",0,2
"book",0,2
"boom",0,2
"border",0,2
"borowitzreport",0,2
"bot",0,2
"boys",0,2
"breaking",0,2
"bridges",0,2
"broken",-1,2
"brothers",0,2
"build",0,2
"bump",0,2
"called",0,2
"canadian",0,2
"cartel",0,2
"center",0,2
"chances",1,2
"changed",0,2
"checkers",0,2
"choice",0,2
"christian",0,2
"civil",0,2
"claim",0,2
"climate",0,2
"clips",0,2
"closed",0,2
"clown",0,2
"collect",0,2
"color",0,2
"comcatholicgrl",0,2
"comedy",1,2
"comment",0,2
"complain",-1,2
"complete",0,2
"congrats",1,2
"congress",0,2
"contenders",0,2
"contribution",0,2
"core",0,2
"correctrecord",0,2
"couple",0,2
"covers",0,2
"credit",1,2
"cries",-1,2
"crispie",0,2
"crowd",0,2
"cruz's",0,2
"crying",-1,2
"cut",-1,2
"cute",1,2
"daily",0,2
"damn",-1,2
"darth",0,2
"datechguyblog",0,2
"death",-1,2
"debbie",0,2
"demagog",0,2
"disappointed",-1,2
"divide",0,2
"dodd",0,2
"dog",0,2
"dollar",0,2
"dominates",1,2
"donation",0,2
"donations",0,2
"door",0,2
"double",0,2
"doubt",-1,2
"dougbenson",0,2
"drama",0,2
"dreamdefenders",0,2
"dust",0,2
"easily",1,2
"economics",0,2
"ed",0,2
"eh",0,2
"endorsed",1,2
"entertaining",1,2
"episode",0,2
"evening",0,2
"event",0,2
"everyday",0,2
"expand",1,2
"facebook",0,2
"facing",0,2
"fail",-1,2
"families",0,2
"family",0,2
"fan",1,2
"fb",0,2
"fbi",0,2
"fear",-1,2
"feelthebern",0,2
"fifty",0,2
"fight",-1,2
"fighter",1,2
"final",0,2
"fix",0,2
"folks",0,2
"food",0,2
"foreign",0,2
"forget",-1,2
"forgot",0,2
"form",0,2
"foxdebate",0,2
"foxnewsdebate",0,2
"foxnewspolitics",0,2
"foxnewssunday",0,2
"freedom",1,2
"friday",0,2
"friend",1,2
"fucking",0,2
"funniest",1,2
"gallagherpreach",0,2
"glad",1,2
"gold",0,2
"gopclowncar",0,2
"gopfail",0,2
"gov",0,2
"guess",0,2
"guypbenson",0,2
"headed",0,2
"heard",0,2
"highlights",0,2
"hilarious",1,2
"hillary2016",0,2
"history",0,2
"ho",0,2
"hope",1,2
"house",0,2
"hug",1,2
"hunger",-1,2
"hurry",0,2
"hurt",-1,2
"iats8vyx7c",0,2
"icymi",0,2
"ijreview",0,2
"ingrahamangle",0,2
"insightful",0,2
"instagram",0,2
"insurance",0,2
"internet",0,2
"israel",0,2
"jeb's",0,2
"jedediahbila",0,2
"jersey",0,2
"jimmyjames38",0,2
"jindal",0,2
"join",1,2
"jon",0,2
"kelly's",0,2
"kennedynation",0,2
"kicked",0,2
"kids",0,2
"knock",0,2
"koch",0,2
"lack",-1,2
"language",0,2
"lannister",0,2
"laughter",1,2
"lead",0,2
"leader",0,2
"leaders",0,2
"leave",-1,2
"lemme",0,2
"liar",-1,2
"liberals",0,2
"lindseygrahamsc",0,2
"listen",0,2
"looked",0,2
"losers",-1,2
"lot",0,2
"loved",1,2
"mad",-1,2
"markdavis",0,2
"market",0,2
"mayor",0,2
"means",0,2
"megan",0,2
"mention",0,2
"mentions",0,2
"mette_mariek",0,2
"mexican",0,2
"millions",0,2
"miss",-1,2
"moderator",0,2
"money",0,2
"mongering",-1,2
"months",0,2
"morningjoe",0,2
"mother",0,2
"movement",0,2
"mush",0,2
"mutant",0,2
"muxywithmoxie",0,2
"nailed",0,2
"naral",0,2
"national",0,2
"nicksylian",0,2
"nominee",0,2
"notamistake",0,2
"nro",0,2
"obama's",0,2
"obamacare",0,2
"odds",0,2
"offended",-1,2
"ohio",0,2
"omg",0,2
"parties",1,2
"party's",0,2
"past",0,2
"patriotmom61",0,2
"pattonoswalt",0,2
"paul's",0,2
"perfect",1,2
"phillyd",0,2
"photo",0,2
"pick",0,2
"picture",0,2
"pimps",0,2
"playing",1,2
"politician",0,2
"politicians",0,2
"polo",0,2
"ppact",0,2
"preach",0,2
"pres",0,2
"prez",0,2
"project",0,2
"proper",0,2
"proud",1,2
"psychic",0,2
"push",0,2
"quotes",0,2
"racist",-1,2
"ran",0,2
"rate",0,2
"reactions",0,2
"reading",0,2
"reagan",0,2
"realalexjones",0,2
"realize",0,2
"reason",0,2
"registered",0,2
"release",0,2
"remedy",0,2
"reminder",0,2
"report",0,2
"response",0,2
"rhetoric",0,2
"rightly",0,2
"ring",0,2
"rino",0,2
"road",0,2
"rocked",0,2
"rocks",0,2
"roger",0,2
"round",0,2
"rush",0,2
"rushlimbaugh",0,2
"sayin",0,2
"season",0,2
"seat",0,2
"send",0,2
"sensanders",0,2
"shot",0,2
"shout",0,2
"similar",0,2
"site",0,2
"sober",0,2
"sold",0,2
"source",0,2
"specific",0,2
"spent",0,2
"standing",0,2
"standwithrand",0,2
"start",0,2
"starts",0,2
"stay",0,2
"summary",0,2
"sums",0,2
"superpower",0,2
"suppose",0,2
"sydtrvp",0,2
"tactics",0,2
"takeaways",0,2
"terrorism",-1,2
"terrorists",-1,2
"thatchrisgore",0,2
"thedemocrats",0,2
"thinking",0,2
"throw",0,2
"throwing",0,2
"thx",1,2
"todd",0,2
"topped",0,2
"true",1,2
"trumps",0,2
"tweeted",0,2
"tweets",0,2
"u.s",0,2
"uh",0,2
"unborn",0,2
"unhappy",-1,2
"unite",0,2
"united",1,2
"unprepared",0,2
"usa",0,2
"views",0,2
"voice",0,2
"wakeupamerica",0,2
"wallace",0,2
"wanna",0,2
"washingtonpost",0,2
"wondering",0,2
"worse",-1,2
"worst",-1,2
"worth",1,2
"writeintrump",0,2
"wrote",0,2
"wxaf0qvhi5",0,2
"ya",0,2
"yall",0,2
"yarn",0,2
"ygmgbavqut",0,2
"_ciaradanix3",0,1
"_kingmalcolm",0,1
"08nrvgesra",0,1
"1,000",0,1
"1.6m",0,1
"10th",0,1
"11000",0,1
"140characters",0,1
"16.0",0,1
"18.9",0,1
"1800",0,1
"19",0,1
"1960s",0,1
"1gt4lreepo",0,1
"1m",0,1
"1z3vufjzlw",0,1
"2013",0,1
"21",0,1
"22nd",0,1
"24000",0,1
"27h90u6bau",0,1
"2b",0,1
"2dopeantibhvr",0,1
"2kvlxwb9kd",0,1
"2nd",0,1
"2noame",0,1
"34",0,1
"35",0,1
"360vodka",0,1
"37.5",0,1
"3d",0,1
"3jmydidcdf",0,1
"3l7yimjxdl",0,1
"3rd",0,1
"3tep5zszun",0,1
"40",0,1
"43.0",0,1
"44",0,1
"49",0,1
"4billlewis",0,1
"4djcc81a5m",0,1
"4ljeug3gye",0,1
"4n6wgnunhn",0,1
"4th",0,1
"4yp5vfabjq",0,1
"4yrs",0,1
"5guj7pe5ei",0,1
"5h5prwi7ju",0,1
"5sgveo7r8n",0,1
"5votes",0,1
"60",0,1
"60min",0,1
"6d6xvafpf1",0,1
"6t2pwpyix1",0,1
"7.50",0,1
"73m",0,1
"7n0vljf2sn",0,1
"7qk0peaecw",0,1
"80",0,1
"87p5eew8w7",0,1
"8aqyj9byor",0,1
"8aupr2vs6z",0,1
"8jbvwjtj3t",0,1
"8lveuhtjuj",0,1
"96",0,1
"aaaaand",0,1
"aaand",0,1
"aandgshow",0,1
"ableg",0,1
"abortions",0,1
"abusive",-1,1
"acceptance",1,1
"account",0,1
"acct",0,1
"accurate",0,1
"acerbicaxioms",0,1
"ack",0,1
"actions",0,1
"acts",0,1
"adamslily",0,1
"admin",0,1
"admirers",1,1
"admit",1,1
"advance",0,1
"advisor",0,1
"aegon",0,1
"aerosmith",0,1
"affairs",0,1
"affect'n",0,1
"affinity",0,1
"afrochubbz",0,1
"aftermath",0,1
"agents",0,1
"aggressively",-1,1
"agreed",1,1
"ahead",0,1
"ailes",0,1
"ak",0,1
"alas",-1,1
"alexandergold",0,1
"alexandraheuser",0,1
"alexconant",0,1
"algore",0,1
"alilihay",0,1
"alittlestats",0,1
"alive",1,1
"allegations",0,1
"alliebidwell",0,1
"allowed",0,1
"alot",0,1
"alpal_23",0,1
"alumni",0,1
"alyonamink",0,1
"alyssaphucker",0,1
"amandajogomez",0,1
"amazed",1,1
"amdt",0,1
"amen",0,1
"amnesty",0,1
"amount",0,1
"amprog",0,1
"amusing",1,1
"analyst",0,1
"andersoncooper",0,1
"andreatantaros",0,1
"andrew_marcinko",0,1
"andrewcryer1",0,1
"angel",0,1
"angelaledgerwoo",0,1
"ann",0,1
"annieslisttx",0,1
"annise",0,1
"announce",0,1
"announcements",0,1
"anointed",0,1
"anytime",0,1
"apology",1,1
"appalling",-1,1
"appeared",0,1
"apprentice",0,1
"approaches",0,1
"aprillives",0,1
"aq8v8c6p0p",0,1
"aqv21",0,1
"arab",0,1
"archerone",0,1
"argue",-1,1
"aridavidusa",0,1
"ark",0,1
"arm",0,1
"army",0,1
"arriving",0,1
"art",0,1
"articulate",0,1
"asdsfke513",0,1
"ashamed",-1,1
"asia",0,1
"ass",-1,1
"assassination",-1,1
"assesses",0,1
"assets",1,1
"association",0,1
"atom",0,1
"attacked",-1,1
"attacking",-1,1
"attacks",-1,1
"attempted",0,1
"attended",0,1
"attention",0,1
"attitude",0,1
"auhlnza3ww",0,1
"authority",1,1
"auxty",0,1
"avabeata",0,1
"aviation",0,1
"avoid",-1,1
"awkord",0,1
"ax",0,1
"b4",0,1
"baby",0,1
"backhanded",0,1
"badly",-1,1
"baier",0,1
"balance",0,1
"ban",-1,1
"bankruptcies",0,1
"banks",0,1
"barbarians",0,1
"barracudamama",0,1
"bars",0,1
"bartles",0,1
"bashing",0,1
"basically",0,1
"basis",0,1
"bass",0,1
"batsask",0,1
"battle",-1,1
"bayonets",0,1
"bdsp6ig77v",0,1
"bdxb2vkyqw",0,1
"beachpeanuts",0,1
"bedchamber",0,1
"beem_skeem",0,1
"beer",0,1
"behaved",0,1
"believable",0,1
"bencarson",0,1
"beneath",0,1
"benefitted",1,1
"benshapiro",0,1
"benswann_",0,1
"benwikler",0,1
"bern",0,1
"bernardgoldberg",0,1
"bernie's",0,1
"bernie2016",0,1
"bewitched",0,1
"bgzysysfsu",0,1
"bheartland",0,1
"biasedgirl",0,1
"bill",0,1
"billhemmer",0,1
"billionaire",0,1
"billmaher",0,1
"billy",0,1
"billyeichner",0,1
"bingo",0,1
"bipartisan",0,1
"birthday",0,1
"bizkit",0,1
"bkshelvesofdoom",0,1
"blackfolks",0,1
"blacks",0,1
"blahahaha",0,1
"blame",-1,1
"blessed",1,1
"blew",0,1
"blind",-1,1
"blog",0,1
"bloody",-1,1
"blurred",0,1
"bmorebrian",0,1
"bnrdebate",0,1
"board",0,1
"boatrocker",0,1
"bob",0,1
"bob's",0,1
"bobby",0,1
"bone",0,1
"boobs",0,1
"booing",0,1
"borrowing",0,1
"bother",-1,1
"bottle",0,1
"bottomless",0,1
"bounce_comic",0,1
"bowel",0,1
"bracketed",0,1
"bradonmessage",0,1
"bradthor",0,1
"brags",0,1
"brappy55",0,1
"brawling",0,1
"bret",0,1
"brewers",0,1
"brianmrosenthal",0,1
"bridgegate",0,1
"brietbart",0,1
"brilliant",1,1
"brithume",0,1
"broadcast",0,1
"brock_a_r",0,1
"brother",0,1
"brotherhood",0,1
"brownblaze",0,1
"bruce",0,1
"brucebartlett",0,1
"brunches",0,1
"bryanlowry3",0,1
"btl",0,1
"budgets",0,1
"buhbyegop",0,1
"builders",0,1
"building",0,1
"burn",0,1
"bus",0,1
"bushland",0,1
"buzzer",0,1
"bwahaha",1,1
"c6qmagevf3",0,1
"c7fwjmdqcz",0,1
"cabinet",0,1
"caked",0,1
"camacho",0,1
"camelotgypsy",0,1
"camera",0,1
"cameron_gray",0,1
"campground",0,1
"cancel",-1,1
"cancelled",-1,1
"candidacy",0,1
"candy",0,1
"candycrowley",0,1
"canned",0,1
"canttrustabush",0,1
"cap",0,1
"captain_landon",0,1
"captioning",0,1
"cards",0,1
"careing",0,1
"carmengoblue",0,1
"carry",0,1
"carson's",0,1
"cary",0,1
"catastrophe",-1,1
"catching",0,1
"catie__warren",0,1
"cbslaelsa",0,1
"cecilthelion",0,1
"celebs",0,1
"cemented",0,1
"censors",-1,1
"chadpergram",0,1
"chadstanton",0,1
"chains",0,1
"chakerkhazaal",0,1
"channel",0,1
"charles_gaba",0,1
"charlesmcnulty",0,1
"charlie",0,1
"charted",0,1
"chase",0,1
"checking",0,1
"cheer",1,1
"cheered",1,1
"cheering",1,1
"chelsea_elle",0,1
"cherishes",1,1
"chess",0,1
"chevy",0,1
"chew",0,1
"chewbacca",0,1
"chhzb49t0w",0,1
"chief",0,1
"child",0,1
"children",0,1
"chill",0,1
"choose",0,1
"chrischristie's",0,1
"christi",0,1
"christians",0,1
"chriswallace",0,1
"church",0,1
"circus",0,1
"cities",0,1
"citizenship",0,1
"city",0,1
"civilrightsorg",0,1
"claims",0,1
"claire",0,1
"clap",0,1
"clapped",0,1
"clapping",0,1
"clarknt67",0,1
"cleveland",0,1
"climatebrad",0,1
"clinton's",0,1
"close",0,1
"cmon",0,1
"coach",0,1
"code",0,1
"cohealthaccess",0,1
"colin",0,1
"columnist",0,1
"comeback",0,1
"comedians",1,1
"comfortable",1,1
"commanded",0,1
"commander",0,1
"commentator",0,1
"commentators",0,1
"commitment",1,1
"committing",1,1
"communicator",0,1
"community",0,1
"compared",0,1
"competent",1,1
"competition",0,1
"complaints",-1,1
"concerns",0,1
"confidence.too",0,1
"confirmed",0,1
"congratulations",1,1
"congressional",0,1
"consensus",0,1
"consequences",0,1
"conservative",0,1
"considered",0,1
"consistently",0,1
"conssista",0,1
"consults",0,1
"consume",0,1
"continues",0,1
"contrary",0,1
"contrast",0,1
"control",0,1
"controversy",0,1
"coolest",0,1
"cop",0,1
"corn",0,1
"correctly",0,1
"corrupt",0,1
"cougar",0,1
"could've",0,1
"covinoandrich",0,1
"crack",0,1
"cral",0,1
"crapping",0,1
"cratering",0,1
"craziness",-1,1
"crickets",0,1
"crime",-1,1
"critic",-1,1
"critique",0,1
"crony",0,1
"crowley",0,1
"crowns",0,1
"crush",-1,1
"cs0usassqs",0,1
"cspanwj",0,1
"culkin",0,1
"cult",0,1
"culture",0,1
"curious",1,1
"cw0rac9wqh",0,1
"cyber",0,1
"cycles",0,1
"da",0,1
"dad",0,1
"daenerys",0,1
"dalestokely",0,1
"dan_bernstein",0,1
"danholler",0,1
"danmoore755",0,1
"darrens",0,1
"data",0,1
"dataviz",0,1
"dave_gosh",0,1
"daveanthony",0,1
"davidbrockdc",0,1
"davidjwhite640",0,1
"dayum",0,1
"dbeltwrites",0,1
"dc's",0,1
"dd",0,1
"dead",-1,1
"deals",0,1
"debaitandswith",0,1
"debated",0,1
"debaters",0,1
"debatewithbernie",0,1
"debating",0,1
"debt",-1,1
"decade",0,1
"decent",0,1
"decide",0,1
"decision",0,1
"declares",0,1
"deenazarucnn",0,1
"defeat",-1,1
"defend",0,1
"deferments",0,1
"define",0,1
"definitive",0,1
"defunded",0,1
"degree",0,1
"delay",-1,1
"deleted",0,1
"delivered",0,1
"delusions",0,1
"demand",-1,1
"democrat's",0,1
"demsrrealracist",0,1
"denies",-1,1
"dentist",0,1
"deray",0,1
"derogatory",0,1
"derwood",0,1
"des",0,1
"describe",0,1
"description",0,1
"deserve",0,1
"deserves",0,1
"destroy",-1,1
"dhniels",0,1
"dianneg",0,1
"dictating",0,1
"diegueno",0,1
"difference",0,1
"differences",0,1
"digest",0,1
"directly",0,1
"disapproval",0,1
"discriminated",0,1
"discussion",0,1
"dislike",-1,1
"displayed",0,1
"disrespectful",0,1
"disruptepreneur",0,1
"dissatisfying",-1,1
"dissect",0,1
"diversity",0,1
"divided",0,1
"djcj7bhgzb",0,1
"dl",0,1
"doctor",0,1
"dole",0,1
"dollars",0,1
"domeniconpr",0,1
"domestic",0,1
"donkeyarguing",0,1
"donniewahlberg",0,1
"donors",0,1
"dont",0,1
"dooley_dooley",0,1
"doom",-1,1
"doriabiddle",0,1
"downright",0,1
"draft",0,1
"dragging",0,1
"draw",0,1
"dress",0,1
"drew",0,1
"drinking",0,1
"drinks",0,1
"driving",0,1
"drn2bhohii",0,1
"drnickmorgan",0,1
"drones",0,1
"drop",-1,1
"dropping",0,1
"drudge_report",0,1
"drum",0,1
"drunk",-1,1
"drunkjcrewuguys",0,1
"duh",0,1
"dumptrump",0,1
"e_sibe",0,1
"e0huw70rrr",0,1
"e1smu0hn5j",0,1
"e2rboz1zwy",0,1
"e68hblfc2g",0,1
"earlier",0,1
"ears",0,1
"earth",0,1
"east",0,1
"easy",1,1
"eat",0,1
"eat24",0,1
"eclipses",0,1
"eddiepepitone's",0,1
"edgeofsports",0,1
"edhenry",0,1
"edition",0,1
"education",0,1
"effectivley",0,1
"egypt",0,1
"electable",0,1
"election",0,1
"elegant",1,1
"elite",0,1
"elizabeth",0,1
"ellemagazine",0,1
"ellieptweet",0,1
"eloquently",0,1
"else's",0,1
"email",0,1
"emails",0,1
"embrace",1,1
"emissary",0,1
"emotional",1,1
"english",0,1
"enjoy",1,1
"enjoyed",1,1
"enjoying",1,1
"entertained",1,1
"enthusiasm",1,1
"entire",0,1
"envelope",0,1
"epa",0,1
"epicfail",0,1
"essentially",0,1
"etammykim",0,1
"eugenics",0,1
"eusebiaaq",0,1
"ewing",0,1
"exaggerates",-1,1
"excellent",1,1
"executive",0,1
"expect",0,1
"expectation",0,1
"expected",0,1
"expecting",0,1
"experiment",0,1
"explaining",0,1
"exposed",-1,1
"exposing",-1,1
"extraordinaire",0,1
"extremist",0,1
"eye",0,1
"eyes",0,1
"ez9yl3uxxs",0,1
"f687d6objl",0,1
"fackinpeter",0,1
"factlsxf4g",0,1
"facttank",0,1
"fair",1,1
"faith",1,1
"fake",-1,1
"fall",0,1
"fallen",-1,1
"false",0,1
"falters",0,1
"fascinating",1,1
"fashion",0,1
"fast",0,1
"fat",0,1
"favor",1,1
"fec",0,1
"federal",0,1
"fedral",0,1
"feeds",0,1
"female",0,1
"fence",0,1
"feud",-1,1
"fewer",0,1
"field",0,1
"figure",0,1
"file",0,1
"finalist",0,1
"finalized",0,1
"fincbj3pos",0,1
"fine",1,1
"finest",0,1
"finished",0,1
"firstamendment",0,1
"fit",1,1
"fitting",0,1
"fl",0,1
"flacco",0,1
"flashes",0,1
"flashreport",0,1
"flat",0,1
"flips",0,1
"florida",0,1
"floridamep",0,1
"fmafdubmfb",0,1
"fnc",0,1
"focus",0,1
"focused",1,1
"follow",0,1
"follower",0,1
"fools",-1,1
"footage",0,1
"footies",0,1
"fop",0,1
"foreshadowed",0,1
"forgives",1,1
"fought",-1,1
"foul",0,1
"found",0,1
"foundation",0,1
"fourmoreyears",0,1
"foxdebates",0,1
"foxnewsmom",0,1
"foxy",0,1
"fragile",0,1
"frankbruni",0,1
"frankluntz",0,1
"fraud",-1,1
"freakin",0,1
"freakishly",-1,1
"freeamerican100",0,1
"freedomjames7",0,1
"freedomtexasmom",0,1
"frogs",0,1
"front",0,1
"fs7r705es9",0,1
"ftw",1,1
"fuk",0,1
"fumbles",0,1
"fundamental",0,1
"funnest",1,1
"funnyordie",0,1
"fuuuuun",0,1
"fwd_us",0,1
"g.o.p",0,1
"gaining",1,1
"gallery",0,1
"galt",0,1
"gameofowns",0,1
"gameofthrones",0,1
"gauchat",0,1
"gender",0,1
"generations",0,1
"george",0,1
"gesturing",0,1
"gexsjxrct3",0,1
"gfyti5ilvc",0,1
"ggfletcher",0,1
"ghana",0,1
"gheshes",0,1
"girls",0,1
"giuseppeiv",0,1
"gluttons",0,1
"gly4myqxyw",0,1
"gma",0,1
"gmadawny",0,1
"gnnn9idons",0,1
"goal",0,1
"gogoaleee",0,1
"goldman",0,1
"goodbye",0,1
"goodmanhere2",0,1
"gopdebacle",0,1
"gopendejos",0,1
"goptbt",0,1
"gotcha",0,1
"gotrump",0,1
"gov't",0,1
"govchristie",0,1
"governor",0,1
"governors",0,1
"govsandoval",0,1
"gpnaplang",0,1
"grandstanding",0,1
"greggutfeld",0,1
"gretchencarlson",0,1
"gritty",0,1
"ground",0,1
"gt",1,1
"gtownheckler",0,1
"guest",0,1
"gun",-1,1
"guns",0,1
"gwar's",0,1
"gwb",0,1
"h5xbibvgst",0,1
"haha",1,1
"haircut",0,1
"halftimereport",0,1
"handcuffs",0,1
"handful",0,1
"handle",0,1
"handled",0,1
"hanging",0,1
