"id","rating","text","afinn","lsd","vader"
81,"neutral","the project i expect to be complete in 2009.",0,0,0
82,"positive","finnish it solute provide affecto oyj said today that it ha won a frame tract, value at some eur2m, to implement the next phase of it insurance apply for sou african mutual & federal insurance company limit m & f.",0.5,0.333,0.818
83,"neutral","alexandria, va., oct. 23 - - hans - otto scheck of espoo, finland, ha develop a method of identify remote radio it in a communicate system.",0.4,0,0.34
84,"neutral","the company also appoint leif rosen head of the special plate it which include the quarto plate it in degerfors, sweden, and new castle, usa, the it in willich, germany, a well a pressplate and prefab in avesta and plate service centre nordic in degerfors.",0,1,0.586
85,"neutral","the acquisition i part of suomen helasto 's strategy to expand the lukkoexpert security chain, suomen helasto ceo kimmo uusimaki said.",0.2,0,0.572
86,"neutral","sanoma magazine international will invite other shareholder hold approximate 15 % of the share to sell their share.",0.2,1,0.612
87,"positive","operate fit improve by 27 % to eur 579.8 mn from eur 457.2 mn in 2006.",0.3,1,0.66
88,"positive","eps for the quarter came in at 0.36 eur, up from 0.33 eur a year ago and ahead of forecast of 0.33 eur.",0,0,0
89,"neutral","thank to the develop of a system that enable it to trace the origin of all the palm oil that it use, it know exact where and how it palm oil ha been produce.",0.4,1,0.599
90,"positive","base upon it unique fib expertise and innovate approach, the company ha a strong market position in several busy area in which it operate.",0.333,1,0.836
91,"neutral","the net sale of healthcare trade busy in 2009 were eur 145.1 million eur 155.2 million and operate fit eur 8.9 million eur 7.9 million.",0.2,1,0.361
92,"neutral","the transaction value i cad 15 million approximate eur 10 million.",0,0,0.34
93,"neutral","aldata solute, a global company engage in supply to consume busy process optimization, ha announce the tail of it dollar for dinosaur gram.",0.3,1,0.751
94,"negative","operate fit was eur -0.1 mn, down from eur 1.3 mn.",0.2,1,0.361
95,"positive","finnish silicon wafer technology company okmetic oyj omx helsinki: okm1v port on thursday 30 october an operate fit of eur7 .4 m for january - september 2008, up from eur6 .1 m in the correspond period in 2007.",0.2,1,0.361
96,"neutral","all right serve.",0,1,0
97,"positive","operate fit total eur 37, 7 mn, up slight from eur 37.2 mn in the correspond period in 2006.",0.2,1,0.361
98,"neutral","competition authority will have to approve the deal before it can be finalize.",0.2,1,0.077
99,"negative","change in the market situate and tough price competition have substantial reduce demand for bread package manufacture at the kauhava plant, accord to the company.",0,0,-0.052
100,"neutral","simultaneous, hi responsibility area i extend from legal affair to cover also merge and acquisition.",0.2,1,0.296
101,"negative","group ebit for the first half was eur13 .6 m us$ 17.8 m, fall short of the eur22 .5 m it post for the same period of 2009.",0,0,0
102,"negative","also construction expense have gone up in russia.",0,0,0
103,"neutral","the platform would continue to be the develop framework for symbian and meego.",0,0,0
104,"negative","stora enso oyj said it second - quarter result would fall by half compare with the same period in 2007.",0,0,0
105,"neutral","a a condition to the deal, savcor alfa ha to have bought photonium and akseli lahtinen c. 's busy operate prior to the deal.",0.4,0,0.34
106,"neutral","finnish aluminium duct manufacture nordic aluminium plc ( omx helsinki: noa1v ) port on monday ( 18 august ) an operate fit of eur7 .9 m on net sale of eur55 .2 m for the period january - june 2008.",0.2,1,0.361
107,"neutral","finnish silicon wafer maker okmetic oyj said on september 17, 2008 that it will vest a total of 15 mln euro $ 21.3 mln in it sensor wafer busy.",0,0,0
108,"negative","last year, upm cut production, close mill in finland and slash 700 job.",-0.3,0,-0.494
109,"positive","the itunes - base material will be accessible on windows - base or macintosh computer and transfer to portable vice, include apple 's ipods.",0,0.333,0
110,"neutral","international operate account for over 80 % of net sale.",0,0,0
111,"positive","xerox and stora enso have team up to tailor the igen3 to the short - run, on - demand package market.",-0.2,0,-0.128
112,"neutral","r & d loan ).",0,0,0
113,"neutral","the company said that current the french distribute it ragot i locate in loudeac, normandy, the distribute it waterqueen and line supply tortue in saint marcel in mid - france and the hook manufacture it vmc and hook distribute it vmc europe in morvillars.",0,1,0
114,"neutral","estimate indicate that even up to 170 different tablet computer or read vice will be avail in 2011.",0,-1,0
115,"negative","in addition, a further 29 employee can be laid off until further notice and the whole workforce can be laid off for short period if need.",0,0,0
116,"neutral","bioheapleaching make extraction of metal from low grade ore economical viable.",0,1,-0.273
117,"neutral","m2 communicate claim all liability for information provide within information on on the world wide web.",0,0,-0.202
118,"negative","finnish media company talentum oyj 's net fit crease to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007.",0.2,1,0.361
119,"neutral","`` we want to serve k - citymarket custom by offer them interesting and topical selection.",0.3,1,0.459
120,"positive","operate fit was eur 11.07 mn, up from eur 8.65 mn.",0.2,1,0.361
121,"positive","uponor made an operate fit of eur 151.0 mn, up from eur 143.7 mn, which made 2007 a cord year.",0.2,1,0.361
122,"positive","( adp new ) - feb 9, 2009 - finnish computer service company proha oyj ( hel: art1v ) said today it net loss narrow to eur 113,000 ( usd 146,000 ) for 2008 from eur 1.2 million for 2007.",-0.6,-1,-0.318
123,"neutral","affectogenimap build high customised it solute for it custom in finland and the baltic country.",0,0,0
124,"positive","that would be an crease from estimate sale of 117 million last year.",0,0,0
125,"negative","`` common weak snow condition in near every market have affect our first quarter result, '' chief execute roger talermo said.",-0.4,-1,-0.44
126,"negative","in finland, metal sector company componenta i lay off temporarily the staff of it pori mill from christmas 2008 till 6 january 2009.",0,0,0
127,"neutral","the pine oil project i relate to the upgrade of the chemical recovery plant of upm at it pulp mill in kymi, southern finland.",0,1,0
128,"negative","the group 's operate loss was eur 0.8 mn, down from a fit of eur 2.5 mn in 2004.",-0.2,0,0.052
129,"positive","in the first nine months of 2010, the company 's net loss narrow to eur 415,000 from eur 7.4 million for the correspond period of 2009.",-0.6,-1,-0.318
130,"neutral","the gross area of the innova 2 project will be about 10,000 sq m ( 107,600 sq ft ).",-0.4,-1,-0.477
131,"neutral","an estimate 30 pct of mobile call are made from the home, and france telecom hope that 15 pct of it orange client will sign up for the service by the end of 2008.",0.4,1,0.44
132,"positive","the mill ha long tradition and hold an establish position in the market.",0.4,0,0.34
133,"neutral","`` manage decide at the end of 2005 to crease cathode copper capacity.",0,0,0
134,"neutral","the company admit that 36 months i a relative short time when operate in russia.",-0.2,1,0.202
135,"positive","the earn p share for the quarter came in at 0.25 eur, up from the 0.20 eur of the same quarter a year early.",0.2,0,0.296
136,"neutral","the kyroskoski invest i to be complete in late 2011 and the + _ +ænekoski invest in the spring of 2012.",0,0,0
137,"neutral","technopolis ha approximate 130 custom company in jyvaskyla.",0.4,0,0.34
138,"neutral","the floor area of the yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the build 's gross area will total 12,800 sq m. a total 25.1 % of the facility have been let.",-0.4,-1,-0.477
139,"neutral","among paper issue, stora enso r was little change - - up 0.08 pct at 12.03 eur, upm - kymmene was 0.48 pct high at 18.77 eur and m - real b add 0.50 pct to 3.99 eur.",0,0,0
140,"neutral","the sale of savcor face to cencorp will result in a fit or loss which can not yet be determine, owe to factor include the valuation of the considerate share to be receive and prevail exchange rate.",-0.067,0.2,0.649
141,"positive","salo, finland, 29 august 2006 - benefon ha today announce it plan to further strengthen it in - house technology platform, by license the complete mobile software platform, opna, from it long - standing technology partner, pollex.",0.4,1,0.572
142,"neutral","share repurchase 11.01. 2008 in the helsinki stock exchange on behalf of sampo plc danske bank a - s helsinki branch",0.2,1,0.296
143,"neutral","kemira, headquarter in helsinki, finland, i an international chemical group comprise the busy area kemira pulp & paper, kemira water, kemira specialty and kemira coat.",0,0,0
144,"neutral","19 may 2010 - finnish company lemminkainen oyj ( hel: lem1s ) said today that it will construct an office build at toolonlahti in downtown helsinki, without disclose financial tail.",0,1,0
145,"neutral","the copy, publication or distribute of afx new content, inculding by frame or similar mean, i express prohibit without the prior written sent of afx new.",0,-1,0
146,"neutral","the company ha a continuous need for alloy such a nickel, ferro - chrome, molybdenum and manganese in it production, said talvivaara.",0.4,0,0.34
147,"negative","operate fit, exclude non - recurring item, totalled eur 2.2 mn, down from eur 2.7 mn in the correspond period in 2008.",0,0,0.153
148,"neutral","no financial tail were provide.",-0.2,1,-0.296
149,"neutral","first industrial will seek leed designate for uponor 's new build and a 282,000 square - foot speculate distribute cent at first park lakeville.",0,0,0
150,"neutral","from merisatama to the far corn of the world asfaltti osakeyhti+¦ lemmink+æinen was establish in 1910 by a group of master build in helsinki a a specialist busy and subcontractor.",0,1,0
151,"negative","the estonian electronic component factory, elcoteq, i running out of material because of the closure of air traffic.",0,0,0
152,"neutral","the orange - handled scissor from fiskars are part of the permanent sign collection of the museum of modern art in new york, a well a the philadelphia museum of art.",0,1,0.273
153,"positive","`` follow last year 's good fit develop, we have enter the current year in a good position.",0.467,1,0.807
154,"neutral","financial tail were n't disclose.",0,0,0
155,"neutral","the first installment of the cinema series conclude with a file of finnish inventor olavi linden, whose personal artistic journey and work at fiskars ha l to doz of sign award.",0.5,1,0.836
156,"neutral","the order i a follow - on to an 11 mln euro ( $ 16.1 mln ) deal made in july 2007.",0,0,0
157,"positive","`` we are please to deliver the basware voice automate solute to a major tail company in the u.",0.2,0,0.318
158,"negative","operate fit fell to eur 38.1 mn from eur 55.3 mn in 2007.",0.2,1,0.361
159,"negative","nokia 's share price fell less than one percent to 18.70 euro ( $ 25.41 ) in helsinki, while siemens share fell 1.02 percent to 90.19 euro ( $ 122.57 ) in frankfurt.",0.2,0,0.527
160,"neutral","the eb tough voip field phone i equipped with an integrate speak, ethernet and shdsl connectivity, and enable several innovate apply.",0.2,0,0.402
161,"neutral","finnish bank pohjola bank plc hel: poh1s said today that it will issue a eur 40 million usd 51.2 m index - linked bond, pohjola tutkimuksen tahdet viii - 2010 pohjola search star viii - 2010, on october 27, 2010.",0,0,0
162,"neutral","capman, an asset manage, ha eur 3bn worth of asset under manage in the nordic region.",0.4,1,0.807
163,"positive","kesko corporate stock exchange lease 28.02.2008 at 09.30 1 ( 1 ) kesko corporate and aspo plc today sign an agree by which aspo acquire the share capital of kauko - telko ltd, a subsidiary wholly own by kesko.",0.2,1,0.572
164,"neutral","the company will dive to upm fray bentos pulp mill and forestal oriental, a company specialising in eucalyptus cultivate.",0,1,0
165,"negative","agricultural newspaper maaseudun tulevaisuus had 318,000 read, represent a crease of 6 %.",0,0,0
166,"neutral","outotec 's livery cover the engineer, supply and construction of a circulate fluid b calcination plant with a capacity of 1,600 ton of alumina p day.",0,0,0
167,"positive","estonia 's bee market overall grew three percent last year to 130 million lit.",0,0,0
168,"negative","rival say qualcomm ha few patent on 3g phone than on early verse and should low it rate.",0.4,0,0.077
169,"positive","singapore in may 2011 1 july 2010 - finnish air carry finnair oyj ( hel: fia1s ) said today it will open a daily route to singapore on 30 may 2011 a part of it grow strategy in asia.",0,1,0
170,"negative","in the baltic country, sale fell by 42.6 %.",0,0,0
171,"neutral","the planned ethanol and energy production plant can operate in correlate with a waste treatment it or a paper mill.",-0.2,-1,-0.178
172,"neutral","capman, the stockholm - headquarter private equity firm, ha held a first close on it second private equity real estate fund a it continue it push to the property sector.",0.4,0,0.34
173,"neutral","in the end, sanoma new want to secure it foundation with the save.",0.333,1,0.71
174,"neutral","the company will build altogether 130 new substation by the end of this year.",0,0,0
175,"neutral","finnish talvivaara mine co hel: tlv1v said thursday it had pick bofa merrill lynch and jpmorgan nyse: jpm a joint bookrunners of it planned issue of convertible note worth up to eur250m usd332m.",0.4,0.333,0.226
176,"negative","however, it market share shrank to 47.59 p cent from 48 p cent a year early.",0.2,0,0.296
177,"positive","order receive grew by 55 % year - on - year to eur732m.",0,0,0
178,"positive","mika stahlberg, vp f - secure lab, said, `` we are excite and proud that f - secure ha been recognize by av - comparatives a the duct of the year.",0.44,1,0.908
179,"neutral","we are also please to welcome the new employee to tieto. '",0.3,1,0.649
180,"neutral","the company 's board of director ha pose a dividend of eur0 .12 p share for 2006.",0.3,0,0.557
181,"positive","vaahto, which ha enter the deal via it subsidiary vaahto pulp & paper machinery, will supply two of the it in the end of 2010, while the remain one are expect for livery in the beginning of 2011.",0.4,0,0.34
182,"neutral","the share of the share capital of both above mention shareholder remain below 5 %.",0.2,0,0.527
183,"positive","earn p share eps amount to eur0 .03, up from the loss of eur0 .08.",-0.2,-1,-0.026
184,"positive","cdli highlight the company that provide the most comprehensive response to the carbon closure project cdp information quest.",0.4,1,0.571
185,"neutral","ahlstrom 's share i quote on the nasdaq omx helsinki.",0.2,0,0.296
186,"neutral","juha - pekka weckstr+¦m ha been appoint president of telecom group teliasonera finland to succeed esa rautalinko.",0.4,1,0.681
187,"neutral","coffee will be serve start at 14: 30 eet a well a aft the event.",0,1,0.273
188,"positive","`` i ' m happy with the outcome, ' ' sneed said aft the hear.",0.6,1,0.572
189,"neutral","through it partnership with finnish paulig 's danish subsidiary oscar, puljonki acquire a sale organization in the european market.",0,1,0
190,"positive","we warm welcome him to satama '', state jussi lansio, chairman of the board.",0.3,1,0.599
191,"neutral","a part of it new strategy, finnish biohit i planning to incorporate it diagnostic busy to a separate limit company.",0,-1,0
192,"positive","ruukki announce that it ha sign an agree with aker solute of norway to supply 24 suction anchor in september 2010 from it kalajoki it in finland.",0.3,1,0.599
193,"positive","3 january 2011 - finnish flag carry finnair oyj ( hel: fia1s ) said today it seal a nine - year sale and leaseback agree for it new airbus a330 aircraft for syndicate to the japanese operate lease market.",0.2,1,0.361
194,"neutral","the transaction i subject to a final agree between the party, approvals of their decision - make body and approval by the finnish competition authority.",0.267,1,0.822
195,"neutral","the company expect sale venue of rmb8 .0 billion in 2009.",0,0,0
196,"neutral","helsinki afx - cargotec said it ha bought a 95 pct stake in indital construction machinery ltd, a bangalore - base company that make fork lift truck and mobile crane, for an disclosed sum.",0.4,0,0.34
197,"neutral","operate fit of operate in finland in the period under view total eur 11.3 mn, remain at the 2005 level.",0.2,1,0.361
198,"neutral","proline plus i a mechanical liquid handle vice with a robust sign suit for all type of apply.",0.4,0,0.34
199,"neutral","the company 's main shareholder lihakunta and itikka osuuskunta have both made a commitment to acquire share worth eur 20mn.",0.333,1,0.691
200,"neutral","these save will have full impact a of the beginning of 2007.",0.4,0,0.494
201,"positive","finland 's national carry finnair plc carry a cord 8.5 million passenger in 2005, an crease of 4.5 percent on the previous year, the airline port tuesday.",0,0,0
202,"negative","since the associate 's data do not cover sale figure from about 100 small local brewery and sale of import bee duct, the actual market share of it member are small than those given in the port.",0.2,1,0.296
203,"neutral","vaisala 's expertise in lightning data and information system i base on extensive experience and invest in r & d.",0,1,0
204,"neutral","the tract, which was sign yesterday, will run for f year and include a two - year extension option.",0,0,0
205,"neutral","a previous announce, geosentric oyj enter to finance agreement with it lead investor on june 30, 2010 enable the company to receive finance up to the aggregate amount of 6m.",0.2,1,0.494
206,"negative","operate fit exclude non - recurring item total eur 5.4 mn compare to eur 5.5 mn in the correspond period in 2007.",0,0,0.153
207,"neutral","the construction project i schedule to start in the second quarter of 2009 and the new build i schedule to be in place by the end of 2010.",0,0,0
208,"negative","operate loss totalled eur 5.2 mn, compare to a loss of eur 3.4 mn in the correspond period in 2008 - 2009.",-0.6,-1,-0.557
209,"positive","`` demand for sport equipment was good in 2005.",0.2,1,0.34
210,"neutral","pharmaceutical market in italy global search & data service publish recent a market analysis about the pharmaceutical market in italy.",0,0,0
211,"neutral","f - secure internet security 2010 i a security service for surf the web, online bank and shoppe, e - mail, and other online activities.",0.4,1,0.735
212,"positive","it i a solid credit that ha been compare to a dz bank or a rabobank.",0.4,1,0.681
213,"neutral","the tract trade at an all - time high of $ 50,200 a ton on april 24.",0,0,0
214,"neutral","local govern commissioner of + _ m+ _ l, kurt svensson, say he will tact the manage of finnish company componenta to find out if there are any alternative to the company 's decision to close down it plant in + _ m+ _ l.",0,1,0.718
215,"neutral","the company design, manufacture and market advance composite duct for industrial apply and consume good such a cross - country, alpine and nordic walk pole, floorball stick and antenna radomes.",0.6,1,0.44
216,"positive","danske bank a - s danske dc jump 3.7 percent to 133.4 krone, bound from yesterday s 3.5 percent slide.",0,0,0
217,"positive","export grew 16.5 percent to 19.1 million lit.",0,0,0
218,"positive","the buy aim to thus reinforce it position in denmark, martela group manage director heikki martela said.",0,1,0
219,"positive","finnish software developer basware oyj said on november 30, 2006 it u. s. subsidiary basware, c. won an order to provide software for tract lifecycle manage to an named u. s. medical technology company.",0.6,1,0.572
220,"neutral","the segment ha an annual venue of approximate eur400m, the company said.",0.4,0,0.34
221,"neutral","the arrangement do not apply to the group 's it outside finland.",0,0,0
222,"neutral","we do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoke associate oral cancer.",0.2,0,-0.052
223,"neutral","at capman haavisto will be responsible for group finance and account and it.",0.4,1,0.318
224,"positive","vdw combine with lxe vice enhance productivity, enable worker to use a single vice to perform voice, scanning and keyboard function.",0,-0.333,0
225,"neutral","the cooperate will involve arena partner buy a 35 % share of the new joint venture company, operate in alma media 's home sale, vehicle and consume advertise marketplace business.",0.2,1,0.296
226,"neutral","the company support it global custom in develop new technology and off a fast route from duct develop to apply and volume production.",0.4,1,0.402
227,"neutral","raute, headquarter in nastola, finland, i a technology company serve the wood duct industry worldwide.",0,-1,0
228,"positive","finnish metal industry solute supply outotec oyj net fit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006.",0.2,1,0.361
229,"positive","w+ærtsil+æ 's solute ha been select for it low fuel consumption, environmental sound technology, and global service support.",0.4,1,0.459
230,"neutral","nokian tyres ' tyres are consider genuine winter tyres in russia.",0,1,0
231,"positive","( adpnews ) - nov 9, 2009 - four company have agree to buy for a combine sek 5.9 billion ( usd 854m - eur 571.8 m ) all drug store offer for sale a part of the structure of swedish state - own pharmacy monopoly apoteket ab, t",0.2,1,0.361
232,"neutral","in 2007, contempus generate venue of nok 69.3 ( approx.",0,1,0
233,"neutral","finnish raute precise that supply weigh and dose system and plant i change it name to lahti precise.",0,1,0
234,"neutral","price talk i in the euribor plus 2 bps area and the sole lead i citigroup.",0,0,0
235,"positive","sale crease due to grow market rate and crease operate.",0,0,0
236,"neutral","for 24 - hour new, try icis new www. icis. com click `` trial '', then icis new",0,0,0
237,"positive","last month, outokumpu sold more than 80 percent of it technology it, outokumpu technology oyj, to further it strategic goal of becoming the world 's large stainless steel maker.",0,0,0
238,"positive","the agree expand tekla structure ' scope of use to bridge sign.",0.2,1,0.586
