"id","text","rating","afinn","lsd","vader"
27,"Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .",-1,0,-1,0.44
28,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",-1,-0.6,-1,-0.318
29,"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",-1,-0.2,0,-0.026
30,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",-1,-0.4,-1,-0.527
31,"Net sales have been eaten by the weak US dollar .",-1,-0.4,-1,-0.44
32,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",-1,-0.6,-1,0.153
33,"Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .",-1,-0.4,-1,-0.402
34,"The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .",-1,0.4,1,0.572
35,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",-1,0,1,0.226
36,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",-1,-0.2,0,-0.296
37,"Nokia will certainly disagree with Qualcomm 's views on the patent situation .",-1,0,-1,-0.052
38,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",-1,0.4,1,0.459
39,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",-1,-0.6,-1,0.153
40,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",-1,0.4,0,0.382
41,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",-1,0,0,0
42,"The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .",-1,0,0,0
43,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",-1,0,0,0
44,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",-1,-0.2,-1,-0.557
45,"Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .",-1,0,0,0.44
46,"The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .",-1,0.4,1,0.572
47,"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",-1,0.4,1,0.459
48,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",-1,0,0,-0.296
49,"However , the growth margin slowed down due to the financial crisis .",-1,-0.1,-1,-0.361
50,"The company expects its net sales for the whole 2009 to remain below the 2008 level .",-1,0,0,0
51,"As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .",-1,0,-1,0
52,"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",-1,0,0,0
53,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",-1,0,0,0
54,"Finnish M-real 's Kyro mill is starting negotiations to cut staff .",-1,-0.2,0,-0.273
55,"Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .",-1,0,0,0
56,"In the Baltic countries , sales fell by 42.6 % .",-1,0,0,0
57,"According to the company , staff will be laid off temporarily when necessary .",-1,0,0,0
58,"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",-1,0,-1,0
59,"The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .",-1,-0.3,0,-0.477
60,"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",-1,-0.3,-1,-0.542
61,"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",-1,0,0,0.44
62,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",-1,-0.4,-1,-0.402
63,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",-1,0.2,1,0.296
64,"Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .",-1,-0.6,-1,0.153
65,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",-1,-0.4,-1,-0.71
66,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",-1,-0.5,-1,-0.572
67,"`` We cut our frequency to New York last year , which explains the fall , '' he said .",-1,-0.2,0,-0.273
68,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",-1,0.2,0,0.612
69,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",-1,0,0,0
70,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",-1,0.2,0,0.421
71,"Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .",-1,-0.2,0,-0.226
72,"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",-1,0,-1,0
73,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",-1,-0.4,-1,-0.572
74,"Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .",-1,0,0,0
75,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",-1,0,1,0
76,"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",-1,0,0,0.44
77,"Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .",-1,0,0,0.44
78,"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",-1,0,0,0
79,"A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .",-1,-0.333,-1,-0.586
80,"Operating profit decreased to nearly EUR 1.7 mn , however .",-1,0,0,0.44
81,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",-1,-0.2,1,0.076
82,"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",-1,0,-1,0
83,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",-1,0.4,0,0.586
84,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",-1,0.4,1,0.617
85,"At this growth rate , paying off the national debt will be extremely painful .",-1,0,-1,-0.475
86,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",-1,0,1,0
87,"A total of 140 jobs will be reduced at the Raahe Steel Works .",-1,0,0,0
88,"Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .",-1,0.2,0,0.296
89,"- The Group -“ s result before taxes was EUR -1.9 ( -3.0 ) million .",-1,0,0,0
90,"Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .",-1,0,-1,-0.128
91,"More than 14,000 customers were left powerless .",-1,-0.4,-1,-0.494
92,"Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .",-1,0,-1,-0.318
93,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",-1,0,0,0.44
94,"The net sales decreased to EUR 49.8 million from EUR 59.9 million .",-1,0,0,0
95,"Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .",-1,-0.6,-1,0.153
96,"Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .",-1,0,0,-0.296
97,"Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .",-1,-0.2,0,0.026
98,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",-1,0,0,0
99,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",-1,0.4,-1,0.202
100,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",-1,0,0,0.44
101,"Applying for summer work is seen as laborious and stressful .",-1,0,-1,-0.511
102,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",-1,0,0,0.44
103,"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",-1,0,-1,-0.44
104,"Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .",-1,0,0,0.44
105,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",-1,0,0,0
106,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",-1,0,0,0.44
107,"The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .",-1,0,0,0
108,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",-1,0.2,0,0.557
109,"The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .",-1,0,-1,0.077
110,"Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .",-1,-0.2,-1,0.44
111,"The staff reduction will start immediately , Glaston added .",-1,0,0,0
112,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",-1,-0.6,-1,0.153
113,"Operating profit for 2009 lower than outlook published earlier .",-1,0,0,0.178
114,"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Æmeri , the Northernmost part of the Gulf of Bothnia .",-1,0,-1,0
115,"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",-1,0.267,0.333,0.785
116,"The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .",-1,-0.6,-1,-0.38
117,"Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .",-1,0,0,0.44
118,"Talentum 's net sales in September were smaller than expected .",-1,0,1,0
119,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",-1,0,0,0
120,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",-1,0,0,0.44
121,"As a result of the negotiations , the company will terminate total 5 employment contracts .",-1,0,0,0
122,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",-1,0,0,0
123,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",-1,0,0,0.44
124,"The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .",-1,-0.2,0,-0.296
125,"Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .",-1,0.067,0,0.637
126,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",-1,0,0,0.44
127,"Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .",-1,0,0,0.44
128,"18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .",-1,0,-1,0
129,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",-1,0,0,0.44
130,"The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .",-1,0.2,0,0.178
131,"L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .",-1,0,0,0.44
132,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",-1,-0.6,-1,0.153
133,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",-1,0,-1,0.248
134,"Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .",-1,0,1,0.44
135,"Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .",-1,0,0,0.44
136,"Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .",-1,0,0,0
137,"Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .",-1,0.2,0,0.296
138,"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",-1,0,0,-0.296
139,"The pulp production in Finnish Kemij+Ærvi will also be liquidated and about 1,100 employees loose their jobs .",-1,-0.6,0,-0.318
140,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",-1,0,0,0
141,"`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .",-1,-0.4,-0.333,-0.077
142,"Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .",-1,-0.4,-1,-0.477
143,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",-1,0,0,0
144,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",-1,-0.4,-1,-0.103
145,"Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .",-1,0.2,0,0.296
146,"Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .",-1,0,0,0.44
147,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",-1,0,0,0
148,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",-1,0,0,0
149,"Metso estimates the need for personnel reductions to amount to 25 people .",-1,0,0,0
150,"LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .",-1,-0.2,-1,-0.727
151,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ˆ ??",-1,0,0,0
152,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",-1,0.2,0,0.612
153,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",-1,0,0,0
154,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",-1,0,0,0.44
155,"Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .",-1,0,1,-0.241
156,"Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .",-1,-0.4,-1,-0.572
157,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",-1,-0.133,-1,-0.494
158,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",-1,0,0,0
159,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",-1,0,-1,0.44
160,"Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .",-1,0,0,0.44
161,"Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .",-1,0.2,0,0.296
162,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",-1,0.2,0,0.296
163,"Kiosk and cinema operations have suffered , in particular .",-1,0,-1,-0.494
164,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",-1,0,0,0
165,"Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .",-1,0,0,0
166,"55 workers in +_m+_l will be affected by the close-down .",-1,-0.2,-1,-0.153
167,"Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .",-1,0,0,0.44
168,"Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .",-1,0,-1,0
169,"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",-1,0,1,0.44
170,"Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .",-1,-0.2,-1,-0.44
171,"The first ship has been delayed and is estimated to be completed in spring 2010 .",-1,-0.2,-1,-0.226
172,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",-1,-0.2,0,-0.273
173,"The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .",-1,-0.4,-1,-0.402
174,"Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .",-1,0,0,0.44
175,"The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .",-1,0,1,0
176,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",-1,0,0,0.44
177,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",-1,-0.2,-0.5,0.103
178,"UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .",-1,0,0,0
179,"The air traffic of Finland has been in stoppage since then .",-1,0,0,0
180,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",-1,-0.6,-1,-0.318
181,"30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .",-1,0,-1,0
182,"Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .",-1,-0.2,-1,-0.026
183,"HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .",-1,0.2,1,0.296
184,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",-1,0.2,0,0.612
185,"The move was triggered by weak demand for forestry equipment and the uncertain market situation .",-1,-0.267,-1,-0.681
186,"The company said that the fall in turnover had been planned .",-1,0,0,0
187,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",-1,0,0,0
188,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",-1,0,0,0
189,"Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .",-1,0,-1,0
190,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",-1,0,0,0.44
191,"The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .",-1,0.2,1,0.273
192,"Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .",-1,-0.6,-1,0.128
193,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",-1,0.4,1,0.361
194,"Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .",-1,0,0,0.44
195,"The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported .",-1,0,-1,0
196,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",-1,-0.6,-1,0.153
197,"Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .",-1,0,0,0
198,"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .",-1,0,0,0
199,"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",-1,0.2,0,0.296
200,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",-1,0.4,1,0.402
201,"stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .",-1,0.1,1,0.202
202,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",-1,0,0,0.077
203,"ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .",-1,-0.2,0,-0.273
204,"Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .",-1,0.2,0,0
205,"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",-1,0,0,0.44
206,"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",-1,0,0,0
207,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",-1,0,0,0.44
208,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",-1,0.4,1,0.572
209,"The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .",-1,-0.6,-1,0.128
210,"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",-1,-0.2,0,-0.296
211,"Reported operating margin was a negative 5.9 % .",-1,-0.4,-1,-0.572
212,"The union filed a grievance over the company 's overtime assignment policies .",-1,0,-1,-0.477
213,"Full-year operating result for 2008 was 3.6 million negative .",-1,-0.4,-1,-0.572
