"id","text","rating","afinn","lsd","vader"
56,"   whole concept   response card  great  turning technologies  targeting already overcharged college students.  advertise   schools   response card  required  class   costs everyone $40. oh    recent  also need  license     one already ,    another $35.   never voluntarily  anything   company.",1,0.6,1,0.625
57,"  came  broken look like someone threw  box   wall !",1,0.1,0,-0.224
58,"  damaged  arrived",1,0,-1,-0.44
59,"   small.  takes  much energy, .e. 3 hours   oven,  charge .",1,0,-1,0.273
60,"    junk  !!!   even come close  fitting  4 cell c maglight . buyer beware .",1,0,-1,0
61,"  purchased 3  february  use  spraying bleach  sink  toilet cleaning purposes. one lasted  month,   lasted 3 months   3rd one lasted   month    back  september trying  find something else. maybe    bleach?  maybe   want   water  might work.    worry anymore.   buying  .",1,-0.2,-0.5,-0.382
62,"    used   simple like  add said,     metal buckle  front   damage one   furniture.",1,-0.1,0,-0.178
63,"  k",1,0,0,0
64,"   stuff   joke.   set,  just thickens.",1,0.4,1,0.296
65,"  bad plastics   .  hooks  hold   peg board  broken ",1,-0.4,-1,-0.765
66,"   washers worked ,    received 82   box.   realized   installing ,  now   return  order.     pleased withe hillman group",1,0.6,1,0.44
67,"   waste  money.  ;  addition,    recommend   friend.  pump   hold suction   tank just  feet away.",1,0.1,0,0.44
68,"    bent   couple uses.    lowest  forceps   ever owned.",1,-0.2,0,-0.382
69,"  great",1,0.6,1,0.625
70,"   disappointed   .",1,-0.4,-1,-0.477
71,"   noticed   late  return  order,   screws  received  heads  looked like  combination  square  phillips drive.    work well   # square driver   phillips driver bit.",1,0.4,0.333,0.382
72,"  plug pops  like others. clamp   short inside unit. works great otherwise,   expect  female portion  work consistently  properly. inside just broke  . another poor    trash!",1,0.1,0.2,0.248
73,"    coupling   friction fit , although  hoses fit   coupling,  immediately slip apart!  worthless!    know   makes  difference,   purchased   govacuum.",1,0,0.333,0.399
74,"   one   seller  crap, however   resolved.  still   purchase one  class    far  expensive  necessary.    equivalent  $ production costs  $25+ extra charges.",1,-0.2,-0.333,-0.459
75,"     probably   fault.  believe    allow   run  rv ac    suitcase generator like  .",1,0.3,0,0.178
76,"  low , broke  using   short , one   broken yet  work well.",1,-0.2,-0.333,-0.71
77,"   ratchet  poorly designed,   shallow   incline  notches  allow   hold.   clamp , even empty, without  springing open.  even bending  ratchets inward   fix  problem.  avoid   actually need  clamp  hold.  functional   just need  get  grip   iv hub.",1,-0.15,-0.667,-0.586
78,"  leaking, hardly worth  trouble  return .   cheap emough.",1,0,0,-0.206
79,"    okay.  nice fit",1,0.4,1,0.735
80,"  possibly  old batch:   work. hardener  viscous, impossible  mix thoroughly  epoxy. zero tensile strength  24 hours  thin sheet steel clamped  place, falls apart  light pressure.",1,0.1,-0.333,0.25
81,"  low density   understatement.    cheapest little foam strips.  may work  ,   found  completely deformed   weight  fell apart  easily.",1,0,1,0.077
82,"    ackward   work  great.  strap kept falling .",1,0.2,1,0.542
83,"   dose confirm  pin    testing  bad cable good   green lights.",1,0,0.333,-0.153
84,"  package got  leaked  smeared    bag",1,-0.2,-1,-0.318
85,"  clorox cleaner ate  , fell apart, stopped spraying  started spitting    different directions, got bleach cleaner   eye",1,0.2,0.333,0.128
86,"     fifth   peg locks actually stayed   peg board-- rest just popped   soon   put  ,   soon   put something   hook.  disappointing.",1,-0.4,-1,-0.494
87,"  another honeywell aquastat   work, just  many others noted   internet.  seem    inordinately high number  failures   unit.",1,-0.4,-1,-0.402
88,"  really good stuff . great    use  coating wooden fishing baits. love !",1,0.6,0.5,0.915
89,"  item   wrong item  apparently  model  need   longer available.",1,-0.4,-1,-0.477
90,"  returned. ,m  sure    fit????",1,0.2,1,0.697
91,"  poor design.   recommend",1,0,-1,-0.153
92,"   purchased   home depot based   overwhelmingly positive reviews  amazon  repair  headlight mounting brackets.nni cleaned  surface using alcohol   paper towels. next,  mixed  two parts equally (50/50)  attempted  apply   generous amount   material onto  surface   broken parts  set   position. now  grey stuff smelled like diarrhea.   even trying   funny ,  really smells  bad.   trying  stuff , use  outdoors    garage.  ever  use , make sure   plenty  ventilation cause  stuff  stink   place.nnthe next day,  began mounting  headlights back onto  car. needless  say,  brackets broke    even applying much pressure.  sure    got   dud    surely unacceptable.  conditions    epoxy  mixed   doors  humidity  low.",1,-0.018,0.077,-0.123
93,"   know  get   pay ,    way   standard.  movement  bind   point    operational   spent hours cleaning, filing  stoning  get    point    full range  travel.  even    clean  work   vise,  bottom threaded shaft     round    slot  hand crank end plate  allow   wobble   threaded shaft.     sent  back,    pressed     needed  style  tool  finish working   pinewood derby cars.",1,0.133,0.333,0.751
94,"    picture  looks like  spade tip   .   round tip.  now   grind    flat tip    spending $7  ship  back. can  folks  use misleading pictures please?!!  amazon;   smaller envelopes  ship  things ?  s&h cost     tips !",1,0,0,0.617
95,"   foam sleeve   small diameter   cartridge.  tore foam sleeve  smashed    fins   cartridge instaling .   think   can remove sleeve without cuting   damaging  cartridge .",1,0,-1,0.402
96,"  junk.  3 sprayers broke within   months.",1,-0.2,-1,-0.421
97,"       gardening needs, never thought   simple sprayer bottle might  work --    work  !  can get  hand injury trying  squeeze anything    things,   avail. ooops pardon ,   managed  get  weak straight stream   ,    seconds. btw,   made   way  china.",1,-0.05,-0.333,0.248
98,"      . one  work   received . one stopped working    week.  last one lasted  month.",1,-0.2,0,-0.226
99,"   work  going upstairs.  saw  infomercial   advertised going   stairs   fridge.  tried    fridge tilted  became uneven     hold onto   prevent   falling   friend      side.  arms  purple  next day.  followed  instructions  even copied  infomercial video    use   going  stairs   fridge kept tilting. just use  dolley   fridge.",1,-0.2,0,0.402
100,"   works took forever  get",1,0,0,0
101,"  way  light     supposed  .   used    coudln't see     anything.    five minutes,  packed    threw    attic.",1,0,0,0
102,"    crap!  waste  money     poor",1,-0.4,-1,-0.831
103,"   received wrong item",1,-0.4,-1,-0.477
104,"  well,     bad experience   item.    case,  woks   3 months,      erratic perfomance.   mommnet  take  decisition:  use  anymore.",1,-0.6,-0.333,-0.34
105,"  returned  knowledge  meets advertised info",1,0,1,0
106,"     disappointed.       wedding   month.    arrived  loved   kept    box.   just opened   try     dress   back heel    discolored  looks cheap.   tried  return     beyond  window.    received   looked     coloring   -  appears   just   months  leather  turned yellow  looks terrible.        seller !",1,-0.133,0.2,-0.38
107,"  battery   hold  charge,   work. returned   refund",1,0,-1,0
108,"    quite disappointed   staples   work  stapler although  codes match.   original stapler  staples  purchased  uline  codes match  staples   work. amazon  cheaper     work,   cheaper!",1,-0.4,0.5,-0.174
109,"     taste like toothpaste.  leaves  weird feeling.",1,0.067,0,0.318
110,"       safe   use  jack  slicker  snot",1,0.3,1,0.511
111,"  useless; connecting middle strap   hold",1,-0.4,-1,-0.421
112,"    bottles  useless.    well     anything   valve  open   way.   really disappointed.",1,-0.4,0,-0.624
113,"   three leaked   cap screws   bottle - disappointing...",1,-0.3,-1,-0.758
114,"  owned  clips    year, mostly   sitting   drawer.   thought   found  issue  faulty equipment   always  clips causing  false positive. one word   - garbage.",1,0.4,-0.333,0.318
115,"  horrible ,  clamps  even crimped   wire.    solder  clamps  wire  make  useable.",1,-0.6,-1,-0.542
116,"   ordered clear  got frosted. left convo   response.  happy.",1,0.4,1,0.743
117,"   cheap",1,0,1,0
118,"     read  reviews  buying.     clear.    milky white translucent     work   application.   need clear  sheet,       .",1,0.2,0,0.637
119,"  rated  one () simply     assembled     idea    work.nthat  unfortunate, ,    older model   vac    great.        taken  item   vac. repair    assembled.   infor      web site.",1,0.6,0.333,0.273
120,"  hard  close   close good. made  thick.",1,0.2,0,0.361
121,"  make sure    right jack  go      make  difference  .   base   small  fit  forget .",1,0,0.333,0.44
122,"   base barely worked   first got  now   work  .",1,0,-1,0
123,"    tle-6ex   4-c cell size maglight....   fit   flashlight  advertised.....put    maglight 4-d cell  works .....   c size.",1,0.2,1,0.361
124,"     bend    work correctly,  even      sucure    got  lowes.",1,0,1,0
125,"    perform    hoped",1,0,1,0.382
126,"  foam sleeve   fit  filter. several attempts  made. sleeve tore   thrown away.  big- .",1,0.2,1,0.361
127,"  difficult  use. straps hurts  neck.",1,-0.3,-1,-0.681
128,"   fit  .5 hose",1,0.2,1,0.361
129,"       newer style mig-lite.   metal cap   small   led.    lucky    older one sitting around.   works    older large bulb.",1,0.6,1,0.421
130,"  though  look neat  someone obviously spent    money making ,    good whatsoever.   purchased    /4 ferrite rings",1,0.6,1,0.71
131,"   thought  just scissors  can go wrong right.    cut,  edges grab   trying  cut  scissors get stuck edge cutting  edge,   soft metal  poor finish.  waste  $",1,-0.286,-0.333,-0.929
132,"  late delivery, expensive  opened package ( said 'new').nbad retailer.  never buying anything   .",1,0,1,0
133,"    port leaks,  bottle seal leaks.   3 made  mess everytime  used .     recommend.",1,0,-1,0
134,"   late  return.  power button  flawed.   hold    make  work",1,0,-1,-0.477
135,"   suitable  e clips  mounted   existing sink. epoxy drips   stud threads  prevents  wing nut  threading. need  cover stud  masking tape.",1,-0.2,0,0.077
136,"   quick connector  good,     check  size  regular pipe size.n3/8  usual.   highly recommend  check  pipe size   order, summary:  care  purchase, unixreviewtime: 1375056000}{overall: 5.0, verified: true, reviewtime: 07 16",1,0.45,1,0.893
137,"  every    refers   scalpel (note,    singular scalpel  actually receive),   referenced  though   plural.     worded  scalpel handles   item title,   given  picture  two scalpel handles   main photographic presentation   .",1,0,0,0
138,"   vacuum   worths machine",1,0,0,0
139,"   used  mini floor scrubber   living room floor  half way   stopped working. handle  short, unit  light    good   floor",1,0.2,1,0.25
140,"   pump     two days   became  noisy.     road 500 miles  home    choice   visit  local auto store    replacement.   happy traveler.",1,0.2,1,0.459
141,"   thing fell apart just taking     package.  seller  great  made things right  perhaps   nicer one  .",1,0.6,1,0.791
142,"   30 years   never   garbage. dozens  times  drywall driver stripped  head   box  screws,    two  brand screws     happening .  either grip-rite  gone   new cheap chinese factory,    counterfeit.   complete waste  money,   brought  job site   complete halt.     better running   screws   .",1,0.1,-0.5,-0.599
143,"        one tube,   ridiculous !  sells  around  $6  lowe's.",1,-0.6,-1,-0.42
144,"    mention    leaky?",1,0,-1,0
145,"   parts   ;   stop working  one used",1,-0.2,0,-0.296
146,"  much  small,  power,  - switch. says   get hot  shut    cools . maybe   child  play  mom ",1,0,0,0.34
147,"   ordered  cleaner based  amazon reviews   .    know  everyone else expects   unit like ,    greatly disappointed.    get anything cleaned    sent  back   refund.   believe   need  purchase   high dollar ($350 +) steamer  order   level  cleaning   steamers claim  work  effectively.",1,0.2,0.714,0.528
148,"     /4 inch standard pegboard  lots  stuff.  thought     great idea, something  replace  little pieces  tape  hold  hooks  etc  place.   wrong.      stay   holes   length  ,    get   stay briefly    pop    bumped  board   tool. good thing   cost 5+ dollars.",1,0.267,0,0.599
149,"    put  stock   products,  results   subjective... way  really standardize   take  measurement?   waste  money, find  different  way  measure  results?  personally,   unable  consistently read  results   degree  certainty.n(.e.... see  change   number    know   lost fat,  just took  good reading ?)",1,-0.067,-0.5,-0.348
150,"  strips  broken   box. pain   ,,",1,-0.3,-1,-0.751
151,"  terrible!",1,-0.6,-1,-0.525
152,"   lasted less   years   panasonic customer service  terrible.   never   panasonic  .",1,-0.6,-1,-0.477
153,"    worth !   completely usesless    hold anything   peg board!  want    ones  actually came   board.",1,0.3,1,0.418
154,"  wrong name   ,   plain needle holder",1,-0.4,-1,-0.477
155,"   stainless",1,0,0,0
156,"    work  .      put   outside stake light socket   stays    .   tried  inside    work either.   dims   daytime   go .   stays bright outside   daytime.   ended  buying  outside stake light    built  sensor  seems   working.   waste  money   one.",1,0,-0.333,0.026
157,"   pegboard fasteners  flimsy,  lock  tight,  come    pegboard  easily.     recommend buying .n  recently   package  various pegboard hooks  fasteners included   fasteners  sturdy   locked   held.   way  can get     pop     screwdriver,    way   work.",1,0.4,0.333,0.637
158,"    fit  pegboard.   know  pegboard   , weird, style.     peg locks,  work just .    need   .25, maybe .33, inches deeper , 'click'  place.,",1,-0.1,0,0.202
159,"   needed  handle   fit   number 11 blade.   item   work  therefore  completely useless  .  now    case  blades   handle  fit..... great disappointment.",1,0.04,0.2,0.46
160,"    ordered  item 4 days ago   still  shipped.   know   going    never takes  long. . . .",1,0,0,0
161,"     damn thing   tried  glue faux diamonds  glass!..",1,-0.8,-1,-0.457
162,"   gotten several    rigid  shopvac brand   bricks  mortar stores. literally fits nothing.  largest size diameter   exact  size   largest dust ports   bosch table saw  cable porter bench sander. flip    none    sizes fit  hand  smaller tools like   /4in port   miter saw,  belt sander.nni'm really annoyed  wasted money  two  .   made   dust collection system (got tired  wheeling  vac around   host    way     money   real system)  used  rubber fittings   plumbing section instead.  way   actually tighten  hose clamps  adjust  fit   hose  dust port,  also  -5$  piece instead  8-13$.",1,-0.067,-0.25,-0.859
163,"   shopping   item,  description clearly stated    3 pack,  one  sent, contacted customer service   send another one, still one short   three pack. contacted customer service    told   one    item description.  going  play  game    believe   switching,  think   cancel  account.",1,0,0,0.477
164,"  handle   short   average sized person  use comfortably. maybe    longer arms?",1,0,1,0.421
165,"  < data-hook=-link-linked class=-link-normal href=/dap-18324-10--oz-seal-n-peel-caulk/dp/b0002yvnoq/ref=cm_cr_arp_d_rvw_txt?ie=utf8>dap 18324 10. oz seal 'n peel caulk</>&nbsp; following  instructions   tube,   adhere   window frame.",1,0,1,0
166,"        reviews  said    good , tried        worthless. wanted  clean  grill    work,  good  tile grout  walls  floors,  counters.    returned    first   tried .",1,0.3,0.5,0.681
167,"  works poorly",1,0,-1,0
168,"    never used  got  turned   seemed  work    went  use  ,   work   contacted  sell  never got  response..  waste   money..",1,-0.2,-1,0.325
169,"   purchased   test  circuit. instead   test leads  received junk! non   wire ends  crimped  soldered   test clips!     strip  end   wire, bend   exposed wire  push    barely crimped test clip ends!   wire     gauge   kind  current   produces high resistance!   high resistance   making contact   test clips    total fail!     decent wire  solder/crimp  ends  get  working.   also  rating  wire  test clips  boots!   use  ac  high voltage!       can pretty much toss everything except  test clips!  expensive test clips!!  better avenue      bulk box  clips, wire,  build  cables !  displeased!",1,0,-0.333,0.568
170,"     vacuum   sucks.   worth  money...  make  wood floor shine.   piece  junk.  've believed  bad reviews.  definitely  recommend .",1,-0.1,-0.5,0.026
171,"    work     repair project.",1,0,1,0
172,"    30 years  using  original,  one  uncomfortable   wide.   ordered  original    stopped making. see next review.",1,-0.3,-1,0.026
173,"       still use  antenna  receive   air local broadcasts.   lost  signal completely   hooked  , even  trying  adjustment knob.   disappointed.",1,-0.5,-1,-0.66
174,"   gadget stinks.   work.   supposed  turn   dusk    dawn. , forget .  never turns .   even called  company  made   rather imported   china.   advise  folks   waste y  money.  bad thing    5!!!",1,-0.333,-1,-0.877
175,"    around  probe   large    fit far enough   receptacle.     return  probe",1,0.2,1,0.361
176,"    one   5 years ago.   sat   shelf    used lightly  dozen   times.  turned   today   buzzed   second  quit.ni took  apart...  clean inside.  blades turned easily.  checked   electrical connections.  just  run.ni  send    repair.   doubt  shipping  repair costs   worth .ni  recommend .",1,0.25,0.667,0.718
177,"   rochester midland- sierra soft - thin called ;   till  fix description",1,0,0,0
178,"  bad   good dang sucks never  ever",1,-0.2,-0.333,-0.477
179,"   made  mistake  purchasing    travel purposes.   tried   two hotel rooms   just  work.   fact,   even slow   door  opening.    bright point   looks cool.",1,0,0.333,0.421
180,"   triggers   work  several uses.    better    local dollar store.",1,0.4,1,0.44
181,"  absolutely terrible. worse  using  appliance dolly  lifting  hand.    exactly matched  strength  height,  really  nothing  injure  .",1,-0.267,-0.5,-0.095
182,"   even get    feet  went   size   shoe size.  total waste  money. plan  sending  back",1,-0.2,-1,-0.475
183,"   received   nozzles  3 bottles.",1,0,0,0
184,"   waste  money.",1,-0.2,-1,-0.421
185,"   item needs   completely redesigned. first  ,   lightweight!   needs   something  causes   bear    floor. otherwise  just gliding across  floor like  feather duster.   pressure  .     needs. applied pressure.   probably get  kid  stand     try  clean  floors , . returning.",1,0.1,1,0.271
186,"   set nearly  quick   says. tried mixing  multiple times  case  proportions  ,   kind   mess however   .",1,0,-1,0.226
187,"     stuff expecting  amazing results.  followed  instructions   t.   even run  30-06 shell    dies maybe  got  bad can  knows     unhappy   especially    costs.",1,-0.067,-0.6,-0.361
188,"      stop  squeaks   1940's san francisco home.   screws   snap .  drilled several 3/32 pilot holes   floors.   squeak   screws keeps  spinning without snapping .nni emailed company (person),    got  reply back.nnnow  stuck  screws    holes   floors.nnitems used:n- electrical drilln- 3/32 drill bitn- squeak    joist screwsn- snap  fixturen- square head driver bit",1,-0.3,-1,-0.802
189,"  take  extension cord  carefully split  wire  clamp  one side  .  pay $15  ...",1,0.1,1,0.026
190,"  every bottle leaked   screw  top.    purchase .",1,0.1,-1,-0.226
191,"    ,   item said pack  5",1,0,0,0
192,"    fit  air conditioner compressor drain outside, either  circumference (drain  smaller   smallest setting),    work inside     go  far enough  get past another tube   clear contents  compressor drain  desired.",1,0.267,1,0.735
193,"   sure   can use  without  gas leaking .   thread  badly damage.  soft metal   control process  absent.    recommend trying  brand  less frustration.",1,-0.3,-1,-0.649
194,"   unit  true china junk.  unit  described   six inch duct   measures 5-3/4.  lable   even point   right direction   air flow.  unit sounds like  freight train coming   duct.    recommend  unit  anyone., summary: china junk, unixreviewtime: 1360108800}{overall: .0, verified: true, reviewtime: 02 3",1,0.44,0.333,0.862
195,"  although  appearred    right control   skillet,  probe  unable  connct.  seems    large    insert completely   afraid  try  force  . probes seem  long.  disappointed  unable  use  25 year old skillet  still  good condition otherwise.",1,-0.067,-0.333,-0.052
196,"  seemed like nice material  shipped quick     open.   problem   return  .",1,0.2,0.5,0.382
197,"   half     continuity   clips  clamped onto   insulation, also  wire   thin  slightest pull  break  wire inside  insulation. absolute junk",1,0,0,0
198,"   work   purposes.   thought   dry  become  super hard .  actually  still bendable.",1,0.2,0,0.542
199,"  caps  stay !",1,0,0,0
200,"  picture    wrong.     white.  cream  jus plain old masking tape.  amazon needs  replace  image.",1,-0.4,0,-0.34
201,"     pegboard kits  peg locks similar       much higher .    poor job  keeping  peg   usually pull    peg.    cold garage  frequently break.      selling    expected much much better.  loved  idea        big disappointment   search   effective way  keeping  darn pegs   continue.",2,0.133,0.111,0.542
202,"  maybe    right   reason.     significantly less   big retailer   think amazon's shipping speed  superb. however,    shipping small  heavy item like boxes  3000 staples,  needs    little  care taken  packaging  handling.ni basically received  shipping box  dozens  loose  broken strips  staples.    3 bostitch boxes (9000 staples)  broke open  torn  pieces  loose  broken strips inside  shipping box.    make loading staples  bit    hassle   strips   full. although  stapler  yet  arrive,  suspect     pile  broken unusable partial strips    finished stapling   flooring.",2,-0.05,-0.2,-0.855
203,"   work  iclicker systems. tried everything  university  connecticut   avail.",2,0,0,0
204,"  sprayer leaks    using.",2,0,-1,0
205,"  ordered  wrong set    return    correct one/",2,-0.4,0,-0.477
206,"    wires   4   really worked.  werent  good    others    simply, ok. dont reccomend     desperate give   try",2,0,0.333,0.193
207,"   seemed underpowered  wore  quickly.   can get cheaper battery powered toothbrushes  spin better   wear   fast.  device  now   sink  next    need  clean grout....   reorder.",2,0.4,0.5,0.681
208,"  description says /4 however",2,0,0,0
209,"   used  glue   picture   misleading   actual   tiny amount",2,-0.6,0,-0.402
210,"  awful  terrible trying  balance something heavy   thin strap",2,-0.6,-0.5,-0.727
211,"   screws  good    senco screwgun needs help....  pushing screws   floor  ok,    pushing screws   vertical wall  hate ",2,0.133,-0.143,-0.178
212,"    know   two   cables melted - shorted .    wrongly connected.   think  cables     bit heavier.   ended  using   cable.",2,0,-1,0
213,"   idea  purpose  brilliant. getting   function properly though  tough.  particular one   seemed    defect  one   sides since   always slip -- whatever  tried   tried  lot!    basically useless,  returned .",2,-0.067,-0.2,-0.294
214,"    best thermal paste  worth   research    best.",2,0.533,1,0.883
215,"  spring toggle inferior  easily close    depress   hand  poor ",2,-0.4,-0.5,-0.527
