"id","text","rating","afinn","lsd","vader"
30,"@ rwsurfergirl: @ pose adult picture. bring?",-1,0,0,0
31,"dear internet, can start # trumping the? make the? # trumping # #: / / / mi35fdffmy",-1,0.5,1,0.452
32,"@ bethbehrs: classy.",-1,0.75,1,0.44
33,"@ freeamerican100 @ libertarianwing @ randpaul @ ronpaul",-1,0,1,0
34,"sydtrvp: berniesanders: oh. just movie trail.",-1,0,0,0
35,"@ gopendejos: hour still mention",-1,0,0,0
36,"@ gheshes:",-1,0,0,0
37,"@ guzman: top 3 # publican priority: 1: gays2: whitehouse white again3: jesus #",-1,0.375,0,0.202
38,"@ democracymatrz: just admit buy influence time declare need campaign finance form???",-1,-0.25,1,0.327
39,"hey look -",-1,0,0,0
40,"@ johneberkowitz: sum",-1,0,0,0
41,"walk answer iran. first straight brew.",-1,0.25,0,0.226
42,"@ mydaughtersarmy: 4 different picture. 4 different subject. 1 obvious similarity. #: / / / n2yixeokow",-1,0,0,0
43,"# huge entertain. sad, learn almost nothing: / / / 1gt4lreepo # tcot # latinoslisten # latism",-1,-0.125,0.333,0.128
44,"@ juliaioffe: elegant, witty round - last night # @ tnycloseread: / / / cw0rac9wqh",-1,0.5,1,0.477
45,"real voice # # @. @ foxnews mad, parrot sying 4yrs.",-1,-0.75,-1,-0.494
46,"wait hillary clinton put",-1,0,-1,0
47,"@ scrowder: talk the #. specifically, complete massacre happen hand carly fiorina. # lwc",-1,0,-1,0.494
48,"fox new bate comedy laugh store... fun.",-1,0.5,1,0.856
49,"@ b140tweet: rip",-1,0,-1,0
50,"show serious differences approach world & amp; problem within, important, # show crazy.",-1,-0.167,-1,-0.557
51,"@ hrc: fact @ randpaul stake consistent cord equality. learn: / / / xhyjh1fjfk",-1,0,1,0
52,""" pundit "" wrong? usual!: / / / nb3btm8ffd # # debaitandswith # italkus # wakeupamerica",-1,-0.5,-1,-0.525
53,"work huge # social data story. interesting trend, tweeted - moment last night.",-1,0.375,1,0.612
54,"b the",-1,0,0,0
55,"@ shannonrwatts:",-1,0,0,0
56,"thx @ flashreport k. # potus # @ brietbart: / / / vtzmlujrqi",-1,0,0,0.361
57,"@ texasforbernie: stand w @ berniesanders extremist feed violate fundamental right",-1,-0.5,-0.333,-0.494
58,"@ bethbehrs: classy.",-1,0.75,1,0.44
59,"rubio - backed insurance market "" cover 80 people "" - obamacare cover 1. 6m fl alone: / / / whgcid8ee7 #: / / / y1awqcpfnw",-1,-0.125,0,-0.226
60,"publican party wake huge hangover, splitting headache idea b donald. # # rsg15",-1,0.25,-1,0.612
61,"@ ericstonestreet: cam hand.",-1,0,0,0.494
62,"hadiyah: rand paul rock wet wavy. ooh kill'em!",-1,0,-1,0
63,"obvious got # - rupert murdoch want fox 'back # coverage: / / / ao0zzfzep1 # trump2016 #",-1,0.25,0,0.077
64,"f * % k entertain illegal!",-1,-0.75,0,-0.38
65,"@ wilw: boy, bet mood clown car go tense jerk leave #.",-1,-0.5,-1,-0.612
66,"@ bettyfckinwhite: donald biff back future 2?",-1,0,0,0
67,"@ bettyfckinwhite: donald biff back future 2?",-1,0,0,0
68,"@ billmaher wait get take #, planned parenthood, iran deal, tonight # realtime",-1,0,-1,0
69,"@ jasper _ deezy: mike huckabee quote limp bizkit lyric military talk point",-1,0,-1,0
70,"hadiyah: jen bush look like art teach inn city school everyday car get vandalize.",-1,0.5,1,0.361
71,"great busy man, donald make good president? # donaldtrump # #...: / / / tbyo1wwvis",-1,0.75,1,0.791
72,"@ darth: apparent candidate arrive site #: / / / gexsjxrct3",-1,0,0,0
73,"@ jackie _ pepper:",-1,0,0,0
74,"@ bettyfckinwhite: donald biff back future 2?",-1,0,0,0
75,"new - shock faithful: / / / t0k3ookwm0",-1,0.125,0,0.077
76,"@ wendie07:",-1,0,0,0
77,"cancelled",-1,-0.25,0,-0.25
78,"@ loribuckmajor: cute chris christie bob big boy haircut",-1,0.375,1,0.459
79,"@ shannonsanford9: undoubted @ foxnews want @ tedcruz question.",-1,0.25,1,0.077
80,"@ pfikac:. @ jebbush ' verge great time ale world washington hold u back'",-1,0.75,1,0.625
81,"@ nascarnac: funny see many call avoid watch @ foxnews say decade.",-1,0.375,0,0.178
82,"@ shunstrickland: people tell, believe. #",-1,0,-1,0
83,"old tiresome",-1,0,-1,0
84,"@ p0tus:. @ & lt; - - - "" pay attention pesky fact behind curtain "" #: / / / hxcubsvtgl",-1,-0.375,-1,-0.382
85,"@ teapainusa: marco rubio: "" vote someone successful like hillary clinton can vote? "" #",-1,0.625,1,0.743
86,"@ ericstonestreet: cam hand.",-1,0,0,0.494
87,"twitter hype rank 60min: 1 kasich -32 santorum -13 bush - 1 # gopdebatehttps: / / / f687d6objl # potus2016",-1,0,0,0
88,"@ governorperry heck ronald raven?",-1,0,0,0
89,"know someone finalize amount time candidate speak, send pls! #",-1,0,0,0.151
90,"@ jimmyjames38: flat tax win",-1,1,1,0.586
91,"@ reelquinn: pretty sure t cruz one darrens bewitch. # # derwood",-1,0.25,1,0.67
92,"@ joy _ _ hart: morn joe crowd give fiorina false sense intelligence. sarah palin lighter hair",-1,0.75,0.5,0.785
93,"@ bethbehrs: classy.",-1,0.75,1,0.44
94,"@ kjhobbs1985: @ thedemocrats real... like @ ppact video watch anyway.",-1,0.5,1,0.361
95,"@ megankellytrump said, "" megyn, ask nine candidate, plan support win nominate. "" #",-1,0.75,1,0.758
96,"hate women? go.",-1,-0.75,-1,-0.572
97,"karl _ sans _ marx: carmengoblue: like miss america meet jerry springer.",-1,0,1,0.226
98,"... # donaldtrump remain top poll! boo wrong people! # kasich2016 well. # "" fat pig "", women..",-1,0,-0.333,-0.198
99,"hadiyah: let see jeb bush try solve common core ma problem.",-1,-0.125,-1,-0.226
100,"@ democracymatrz: just admit buy influence time declare need campaign finance form???",-1,-0.25,1,0.327
101,"@ shannonrwatts: thank # nra influence, congress slash cdc fund gun violence search # # gunsense",-1,-0.25,0,-0.727
102,"@ ncsr18: muppet show.",-1,0,0,0
103,"took temperature dc's bar watch",-1,0,0,0
104,"@ dwstweets: obamacare extend solvency medicare make prescription drug afford. care senior serve.",-1,0.375,1,0.599
105,"@ goldietaylor: huckabee.",-1,0,0,0
106,"pledge run third party, pledge vote third party nominee.: / / / 3tep5zszun #",-1,0,1,0.66
107,"@ thepatriot143: hey @ foxnews can let u rep digest",-1,0,0,0
108,"@ kayleymelissa:",-1,0,0,0
109,"@ alliebidwell: bernie, call # lack high e talk, among issue https: / / / 27h90u6bau",-1,-0.5,-1,-0.318
110,"@ just _ jdreaming: "" list... reagen fool "" - donald #",-1,-0.5,-1,-0.44
111,"@ usedtobgop: know anyone else think last night",-1,0,0,0
112,"god bless country, publican candidate.... democrat. - rubio # paraphrase #...: / / / pgijypjzdf",-1,0.375,1,0.599
113,"#: better phantom menace, worse revenge sith.",-1,-0.312,-0.5,-0.778
114,"zoegberg: sarahkendzior: believe people writ real article won",-1,0.75,1,0.572
115,"never seen large collection nimrod one stage.",-1,0,0,0
116,"true https: / / / lcipaybjz9",-1,0.5,1,0.421
117,"now ben carson want try interesting.",-1,0.375,1,0.459
118,"@ _ hankrearden: hat seem especial mad today. wonder lol? whiny little bitch get.",-1,-0.417,-1,-0.52
119,"africa got ppl ' & amp; dl'",-1,0,0,0
120,"can better",-1,0.5,1,0.44
121,"@ youngblkrepub: rosie o'donnell.",-1,0,0,0
122,"people mote & amp; encourage 8 - year - old boy gay pride parade, say word "" gust animal. "" # # pc",-1,0.5,1,0.691
123,"#, publican get behind smart, electable person room draft @ prez!",-1,0.25,1,0.457
124,"@ cbsmiami",-1,0,0,0
125,"@ monsterandboy: uproar invite tonight! demand reason!",-1,0,-0.333,0.174
126,"step help understand # kkkorgop: 1 ) fine rhetoric, 2 ) consume # rhetoric, 3 ) spot similarity. https: / / / lkuhw2nrxs",-1,0.5,1,0.542
127,"interest take aftermath first 2016 # gopdebatewe're actual talk & amp; candidate look presidential @ cspanwj",-1,0.25,1,0.459
128,"@ jamiaw: "" purpose military kill people break the "" - mike huckabee # # kkkorgop",-1,-0.75,-1,-0.691
129,"@ ericstonestreet: cam hand.",-1,0,0,0.494
130,"@ bettyfckinwhite: donald biff back future 2?",-1,0,0,0
131,"@ gallagherpreach: just can anyone else wait snl weekend coverage?",-1,0,-1,0
132,"@ juliaturner @ slate time admit something. truthful call.",-1,-0.25,1,0.586
133,"@ goldietaylor: commercial break!",-1,0,0,0
134,"@ brock _ a _ r: wonder candidate go first accidental call ben carson "" help "" #",-1,0,0,0.34
135,"@ foxnewsmom: psychic. #: / / / wxaf0qvhi5",-1,0,0,0
136,"@ foxnews @ b line night",-1,0,0,0
137,"@ nvr2conservativ:",-1,0,0,0
138,"# final state: please pander religious nutjobs illiterate. go! # # foxnewsdebate # # # rwnj",-1,0.25,-1,0.38
139,"tern #: "" lady kept ask question gay right lesbian women right. ridiculous. """,-1,-0.75,0.333,-0.361
140,"@ thevgblog:",-1,0,0,0
141,"foxy, rowdy publican. least @ realbencarson understand & amp; get b advise avail. #: / / / rrqntaak3x",-1,0,1,0
142,"@ mikandynothem: carly fiorina may just won one video clip. #",-1,0.75,1,0.572
143,"@ dragswolf: built wall 1491.",-1,0,0,0
144,"@ lost alot admire last night. publican just go beat,! # # donaldtrump",-1,0,0,0.271
145,"@ realalexjones @ libertytarian @ jakarijax @ leeannmcadoo wether @ trojan horse, worth punt? #",-1,0.5,1,0.226
146,"@ 0787: alyssaphucker: huffingtonpost: real winner #? megynkellyhttps: / / / kmrn9bv2fm: / / / auhlnza3ww",-1,1,0,0.586
147,"@ ericstonestreet: cam hand.",-1,0,0,0.494
148,"@ averykayla: point suppose stop laugh start cry?",-1,-0.083,-1,-0.178
149,"@ popehat: # paul: "" want collect cord terrorist few americans. """,-1,0.25,-1,-0.66
150,"@ freedomjames7: rino. #: / / / ew7bpoqd5b",-1,0,1,0
151,"@ mormondems: ben carson: will end polarization move heal insurance 17 million americans.",-1,0,0,0
152,"@ hillaryclinton: watch",-1,0,0,0
153,"new - shock faithful: / / / h5xbibvgst",-1,0.125,0,0.077
154,"@ _ ciaradanix3: @ wakaflocka presidential?",-1,0,0,0
155,"rubio radar # @ nro @ alexconant @ marcorubio",-1,0,0,0
156,"@ thedailyshow jon stewart can feel comfortable w / retirement",-1,0.5,1,0.511
157,"@ goldietaylor: huckabee.",-1,0,0,0
158,"surprise learn ben carson part",-1,0,1,0.273
159,"bingo! put article!!!",-1,0,0,0
160,"@ michaelsnook: wait meme donald 's beautiful, classy door border. #",-1,0.75,0.333,0.778
161,"boy, 'll awesome president call angel merkel "" bimbo "". cool. # # trump2016",-1,0.625,0.333,0.751
162,"accurate description system? https: / / / e68hblfc2g. # illustrate wonderful, scary fashion",-1,0.25,0.333,0.128
163,"@ dhniels: know @ chrischristie give hug? family pearl harbor victim",-1,-0.125,0,0.25
164,"#: cruz? https: / / / zmrfi7bouc via @ cr",-1,0,0,0
165,"@ mattgubser watch",-1,0,0,0
166,"start th even, rnc moderator dropped atom bomb #... kick thru th upright # # @ washingtonpost",-1,-0.25,-0.333,-0.494
167,"@ pattonoswalt: go ask lenny kravitz's penis one question? respectful.",-1,0,1,0.459
168,"fox. turn break new.",-1,0,0,0
169,"mike huckabee bartles & amp; jaymes like thank support.",-1,0.5,1,0.772
170,"@ randpaul fend 4th amend eloquent last night article good mediator: / / / vlt68ymse2",-1,0.75,1,0.44
171,"@ larryelder: worse prepared candidate blind support one. pull",-1,-0.062,-0.333,-0.296
172,"@ jerry _ holbert: refresh.",-1,0,0,0
173,"watch # help think claire underwood referring political bate "" spectacle "" season 3 # profound",-1,0.5,1,0.402
174,"@ makinh15tory: lol @",-1,0.75,0,0.519
175,"wish",-1,0.25,0,0.402
176,"@ naral:. @ bobbyjindal brag anti - choice state; @ amprog port 2013 said louisiana worst state women.",-1,-0.5,-1,-0.751
177,"want hug? #: / / / iats8vyx7c",-1,0.375,1,0.527
178,"@ thebaxterbean: 5 the rand paul's kentucky 've spent $73m instead fake noah's ark: / / / s1gkhsy1bf",-1,-0.75,-1,-0.477
179,"@ ironghazi: final someone talk real issue",-1,0,0,0
180,"@ gov: - tweeted",-1,0,0,0
181,"@ bounce _ comic: black folk look @ bencarson2016 like...",-1,0.5,1,0.361
182,"@ keemstarx: black guy smart fuck!",-1,-0.375,0,-0.271
183,"@ climatebrad:. @ jebbush's million - dollar donor, update thx @ zachmider: / / / k3bcdnutm0 #: / / / qdiwcwnqy0",-1,0,0,0.361
184,"@ hemantmehta: can just build fence around?",-1,0,0,0
185,"@ khou @ jebbush",-1,0,0,0
186,"@ whitemamba23 100 %!!! hilary hang kimye dead cent # 3rd party "" stupid ""??",-1,-0.625,-1,-0.804
187,"help think dr. carson hop "" gift hand "" can make way flail mouth. #",-1,0.5,1,0.832
188,"@ kwrcrow: will learn? @ foxnews @ attack @ win @ time & amp; @ drudge poll.",-1,0.375,0.333,0.178
189,"looooooove israel much.",-1,0,0,0
190,"watch publican party implode within magical.",-1,0,0,0.402
191,"@ nerdist: gotta say refresh hear presidential everyone correct pronounce "" nuclear "" #",-1,0,1,0
192,"think candidate secret crush hillary trash talk much.",-1,-0.25,-1,-0.153
193,"@ whinenot: rush: "" one 9 candidate stage join megan kelly go donald "" #",-1,0.25,0,0.296
194,"@ onlyinbos: close state.",-1,0,0,0
195,"candidate represent clear superior choice hillary, bernie, elizabeth uncle joe!!! # # teaparty # tcot # tdgn",-1,0.375,1,0.789
196,"@ desdemona4u: fathomable @ ask wasserman - schultz postmortem",-1,0,0,0
197,"see people audience look around clapped gay right. people like, da fuk... #",-1,0.5,1,0.361
198,"@ nicksylian: today time next president one year office",-1,0,0,0
199,"@ funnyordie: whether win lose, donald. the matte life wind like. #",-1,0.75,0.5,0.557
200,"@ polisciumn t cruz just misspeak said close state "" persecute religious liberty? "" #",-1,-0.5,-0.333,0.077
201,"@ foxnews fumble",-1,0,-1,0
202,"@ kristinmcoppens: uh, climate change, eh guy? #: / / / vnkjjioqgj",-1,0,0,0
203,"@ muxywithmoxie: walk emerge lead candidate run enterprise rent - - car branch: / / / x6qa8muta7",-1,0,0,0
204,"@ markdavis: # perry, # fiorina clip # irandeal better answer given #",-1,0.5,1,0.44
205,"channel watch now. # cnn liberal, # fnc & amp; @ r # rnc hitman # crony. @ dont join # anymore # gotrump",-1,0.25,1,-0.223
206,"final talk race 100 min. cut commercial",-1,-0.25,0,-0.273
207,"@ alpal _ 23 win snapchat",-1,1,1,0.586
208,"@ 2dopeantibhvr: u want u build wall",-1,0.25,0,0.077
209,"canadian lead bate, produce wild show politic: / / / mejxxpzg1v # u # usa # uspoli # #",-1,0,-1,0
210,"@ lindasuhler: jeb stand "" act love ""; comment earn legal status [ boo ] # noamnestyhttp: / / / himscrvikr #",-1,0.5,0,0.691
211,"fascinate see post - post",-1,0.75,1,0.527
212,"@ wolfofwarrenst: just case miss",-1,-0.5,0,-0.153
213,"charlie",-1,0,0,0
214,"democracy remain dire strait cause aint work long get money nothing get dick free",-1,-0.5,-0.333,-0.459
215,"just can anyone else wait snl weekend coverage?",-1,0,-1,0
216,"# air boris yeltsin russia, nd became president russia!!!",-1,0,0,0
217,"martha maccallum get credit ask whether christians religious liberty double - standard muslims",-1,0,0.333,0.718
218,"@ _ hankrearden: john sinunu, wrote book jeb's dad, like. fuck shock. #",-1,-0.333,-0.333,-0.557
219,"someone something say @ lindseygrahamsc",-1,0,0,0
220,"perfect remedy",-1,0.75,1,0.572
221,". @ instagram @ facebook need free @ dreamdefenders acct.",-1,0.25,1,0.511
222,"oh good lord...",-1,0.75,1,0.44
223,"@ shawndrurysc: jeb: father... oh nevermind. parent overrate.",-1,0,0,0
224,"@ chakerkhazaal:",-1,0,0,0
225,""" think god pretty fair guy "" - ben carson, neurosurgeon, belief modern day taxation base ancient book #",-1,0.333,1,0.765
226,"advice",-1,0,0,0
227,"watch # last night. ouf, tough hear donald speak. gonna long road publican nominate.",-1,0,-1,-0.128
228,"@ mozgovaya: 10 men stage cuss one woman. @ hillaryclinton",-1,0,0,0
229,"@ jolemo376: think @ foxnews everything rail @",-1,0,0,0
230,"@ scottwalker russia & amp; china know hillary clinton's email congress! boom! # rednationraising #",-1,0,0,0
231,"@ dominionin: blimey! # # foxnews @ foxnews @ piersmorgan: / / / gtxrtj8ybn",-1,0,0,0
232,"@ bipartisanism: watch # member "" jose take job, goldman sachs.: / / / chhzb49t0w",-1,0,0,0
233,"peal dodd - frank wise.",-1,0,1,0.477
234,"chris christie rand paul feud tense national security face -",-1,-0.5,-1,-0.34
235,"huge... f",-1,0.25,0,0.318
236,"hope people reality tv expose love paul christi raise voice.",-1,0.333,1,0.758
237,"@ saradmahmoud:",-1,0,0,0
238,"@ marisol _ bello @ lindseygrahamsc @ etammykim @ rhondalevaldo thank source dodd - frank.",-1,0.5,1,0.361
239,"@ rwsurfergirl: big problem face democrat will get hillary sober long enough?",-1,-0.125,0,-0.402
240,"hear rumble beneath fedral triangle house epa... reagan build",-1,0,0,0
241,"assume guy boo gay soldier time opportunity arise.",-1,0.5,0,0.421
242,"@ thepatriot143: winner overall today",-1,1,1,0.586
243,"@ lmahoneybee:",-1,0,0,0
244,"fox commentator ashamed way treat!",-1,-0.5,-1,-0.176
245,"@ gretchencarlson: "" take bottle white pres obamas policy "" @ governorperry # @ foxnews @ foxnewspolitics",-1,0,0,0
246,"language beautiful: / / / gfyti5ilvc",-1,0.75,1,0.599
247,"@ theladygrantham: put lord grantham charge donald 's finance?",-1,0,-1,0
248,"answer important question # ye, joe flacco, fact, elite quarterback. # ravensnation",-1,0.5,0,0.202
249,"tonight entertain first round",-1,0,1,0.318
250,"@ gauchat: hopeful find god stand taxing - pimps issue.",-1,0.375,0,0.66
251,""" alinsky model, takingadvantage useful idiot "" # # bencarson",-1,-0.125,0,-0.103
252,"@ jordanadolph:. serious though.",-1,0,0,-0.077
253,"# "" got nothing. iran get everything want. "" @ govmikehuckabee # marshamarshamarsha",-1,0.25,0,0.077
254,"chris christie, shown swallow fly thursday's # # ohgodmakeitstop2015: / / / z2vx3cridr",-1,0,0,0
255,"@ ericstonestreet: cam hand.",-1,0,0,0.494
256,"want people wedding whose presence command? @ @ tmp",-1,0.25,0,0.077
257,"damn... turn publican.",-1,-1,-1,-0.402
258,"@ rwsurfergirl: @ pose adult picture. bring?",-1,0,0,0
259,"carly fiorina wrote op - e u ijreview performance last night.: / / / ldqe8kg2zw",-1,0,0,0
260,"@ jami _ usa: hold everyone standard #, worth?",-1,0.5,1,0.226
261,"@ laurenreeves: "" stay tun close statement, final thought, god. "" turn tv, good. #",-1,0.5,1,0.612
262,"mind: family important publican 2016 candidate, just gay family.: / / / cs0usassqs #: / / / fmafdubmfb",-1,0.5,0,0.202
263,"@ lizadonnelly: put pearl jeb! look like mom. drew",-1,0.5,1,0.42
264,"new - shock faithful -: / / / v4wnjcy9sw -",-1,0.125,0,0.077
265,"@ bettyfckinwhite: - can answer direct question? - president. -,? #",-1,0,0,0
266,"@ hayesbrown: fact: jeb governor, florida run death cult. #",-1,-0.5,-1,-0.599
267,"@ theyentareport:? want know candidate hear strange voice head?",-1,0,-1,-0.217
268,"@ nycdeb8tr: @ redsteeze @ dalestokely megyn kelly top, thought announce candidacy last night. #",-1,0.5,0,0.202
269,"@ ericstonestreet: cam hand.",-1,0,0,0.494
270,": bank baby. kill. hell ye got away bad deal, can make usa scofflaw! #",-1,-0.833,-1,-0.934
271,"@ bettyfckinwhite: donald biff back future 2?",-1,0,0,0
272,"walk emerge lead candidate run enterprise rent - - car branch: / / / x6qa8muta7",-1,0,0,0
273,"media continue praise last night fox new hit job specific candidate:: / / / qd3lbg4vdf",-1,0.75,1,0.557
274,"@ popehat:",-1,0,0,0
275,"@ mette _ mariek: donald @ eddiepepitone's b character ever.",-1,0,0,0
276,"go claim god gave campaign contribute.",-1,0.25,0,0.273
277,"move",-1,0,0,0
278,"@ jennrios1191: @ bretbaier far b moderator tonight. hand.",-1,0,0,0.494
279,"@ olakunlesoriyan: freedom free... must fight everyday - - @ realbencarson",-1,0.167,0.333,0.71
280,"cruz: "" receive word god everyday... "" god: "" blame guy. pill voice. "" #",-1,0,-1,0.202
281,""" find mush, push "" agree jack @ aandgshow great motto life! ( last night # )",-1,0.5,1,0.784
282,"@ alilihay: also prefer uterus register washington",-1,0,0,0
283,"@ gogoaleee: ig delete dd account participate",-1,0,0,0
284,"note publican ( gibberish ): / / / j7zipvptxk",-1,0,0,-0.421
285,"@ annieslisttx: 44 %? tx latina women make white man's $. will",-1,0,0,0.361
286,". @ correctrecord @ hillaryclinton fox / party hunger game - demagog food - fighter @ carlyfiorina # # morningjoe: / / / ygmgbavqut",-1,-0.5,-1,0.318
287,"@ shawndrurysc: jeb: father... oh nevermind. parent overrate.",-1,0,0,0
288,"american people won",-1,0.75,1,0.572
289,"@ goldietaylor: huckabee.",-1,0,0,0
290,"unless talk school, air quality, water quality... # kasich # https: / / / znljf0zjd9",-1,0,1,0
291,"https: / / / skhas0lqub god damn! call mega",-1,-0.375,-1,-0.224
292,"fox new just declare megyn kelly, bret baier, chris wallace won tonight. #",-1,0.75,1,0.572
293,"@ jamiaw @",-1,0,0,0
294,"scientific study",-1,0,0,0
295,"@ andrew _ marcinko: fb photo guy ask whether candidate spoken god",-1,0.25,0,0.273
296,"@ rwsurfergirl: real real real piss fox new @",-1,-1,-1,-0.402
297,"@ kylealexlittle: "" movement back 1800's "" #",-1,0,0,0
298,"catch",-1,0,0,0
299,"mr 's question tough anyone else's. get cent stage gotta able take heat.",-1,0,-1,-0.128
300,"@ halftimereport smart people sound like drunk uncle limit 140characters",-1,0.083,0.2,0.421
301,"@ marthamartinme:",1,0,0,0
302,"@ conssista: right frank. right.",1,0,1,0
303,"watch # interesting far! must say though agree many issue, entertain bunch.",1,0.375,1,0.778
304,"# # feelthebern can step fall # hillary2016 # justice # fbi # fec dissect 22nd amend:: / / / 4ljeug3gye?",1,0.5,0,0.527
305,"@ kwrcrow: dr. carson mark dc half brain, b line #.",1,0,0,0
306,"everybody love carly cinderella. compare dwarf t, afternoon light. #",1,0.75,1,0.637
307,"@ jewhaditm: ear nielsen rate suggest thursday's",1,0,0,0
308,"can watch",1,0,0,0
309,"# love walk nodding along carson's response. carson speak common sense, sad common trait.",1,0.125,0.333,0.273
310,"@ supermanhotmale: dear john kasich, beat publican friend gay tree branch: ) #",1,0.5,1,0.7
311,"guess yesterday",1,0,0,0
312,"@ carlyfiorina: talk @ ijreview pre - ritual. take solitaire serious. https: / / / o7ujl56nm7",1,0,0,-0.077
313,"b line night? # marcorubio #: / / / zhnqhdpiln",1,0,0,0
314,"@ melissagracey: credit joke goes someone else funny!",1,0.75,1,0.79
315,"@ hilderestad: publican strategist @ frankluntz 's focus group",1,0,0,0
316,"@ patriotmom61: rick santorum des moines register soapbox https: / / / hfqvxaiqph boatrocker got the done.",1,0,1,0
317,"@ markdavis: # perry, # fiorina clip # irandeal better answer given #",1,0.5,1,0.44
318,"@ wilberforce91: one favorite the",1,0.5,1,0.459
319,"total # smackdown dc half brain, b line #. # word muther @ onetoughmutherk",1,0,-1,0
320,"@: tune!",1,0,0,-0.525
321,"sometime like @ 's character, still candidate call like. # # ycot",1,0.5,1,0.612
322,"",1,0,0,0
323,"@ ggfletcher: 's big beautiful door:",1,0.5,1,0.599
324,"# rate huge, appear hurt broadcast:: / / / drn2bhohii",1,-0.125,-1,-0.273
325,"watch # last nite, now know rubio, walk & amp; santorum share belief rather see wive die thn "" let "" thm get abortion.",1,-0.25,-1,-0.402
326,"love @ billhemmer @ marthamaccallum ditch kelly & amp; wallace sideshow railroad.",1,0.75,1,0.637
327,"# foxnews' #, # suffer delusion # minnesota dentist, # donaldtrump # cecilthelion.",1,-0.5,-1,-0.542
328,"@ johnkasich: small govt: ohio govern payroll small 3 decade.: / / / igfif4j1tt",1,0,0,0
329,"@ scottwalker: enforce law. secure border. use e - verify. prioritize american worker american wage.",1,0.5,1,0.34
330,"look @ wonkette's liveblog",1,0,0,0
331,"@ rwsurfergirl: @ pledge support establish sold obama?",1,0.5,1,0.402
332,"like @ will fend obnoxious buffoon call bimbo insult women.",1,-0.25,-0.6,-0.586
333,"@ molonlabe1776us: tweet think @ hillaryclinton prison.",1,-0.5,-1,-0.511
334,"@ say, t sake # argument, # letmeplaythedevilsadvocate, mean & amp; one better. # # kellyfile",1,0.5,0,0.103
335,"@ miaholl18: @ bradthor mr. run dependent publican win either.",1,1,0,0.586
336,"vote: great time ale dont know primary - jeb bush",1,0.75,1,0.625
337,"@ lrihendry: # tedcruz president, will always tell truth, said. #",1,0,1,0.318
338,"mainstream media want limit option establish puppet. know won!",1,0.5,0,0.648
339,"@ ericstonestreet: cam hand.",1,0,0,0.494
340,"great article crazy last night",1,0.125,0,0.402
341,"@ eusebiaaq: @ sternnschool real illegal alien",1,-0.75,-1,-0.557
342,"honor last night #, like add exclamation point end name, maybe get put jeb! vanity plate.",1,0.5,0.333,0.624
343,"@ liberalmmama: watch # can say pres obama right, win! # fourmoreyears",1,1,1,0.624
344,"support 1 u like",1,0.5,1,0.637
345,"second - tweet presidential candidate tweet",1,0,0,0
346,"",1,0,0,0
347,"won last night? damn well better",1,0.083,0.5,0.718
348,"trumptastic",1,0,0,0
