"id","text","rating","afinn","lsd","vader"
47," @rebleber:  mentioned   #:voting rightsclimate changegun violencepolice shootingsstudent debtinequality",-1,0,-1,0
48," @jimmyjames38: flat tax   win ",-1,0.8,1,0.586
49," @saradmahmoud: ",-1,0,0,0
50,"hey look-  ",-1,0,0,0
51," @bettyfckinwhite:  donald   biff  back   future 2? ",-1,0,0,0
52,"  #,     republican  get behind  smartest,  electable person   room  draft @  prez!",-1,0.4,1,0.648
53,"just   get  world  deserve,  # gets  candidates  deserves.    like , look   mirror. #",-1,0.4,1,0.361
54," @rwsurfergirl:  @ posed  adult pictures.  bring  ? ",-1,0,0,0
55,"nope.  think     unintentionally funny political event  ever seen.   great! ",-1,0.7,1,0.456
56," @monsterandboy:     uproar    invited  tonight's !  demand  reason!  ",-1,-0.2,-1,-0.27
57," @jackie_pepper: ",-1,0,0,0
58,"  just   can anyone else  wait  snl  weekend    coverage? ",-1,0,-1,0
59," @wendie07: ",-1,0,0,0
60,".@correctrecord @hillaryclinton fox/ party hunger games-demagog food-fighter @carlyfiorina# #morningjoe :///ygmgbavqut",-1,-0.4,0,0.178
61," @thatchrisgore: ted cruz's mutant superpower  fear-mongering. ",-1,0,0,0
62," @mette_mariek: donald   @eddiepepitone's best character ever. ",-1,0.6,1,0.637
63,"@carlyfiorina go carly! matthews   asshat!! nice job! ",-1,0.6,1,0.608
64," @gopendejos:  hour   still  mention  ",-1,0,0,0
65," @jasper_deezy: mike huckabee quoting limp bizkit lyrics   military talking points ",-1,0,-1,0
66," @diegueno:  working people missed   ",-1,-0.4,0,-0.296
67,"  news -  shocks  faithful :///t0k3ookwm0  ",-1,0.1,0,0.077
68,"watching  #   help  think  claire underwood referring  political debates  ""spectacle""  season 3 #profound",-1,0.4,1,0.402
69,"#:  cruz  ?https:///zmrfi7bouc via @cr",-1,0,0,0
70,"great new @scottwalker video.  consistently focused   last night  clinton. ",-1,0.5,1,0.772
71," @nerdist:  gotta say  refreshing  hear  presidential   everyone  correctly pronouncing ""nuclear"" #",-1,0,1,0
72," @bradonmessage:    watching  #,  candidate @algore endorsed  nashville mayor lost. badly.",-1,-0.267,-1,-0.527
73,"karl_sans_marx:  carmengoblue:   like miss america meets jerry springer. ",-1,0,1,0.226
74," @kjhobbs1985: @thedemocrats  really... like  @ppact videos   watching anyway. ",-1,0.4,1,0.42
75," @gheshes: ",-1,0,0,0
76," @thatchrisgore: ted cruz's mutant superpower  fear-mongering. ",-1,0,0,0
77," @karatloz:  playing  yoshi   made   yarn,  whole world  made   yarn #",-1,0,0,0.202
78,"rubio    radar  # @nro @alexconant @marcorubio",-1,0,0,0
79," @johneberkowitz:  sums   ",-1,0,0,0
80,"  going  claim god gave   campaign contribution. ",-1,0.2,1,0.273
81," @bethbehrs: classy. ",-1,0.6,1,0.44
82," @johnkasich: hey @,   still looking  chip , check  :///dy8knz122t#",-1,0,0,0
83,"# winners yesterday: carly, ben carson, marco rubio, , sadly, big gov't mike huckabee. can carly knock christie   stage?",-1,-0.1,-0.333,0.077
84,"lemme see... else?bush, rubio?  similar. #",-1,0,0,0
85," @nymag: hillary clinton spent ",-1,0,0,0
86," think    candidates   secret crush  hillary    trashing talking   much. ",-1,-0.2,-1,-0.153
87,"chadstanton:  brownblaze: please . ",-1,0.2,0,0.318
88," @thatsmylobster: @wiseguysutah hey,  donald  coming  wiseguys anytime soon?  like advance tickets. #",-1,0.4,1,0.421
89,"   big mistake    wallace  question @'s business tactics. never question   business ",-1,-0.1,-1,-0.34
90,"last night's ",-1,0,0,0
91," @leasavoy: overall view  #..."" stayed home  work  ?"" candidate choice   changed 1 iota.#cruzcrew",-1,0,0,0
92,"  news -  shocks  faithful - :///tdlf7jc3ig -",-1,0.1,0,0.077
93," @onilordasmodeus: @giuseppeiv ...   campaign announcements.  ",-1,0,0,0
94,"@guypbenson @   good   fox commentator  . thank   calling   cral megyn! ",-1,0.5,1,0.69
95," @naral: .@bobbyjindal brags   anti-choice  state ; @amprog report  2013 said louisiana  worst state  women. ",-1,-0.6,-1,-0.625
96," @rwsurfergirl:  debates  raise @ 's ratings  fox news  afraid     shows. ",-1,-0.4,-1,0
97," @benswann_: @scottwalker ""russia  china probably know   @hillaryclinton email   u.s. congress"" #",-1,0,0,0
98,"@gma  won  ",-1,0.6,1,0.572
99," @lindasuhler: jeb stands  ""act  love""; comments  earned legal status [boo]#noamnestyhttp:///himscrvikr#",-1,0.4,0,0.691
100,"intern  #: "" lady kept asking questions  gay rights  lesbians  women's rights.   ridiculous.""",-1,-0.6,0.333,-0.361
101," @mozgovaya: 10 men  stage discussing one woman. @hillaryclinton ",-1,0,0,0
102," republican party wakes    huge hangover,  splitting headache   idea    bed  donald . # #rsg15",-1,0.2,-1,0.612
103," @keemstarx:  black guy  smart  fuck! ",-1,-0.3,0,-0.271
104," best part   ",-1,0.6,1,0.637
105,"ben carson identifying  left's use  alinsky tactics? masterful. ",-1,0,1,0
106,"hadiyah: jen bush looks like  art teacher   inner city school  everyday  car gets vandalized.  ",-1,0.4,1,0.361
107,"best thing   ",-1,0.6,1,0.637
108," @rwsurfergirl:  @ posed  adult pictures.  bring  ? ",-1,0,0,0
109,"@cnn ,   watched  couple  kids argue     better birthday  work.  figure  # went  similar way.",-1,0.4,0,0.128
110,"fox   . turning   breaking news. ",-1,0,-1,0
111,"s/o  ",-1,0,0,0
112,"  real illegal alien america  ",-1,-0.6,-1,-0.557
113,"# - put    men  stage  one body   still   one decent president. #istandwithobama#hillary2016",-1,0,1,0
114," hates women  ? go. ",-1,-0.6,-1,-0.44
115,"told !   called @govsandoval ??? ",-1,0,0,0
116,"working   huge # social data story.  interesting trends,        tweeted- moment last night.",-1,0.3,1,0.612
117," @ctblogger:  image best sums   thoughts regarding last night's ",-1,0.6,1,0.637
118,"  news -  shocks  faithful :///h5xbibvgst  ",-1,0.1,0,0.077
119,"https:///skhas0lqub god damn!    called  mega ",-1,-0.3,-1,-0.224
120,"  anti-fragile # ##trumpdebate",-1,0,0,0
121," marco rubio wear invisalign? ",-1,0,0,0
122," @wolfofwarrenst: just  case  missed  ",-1,-0.4,0,-0.296
123,"walker emerges  leading candidate  run enterprise rent--car branch :///x6qa8muta7 ",-1,0,0,0
124,"@halftimereport  smartest people sound like drunk uncles  limited  140characters ",-1,0.05,0.2,0.494
125,"   fresh gaussian blur   hair ",-1,0.2,0,0.318
126," @shawndrurysc: jeb:  father ...oh nevermind. parenting   overrated. ",-1,0,0,0
127," @rwsurfergirl:  big problem facing democrats     get hillary sober long enough    ? ",-1,-0.1,0,-0.402
128,"@scottwalker russia &amp; china know   hillary clinton's emails    congress! boom!#rednationraising #",-1,0,0,0
129," @annebayefsky: ",-1,0,0,0
130," @guzman: top 3 #republican priorities:1:  gays2:  whitehouse white again3:  jesus #",-1,0.3,0,0.202
131,"""  find mush,  push""   agree  jack  @aandgshow     great motto  life! ( last night's #)",-1,0.4,1,0.784
132," @michaelsnook:   wait   meme  donald 's beautiful, classy door   border. #",-1,0.6,0.333,0.778
133," @acerbicaxioms:  @foxnews going  ask ",-1,0,0,0
134,"shorter @johnkasich: ""  proud  embrace  obama agenda &amp; expand government  ohio.""  #rino # #tcot #teaparty @",-1,0.267,1,0.772
135," @kylealexlittle: "" movement back   1800's"" #",-1,0,0,0
136,"@randpaul  defend  4th amendment  eloquently last night   article   good mediator :///vlt68ymse2 ",-1,0.6,1,0.44
137,"fox  commentators   ashamed   way  treated ! ",-1,-0.4,-1,-0.525
138,"nobamanoway: https:///m2zi6acgno  annebayefsky: .govmikehuckabee: ",-1,0,0,0
139,"  candidates represented  clear  superior choice  hillary, bernie, elizabeth  uncle joe!!! # #teaparty #tcot #tdgn",-1,0.3,1,0.789
140," @nvr2conservativ: ",-1,0,0,0
141," @tpequality: gay rights opponent rick santorum says  ",-1,0,0,0
142," @ericstonestreet:   cam hands. ",-1,0,0,0
143," @wilw: boy,  bet  mood   clown car  going   tense   jerks leave  #.",-1,-0.3,-1,-0.572
144," hear  rumbling beneath  fedral triangle  houses  epa... reagan building ",-1,0,0,0
145," @nascarnac: funny  see  many calling  avoid watching @foxnews   saying    decade. ",-1,0.3,0,0.178
146," @therecruitchair:  going  vote  ,   definitely let  guest write   burn book #",-1,0,-1,0.402
147," @jybray: telling  like   ",-1,0.4,1,0.361
148," @bethbehrs: classy. ",-1,0.6,1,0.44
149,"  sums   haha: 2016 bender starts now ",-1,0.6,0,0.459
150,"fox news just declared  megyn kelly, bret baier,  chris wallace won tonight's . #",-1,0.6,1,0.572
151," @iangarytweets:   real life.  people  running    powerful office   world. ",-1,0.4,1,0.421
152," @hrc:   long outdated ban  discriminated  qualified transgender americans  simply want  serve  country ",-1,-0.1,-1,-0.511
153," @bounce_comic: black folks looking  @bencarson2016 like... ",-1,0.4,1,0.361
154,"low key impressed   lost 1 follower tonight ",-1,0,0,-0.077
155,"zoegberg:  sarahkendzior:  believe people  writing real articles   won ",-1,0.6,1,0.572
156," @ericstonestreet:   cam hands. ",-1,0,0,0
157,"carly fiorina wrote  op-ed  us  ijreview   performance last night.  :///ldqe8kg2zw ",-1,0,0,0
158," @fieldnegro:  happiest person  america today  watching  debates  hrc. ",-1,0,1,0.637
159,"  fine   #.  spectacular,  good enough.    post-  killing .",-1,0.133,0.333,-0.178
160," @popehat: # kelly: "" really want  get   question  facebook.""  yes.   problem.",-1,0,-1,0.151
161," @jamiaw: "" purpose   military   kill people  break things""-mike huckabee # #kkkorgop",-1,-0.6,-1,-0.691
162," @rwsurfergirl:  really really really pissed   fox news      @ ",-1,-0.8,-1,-0.721
163," @kwrcrow:    learn? @foxnews @ attack @   wins @time &amp; @drudge poll. ",-1,0.3,0.333,0.153
164," @ericstonestreet:   cam hands. ",-1,0,0,0
165," @darth:  apparently  candidates  arriving    site# :///gexsjxrct3",-1,0,0,0
166," fox news debates     comedy   laugh store...    fun. ",-1,0.4,1,0.856
167," never seen  larger collection  nimrods  one stage. ",-1,0,0,0
168,"watching  #  last night. ouf,  tough hearing donald  speak. gonna   long road   republican nomination.",-1,0,-1,-0.128
169," @jolemo376:  think @foxnews  everything    derail  @   ",-1,-0.4,-1,-0.296
170," @_hankrearden:  haters seem especially mad today.  wonder  lol? whiny little bitches  get  . ",-1,-0.4,-1,-0.788
171,"showed serious differences  approaches   world &amp; problems within  ,   importantly,  # showed   crazy.",-1,-0.4,-1,-0.477
172,"media continues  praise last night's fox news hit job  specific candidates: :///qd3lbg4vdf ",-1,0.6,1,0.557
173," @katiecouric:  sure   easy  moderate   big group... congrats  @bretbaier @  @chriswallace. ",-1,0.267,1,0.822
174,"""donald #:    donald trumps   world,   donald trumpiest !"" :///e2rboz1zwy @ #",-1,0,0,0
175," @lindasuhler: jeb stands  ""act  love""; comments  earned legal status [boo]#noamnestyhttp:///himscrvikr#",-1,0.4,0,0.691
176," @nycdeb8tr: @redsteeze @dalestokely megyn kelly     top,  thought   announce  candidacy last night. #",-1,0.4,0,0.202
177,"bill o'reilly: pandering o :///uohxh0nrkz  ",-1,0,0,0
178," canadian leaders debated,   producing  wildest show  politics :///mejxxpzg1v #us #usa #uspoli # #",-1,0,0,0
179,"@khou @jebbush ",-1,0,0,0
180," @goldietaylor: closing statements! ",-1,0,0,0
181,"tonight   entertained   first round   ",-1,0,1,0.402
182," wants  hug?# :///iats8vyx7c",-1,0.4,1,0.477
183,"   f*%king entertaining    illegal! ",-1,-0.1,0,-0.248
184," @kayleymelissa: ",-1,0,0,0
185," @mrgeorgewallace: ben carson's  doctor. maybe  can check  audience   pulse. ",-1,0,0,0
186,"catching    ",-1,0,0,0
187,"fix new jersey first @chrischristie ",-1,0,0,0
188," @monsterandboy:  think  candidates  afraid  debating education   monster! ",-1,-0.4,-1,0
189," @juliaioffe:  elegant, witty round-  last night's #  @tnycloseread :///cw0rac9wqh",-1,0.4,1,0.477
190,"  help  think dr. carson   hoping  ""gifted hands"" can make  way   flailing mouth. #",-1,0.4,1,0.67
191," @gogoaleee: ig deleted dd account   participated   ",-1,0,0,0
192,"# "" got nothing.  iran gets everything  want."" @govmikehuckabee #marshamarshamarsha",-1,0.2,0,0.077
193," @markdavis: #perry, #fiorina clips  #irandeal  better   answers  given    #",-1,0.4,1,0.44
194," @gallagherpreach:   just   can anyone else  wait  snl  weekend    coverage? ",-1,0,-1,0
195," @onlyinbos:  closing statement. ",-1,0,0,0
196," @ryanmauro: arab columnist praises @ ",-1,0.6,1,0.527
197,"moving    ",-1,0,0,0
198,"chris christie, shown  swallowing  fly  thursday's # #ohgodmakeitstop2015 :///z2vx3cridr",-1,0,0,0
199,"contrary  's views,  fox news  moderators   brilliant form last night. #",-1,0.8,0,0.586
200," @youngblkrepub:  rosie o'donnell. ",-1,0,0,0
201,"listening  ",-1,0,0,0
202," @goldietaylor: huckabee. ",-1,0,0,0
203," old tiresome ",-1,0,-1,0
204,"martha maccallum gets credit  asking whether christians   religious liberty double-standard  muslims ",-1,0,1,0.718
205,"unreleased footage  ",-1,0,0,0
206," wish  ",-1,0.2,0,0.402
207," obvious  got  # - rupert murdoch wants fox  'back   # coverage :///ao0zzfzep1#trump2016 #",-1,0,0,0
208," @texasforbernie: stand w @berniesanders  extremist   feeds  violating fundamental rights ",-1,-0.4,-0.333,-0.542
209," kayleymelissa: ",-1,0,0,0
210,"@foxnews says @realbencarson topped candidates  new twitter followers  #. 24000 vs. 2nd place, 11000 @marcorubio congrats!",-1,0.4,0,0.571
211,"hurry ",-1,0,0,0
212,": banks  babies.   killers. hell yes  got away  bad deals,   can make  usa  scofflaw ! #",-1,-0.4,-1,-0.9
213," @b140_tweet: rip ms ann  .. u    welcome advisor tonight... ",-1,0.4,0,0.459
214," @lindasuhler: jeb stands  ""act  love""; comments  earned legal status [boo]#noamnestyhttp:///himscrvikr#",-1,0.4,0,0.691
215,"@foxnews @ best line   night ",-1,0.6,1,0.637
216," @daenerys: listening   ",-1,0,0,0
217," @shannonsanford9: undoubtedly @foxnews  want @tedcruz    questions. ",-1,0.2,1,0.077
218,"africa got ppl  ' &amp; dl' ",-1,0,0,0
219,"interest take   aftermath   first 2016 #gopdebatewe're actually talking   &amp;   candidate looked presidential @cspanwj",-1,0.2,0,0.459
220," @shannonrwatts:  ",-1,0,0,0
221," looooooove israel  much. ",-1,0,0,0
222," @rwsurfergirl:  @ posed  adult pictures.  bring  ? ",-1,0,0,0
223,"twitter hype ranks   60min:1 kasich -32 santorum -13 bush -1#gopdebatehttps:///f687d6objl#potus2016",-1,0,0,0
224," @thepatriot143: hey @foxnews can  let us rep digest  ",-1,0,0,0
225,"people promote &amp; encourage  8-year-old boy     gay pride parade,    say  word ""disgusting animal."" # #pc",-1,0,0.333,0.599
226," last night's #,  think  clear  #johnmccain   aegon targaryen   #republican party.#gameofthrones",-1,0.2,0,0.382
227," @monsterandboy: just    35    past  bed time  mean    allowed  ! ",-1,0,1,0
228," @0787: alyssaphucker:  huffingtonpost:  real winner   #? megynkellyhttps:///kmrn9bv2fm :///auhlnza3ww",-1,0.8,0,0.586
229," @salmasekela:  moment  realize  watching fox news     handcuffs. ",-1,0,0,0
230," @theyentareport: ?  want  know     candidates hear strange voices   head?  ",-1,0,-1,-0.217
231,"@foxnews fumbles  ",-1,0,-1,0
232," @just_jdreaming: ""listen...  reagen  fools""  - donald  #",-1,-0.4,-1,-0.494
233," @whinenot: rush: "" one   9  candidates   stage joined megan kelly  going  donald "" #",-1,0,1,0
234," @hayesbrown: fact:  jeb  governor, florida  run   death cult. #",-1,-0.4,-1,-0.599
235," @bipartisanism:  watching  # remember  ""jose  take  job, goldman sachs . :///chhzb49t0w",-1,0,0,0
236," @lindasuhler: jeb stands  ""act  love""; comments  earned legal status [boo]#noamnestyhttp:///himscrvikr#",-1,0.4,0,0.691
237," @popehat: # paul: "" want  collect  records  terrorists  fewer  americans.""",-1,0.2,-1,-0.586
238," @punkhistory: congratulations  anyone  watched tonight's ",-1,0.4,1,0.599
239,"now america understands  dc  brunches  bottomless mimosas ",-1,0,1,0
240,"# asks candidates whether   god  told      president.  #imbeciles",-1,0.2,0,0.273
241,"call @foxnews! demand  2-minute routine segment   future ",-1,-0.2,0,-0.2
242," @b140tweet: rip  ",-1,0,-1,0
243," @ohiobats: yes  need  listen   ",-1,0.2,0,0.402
244,"# lowered  bar  #jeb,  smacked  head    #gopclowncar #",-1,0,-1,-0.128
245," @ericstonestreet:   cam hands. ",-1,0,0,0
246," @bernardgoldberg:  donald ever answer  direct question? ",-1,0,0,0
247," @p0tus: .@ &lt;--- ""pay  attention   pesky facts behind  curtain""# :///hxcubsvtgl",-1,-0.3,-1,-0.382
248," @mydaughtersarmy: 4 different pictures. 4 different subjects. 1  obvious similarity. # :///n2yixeokow",-1,0,0,0
249," @scrowder: talking  things #. specifically,  complete massacre  happened   hands  carly fiorina. #lwc",-1,0,-1,0
250,"# final statement: please pander  religious nutjobs  illiterates. go!##foxnewsdebate## #rwnj",-1,0.2,-1,0.38
251,"ftw ron.  nailed   came close  telling megyn  shut . ",-1,0.6,0,0.459
252,"wow look    diversity   !  ",-1,0.8,0,0.624
253,"since @foxnews wants  talk  campaign donations,  talk.@rupertmurdoch @# :///7n0vljf2sn",-1,0,0,0
254,"advice  ",-1,0,0,0
255," @stevenoh88:  sad  today  jon stewart's last day  @thedailyshow.   love  see  take  ",-1,0.1,0,0.273
256,".@correctrecordcancel  primaries. fox party set  &amp; anointed  man jeb bush# #canttrustabush :///bgzysysfsu",-1,0,0,0.402
257," @brock_a_r:  wonder  candidate  going    first  accidentally call ben carson "" help"" #",-1,0,0,0.077
258," @dhniels:  know  @chrischristie  giving hugs ?  families  pearl harbor victims ",-1,-0.1,0,0.511
259,"  cool #dataviz shared  @kennethsilber   # last nighthttp:///factlsxf4g :///psynbuelhy",-1,0.2,0,0.572
260,".@instagram  @facebook need  free  @dreamdefenders acct. ",-1,0.2,1,0.511
261," @pfikac: .@jebbush '    verge   greatest time   alive   world  washington  holding us back' ",-1,0.4,1,0.778
262,"@ricksantorum eugenics?      side  racist nativists  want  restrict legal immigrants like . u lost 5votes ",-1,-0.133,-0.5,-0.681
263,"wfie 14 news  u going  repo news affect'n  nation? https:///bdxb2vkyqw via @youtube @realalexjones ",-1,0,0,0
264," @mikandynothem: carly fiorina may  just won    one video clip.#",-1,0.6,1,0.572
265," @bettyfckinwhite:  donald   biff  back   future 2? ",-1,0,0,0
266," @averykayla:   now promising free pizza every friday   homework ever ! ",-1,0.2,1,0.742
267,"#:  lesson  coming months: quality   quantity  words &amp; time  tangible  believable propsalshttp:///yhvnoeinyi",-1,0,1,0
268,"@polisciumn  ted cruz just misspeak   said   closing statement    ""persecute religious liberty?"" #",-1,-0.4,-0.333,0.077
269," @dominionin: blimey! # #foxnews @foxnews @piersmorgan :///gtxrtj8ybn",-1,0,0,0
270," @thepatriot143:  winner overall  today's ",-1,0.8,1,0.586
271," @chakerkhazaal: ",-1,0,0,0
272,"@edgeofsports thanks    voice  reason   mess! #gopdebateslaughs    evening,  ""canned goods""  gold!",-1,0,0.333,0.246
273,"blahahaha,  fix     democrats side even bigger . hillary   democrat's ""bob dole""# #democrat",-1,0,0,0
274," @kyaecker: love  hear  apology  @  @  dragging     toilet ",-1,0.2,0,0.66
275," @lmahoneybee: ",-1,0,0,0
276," perfect remedy   ",-1,0.6,1,0.572
277,"  news -  shocks  faithful - :///v4wnjcy9sw - ",-1,0.1,0,0.077
278," foxy, rowdy republican .  least @realbencarson  understand  &amp; get best advise available. # :///rrqntaak3x",-1,0.6,1,0.637
279," @shannonrwatts: thanks  #nra influence, congress slashed cdc funding  gun violence research # #gunsense",-1,-0.2,0,-0.67
280," start th evening, rnc moderators dropped atom bomb  # ... kicked  thru th uprights # #@washingtonpost",-1,-0.2,-0.333,-0.494
281," @goldietaylor: huckabee. ",-1,0,0,0
282," @ericstonestreet:   cam hands. ",-1,0,0,0
283," @alittlestats: fox failed statistics  explaining  g.o.p.  decision :///jbzchd34wa ",-1,-0.4,-1,-0.511
284," @pennbat: "" fought  teachers union""--.@chrischristie ...    improve new jersey schools? #batsask # .@njbatsa",-1,0.4,0,0.153
285," @loribuckmajor:  cute  chris christie   bob's big boy haircut ",-1,0.3,1,0.459
286," @rwsurfergirl:   @ pledge support      establishment sold   obama? ",-1,0.4,1,0.402
287," @_ciaradanix3:  @wakaflocka   presidential ? ",-1,0,0,0
288," @bettyfckinwhite:  donald   biff  back   future 2? ",-1,0,0,0
289,"  ""pundits""  wrong?  usually ! :///nb3btm8ffd # #debaitandswith #italkus #wakeupamerica",-1,-0.4,-1,-0.525
290," @shunstrickland:  people tell    , believe . #",-1,0,0,0
291,"   people  color   ",-1,0,0,0
292,"hadiyah: lets see jeb bush try  solve  common core math problem. ",-1,-0.1,-1,-0.226
293," @foxnewsmom:  psychic.# :///wxaf0qvhi5",-1,0,0,0
294,"someone  something  say  @lindseygrahamsc ",-1,0,0,0
295," @salmasekela: rand paul   gone , ' got curly hair!'  dropped  mic. #",-1,0,0,0
296," @ironghazi: finally someone talking   real issues ",-1,0,0,0
297,"@governorperry   heck  ronald raven? ",-1,0,0,0
298,"jeb:  father ...oh nevermind. parenting   overrated. ",-1,0,0,0
299,"repealing dodd-frank   wise. ",-1,0,0,0.477
300," @mormondems: ben carson:   end polarization  removing health insurance  17 million americans. ",-1,0,-1,0
301," @funnyordie:   whether  win  lose, donald.   thing  matters  life   winding  like . #",-1,0.467,0.333,0.572
302," @fightfor15: total number  mentions  min wage  tonight's rep : zero :///vd2obzdjgj ",-1,0,0,0.151
303,"#  hugely entertaining. sadly,  learned almost nothing :///1gt4lreepo #tcot #latinoslisten #latism",-1,0,0.333,0.03
304," @tc_watkins: @domeniconpr @mediaequalizer crazy  cruz  got 3 mins   ",-1,-0.4,-1,-0.34
305," huge...   f",-1,0.2,0,0.318
306," @democracymatrz:   just admit  buying influence     time declaring  need  campaign finance reform??? ",-1,-0.2,1,0.327
307," @mattgubser  watch  ",-1,0,0,0
308," see  people   audience looking around   clapped  gay rights. people  like, da fuk... #",-1,0.4,1,0.361
309," know someone   finalized amount  time  candidate   speak, send    pls!#",-1,0,0,0.151
310," wait  see  lannister  kill    next episode  ",-1,-0.6,-1,-0.691
311," @jamiaw: "" purpose   military   kill people  break things""-mike huckabee # #kkkorgop",-1,-0.6,-1,-0.691
312,"chase  norton wants  know    received  word  god  vote  @nycitycountry   ",-1,0.2,-1,0.273
313,"now ben carson wants  try   interesting.  ",-1,0.4,1,0.402
314," @afrochubbz:   information visit :///8aupr2vs6z ",-1,0,0,0
315,"@whitemamba23 100%!!! hilary hanging  kimye    dead center  #   3rd party  ""stupid""??",-1,-0.5,-1,-0.804
316," @monaeltahawy: can someone send   ",-1,0,0,0
317,"@bencarson2016   thing   politically correct war. amen. ",-1,-0.4,0,-0.599
318," @dwstweets: obamacare extends  solvency  medicare  makes prescription drugs  affordable.   care seniors deserve. ",-1,0.3,1,0.572
319," @jerry_holbert: refreshing. ",-1,0,1,0
320," hope people   reality tv exposed    love  paul  christi raised voices.  ",-1,0.267,1,0.778
321," @goldietaylor: commercial break! ",-1,0,0,0
322," @hemantmehta: can  just build  fence around ? ",-1,0,0,0
323," @goldietaylor: huckabee. ",-1,0,0,0
324," @jaret2113: jeb  whoop trumps ass  corn hole. ",-1,-0.8,-1,-0.542
325,"thx  @flashreport   ink. #potus # @brietbart :///vtzmlujrqi",-1,0,0,0.361
326,"lmfao ",-1,0.8,0,0.542
327," obviously  get  memo  ",-1,0,0,0
328," @monaeltahawy: twitterland:  god spoken     ",-1,0.2,0,0.273
