"id","text","rating","afinn","lsd","vader"
44,"one long back ( still work ), need another another place. love scale!! \ non spot scale ever use!",1,0.6,1,0.725
45,"even, want see can get fund. \ n \ nwhen bottle bleach, want wrong direction / locate",1,0,-1,-0.361
46,"just slight reduce chance hook getting knock. worth money.",1,0.4,0,0.386
47,"use 4 time button main hose, attach attachments came. now go custom service turn. want waste like,, worth.",1,0.2,0.5,0.459
48,"pay 2x much cvs glove. tip: bigger size. \ correct \ size, wind lose / 3 box due fact rip like made paper.",1,0.1,0,-0.153
49,"sorry order. instead go local store look duct, opt convenience order online, amazon prime \ free shipping",1,0,0.333,0.572
50,"paper last livery worse original order last year. \ nwhat deliver different page.",1,-0.6,-1,-0.202
51,"nail dewalt 51276! 34 degree angle finish nailer quire. send 4 box back angle mark senco package. a302000 a302509 wont work well nailer. notice angle slight first 4 nail came just bam # 5 & 6 came bent left / \ fold surface. unacceptable finish work!!! something else clear mark 34 degree. senco mark",1,-0.1,0,-0.524
52,", item said \ pack 5",1,0,0,0
53,"irwin own vise grip. expect receive set vise grip label unibits, instead receive irwin labelled unibits. difference? expect receive item advertise, substitute different brand name. name picture say vise grip, irwin. mislead. \ n \ ngm chevy. go chevy dealership order custom chevy pickup, expect receive gm pickup.",1,0,-1,0
54,"3 bottle package. one sprayer work.",1,0,0,0
55,"made poor......",1,-0.4,-1,-0.477
56,"quiet fuel pump cj2a. \ n \ nupdate: september, 2017. fuel pump dead 3 hour total drive.",1,-0.6,-1,-0.649
57,"thought just scissor can go wrong right. cut, edge grab try cut scissor get stuck edge cutting edge, soft metal poor finish. waste $",1,-0.286,-0.333,-0.929
58,"absolute terrible. worse use appliance dolly lift hand. exact matched strength height, real nothing injure.",1,-0.267,-0.5,0.052
59,"lady save money.. useless, use twice never \ ngave away glad rid.",1,0.2,0,0.527
60,"wrong name, plain needle hold",1,-0.4,-1,-0.477
61,"one star one f engage proper. terrible.",1,-0.2,0,-0.178
62,"fail less year little use. bright first place. first l flashlight lamp experience complete fail. \ design & develop usa \ p package, built china usual control - none.",1,-0.2,-0.333,-0.335
63,"receive. got 25 lid two cup. thought package state 25 lid cup. want exchange right amount amazon allow turn. happy",1,0.333,1,0.765
64,"waste money.",1,-0.2,-1,-0.421
65,"commend cable. inferior material, look good, work fun!",1,0.35,0.5,0.771
66,"put bulb 5 d cell maglite burnt second turn, think.",1,0,-1,0
67,"weldbond arrive one solid clump usable.",1,0.4,0,0.153
68,"commend. trigger mechanism broke second use one. complete loss. one leaky screw cap. thread match right. spray shake content leak hand. least cheap work become poor value.",1,-0.2,-0.4,-0.494
69,"50va, 75va. transform large enough apply.",1,0,0,0
70,"given star hook fit pegboard. little nub the thick, defeat purpose help stay secure.",1,0.333,0.5,0.557
71,"maglight traditional bulb, hop save money. found, however, made old style maglight bulb look like bulb household lamp rather style sell.",1,0.4,1,0.691
72,"worthless, overprice piece junk.",1,-0.4,-1,-0.44
73,"cap stay!",1,0,0,0
74,"wood floor house just move squeek bad. getting infant room night getting crib nightmare. real excite try carpet floor. find floor joist problem u. watch video online use commendation start look joist next duct - work central air vent. hit first try measure 16 inch first joist find subsequent one. put screw every 6 inch along joist, three joist total. instal issue screw snapping ear use vice grip get floor. quite project floor still squeek just bad. made absolute difference squeeking. real disapointed becuase seem get great view, difficult consume. now just wait get condition sound squeeky floor doesnt wake, meantime learn \ pa \ room minimal squeeks. wish work, big disapointment. oh well!",1,-0.025,-0.333,-0.373
75,"slight rust even lock. absolute useless.",1,-0.4,-1,-0.421
76,"receive item, fall apart shipping, one part miss. amazon sent another one, fall apart, least part. assemble, realize fastener secure jaw baseplate tighten move screw jaw hold part. expect much $32, just bad. gave one star, zero option.",1,-0.2,0,-0.34
77,"toxic grapefruit seed extract.",1,0,-1,0
78,"actual ball retain grade 300 front rear / 4 x 7 bag 10, seatpost shim.",1,0,1,0
79,"first six months great, need place bag. however vacuum lost power switch yesterday. turn start clean, turn switch work! try try the turn. plugged wall. reason big deal someone pay close 100 dollar last six months, reason plug back plug spark least half ch long come outlet. hurt someone, make outlet house good either. far care goes well maintain. bag change belt ( need one never work long enough ). worth 90 dollar,. take top look motor power switch held together cardboard. switch cheap wonder quit work. check see place switch, guess, eureka continue belt bag, power switch. bring end, 20ft power cord short, bag bee smell,, switch fail, the power. save money cheap bissell hoover bagged upright. money off.",1,0.154,0.5,0.91
80,"own clip year, most sitting draw. thought found issue faulty equipment always clip cause false posit. one word - garbage.",1,0,-1,-0.318
81,"junk, waste money. one brush almost fall one use 10'x10' floor. try fix problem fastener tight,, something motor brush assembly.",1,-0.3,-1,-0.67
82,"maybe u want upholster seat chair ok wise good wood worker sad",1,0.133,0.5,0.681
83,"gift, laugh. daughter son law also son said sorry laugh loud. oil tank thin aluminum pie pan, stick said \ turn without oil tank burn \. name anywhere, look good. turn tfal great.",1,0.3,0.2,0.95
84,"turn clear pretty much useless tend",1,0,-1,0.459
85,"fan move 240 cfm blow ribbon fasten open duct, move / 4 \ can move air breath. call said fan work., summary: happy, unixreviewtime: 1372550400 } { overall:. 0, verify: true, reviewtime: 06 10",1,0.55,0.5,0.878
86,"staple arrive broken scatter",1,-0.2,-1,-0.477
87,"well, reason gave single star option zero exist. know, success, use vice success, new set hold weight / 5 advertise capacity. thread correct, slip.... faulty equipment, muscle everything stair without help equipment work. hopeful can turn set work without additional fee.",1,0.4,0.5,0.85
88,"the cheap, fell apart first use. pin also sharp. aware can hurt someone.",1,-0.4,0,-0.527
89,"description say 22 - / 4 \ wide. need fit 22 \ item. otherwise, perfect.",1,0.4,1,0.735
90,"get better ride. now, tire cupping ( lot vibrate ) late turn. 10 - year - old shock tire wear issue ever. exact problem tire cupping car change monroe strut. cheap monroe shock go cost $1000 new tire, still 3 - year tread life. monroe duct junk! never another monroe!",1,-0.2,-0.429,-0.679
91,"represent. item clear. opaque cloudy, clear.",1,0.2,-1,0.637
92,"work",1,0,0,0
93,"know get pay, way standard. movement bind point operational spent hour clean, file stone get point full range travel. even clean work vise, bottom thread shaft round slot hand crank end plate allow \ wobble \ thread shaft. sent back, press need style tool finish work pinewood derby car.",1,0.2,0.333,0.844
94,"cheap low wattage",1,0,1,-0.273
95,"hon, fact anything actual hold pad ridiculous. use get polish residue wood floor. waste. turn even though lose money. \ nit good. cheap. love shark sonic duo now see else ( )",1,0.1,0.25,0.026
96,"whole concept response card great turn technology target already overcharge college student. advertise school response card require class cost everyone $40. oh recent also need \ license \ one already, another $35. never voluntarily anything company.",1,0.6,1,0.625
97,"little box staple insert bigger box shipping mile travel little open scatter 5000 staple throughout bigger box make useless. frustrate attempt contact shipping get sent. waste hour gave.",1,-0.333,-0.5,-0.822
98,"box open half full receive. box damage look like new box, just thrown package.",1,-0.1,0.333,-0.178
99,"chose low rate item order / 4 ch grommet set receive / ch. attempt turn item get runaround turn site.",1,0,0,-0.273
100,"took quite bit put handle together, final succeed. plugged lease handle turn nothing happen. change plug still power. wait clean floor knowing machine come. total defect. obvious check prior box. like g star. hard pack, ( another block ), appoint. \ namazon quick fund total amount.",1,-0.04,-0.143,0.341
101,"stuff work. oh, work awhile, use get warp, brittle, just broke. permanent fix. get couple / three use whatever use, whatever use fail break. worth.",1,-0.067,-0.6,-0.66
102,"head form seal fully tighten. every one problem. \ n \ ndon't. work.",1,-0.4,-1,-0.402
103,"perform hop",1,0,0,0
104,"thermo probe fit farberware electric skillet. turn day ago, believe aa credit given account.",1,0.2,1,0.625
105,"sprayer nozzle bottle work much worse sprayer might find glass clean bottle grocery store. matte nozzle adjust, deliver weak consistent pattern - -.",1,-0.2,0,-0.511
106,"vac suction. wish purchase floor model. like fact hang thats... appoint.: (",1,0.3,1,0.637
107,"much lay arrival item turn back,..............",1,0,0,0
108,"female socket hold plug. open bend clip clamp point tip prong, little. necessary, sure long pair last.",1,0,1,0.255
109,"work water pump pressure make total useless!",1,-0.3,-1,-0.679
110,"terrible. glue broken lladro figurine. thought leave visible mark advertise. take hour hour dry, stick, hold piece together. even try rubber toy kid. 24 hour glue still wet hold part together. terrible, terrible.. waste money.",1,-0.4,-1,-0.937
111,"work two week. night wait heat pop circuit break. never work. made cheap basic material. worth.",1,0.4,0.333,0.226
112,"absolute crap... start break first use",1,-0.6,-1,-0.382
113,"much light, job putt pad impossible.",1,0,-1,0
114,"get brush height stay want, ok. beat brush, essential \ lift \ dirt, work right. seem get pull far suction, beat. adjust beat brush high probably beat enough. seem difficult get beat brush height positioned correct. stay stir dirt vac suck.. pull low mat area rug process. think much dirt actual move.",1,-0.3,0,-0.875
115,"complain company place want pay package ship insurance get certify mechanic paper place. impossible.! $30. 00 fuel pump amazon take garage certify mechanic get stall $85. 00 p hour!. \ ndon't vendor?!",1,-0.2,-0.333,-0.554
116,"poor website. dimension given. hose barb / 8 \ \? info.",1,-0.4,-1,-0.477
117,"handle break easily. commend bottle.",1,0.4,1,0.649
118,"piece junk!!!!!!",1,0,-1,0
119,"get hard mix. think stuff work like else old",1,0.1,0,0.273
120,"s * * * tiest tape ever use.",1,0,0,0
121,"work well move.",1,0,1,0.273
122,"absolute worthless! alligator jacket slick squeeze open without clip inside rotate. worst part, try fill turn merchandise order, amazon note non - returnable item. however, stamp clip can easily move short piece 26 (? ) gauge hook wire.",1,-0.2,0.2,-0.636
123,"small quantity appoint",1,0,0,0
124,"complete useless.... turn",1,-0.4,-1,-0.421
125,"description say \ fit maglite 4 - 6 cell flashlight. \ \ n \ nas many view note, item fit maglite flashlight.",1,0.2,1,0.612
126,"new iphone reason put near computer speak, make awful loud buzz noise. found, suppose eliminate noise attach computer power cord. try computer power cord, speak power cord, usb power cord, nothing kept noise turn. fortunate, suppose.",1,-0.1,0,-0.026
127,"turn miss part",1,-0.4,0,-0.153
128,"like. take longer make adjustment carry item. work stair carry mattress.",1,0.4,1,0.361
129,"describe another view, test clip extreme thin copper wire. clip purchase work proper wire make sufficient tact alligator clip carry current. assemble 10pr solder connection.....",1,0,0.5,0
130,"arrive broken.",1,-0.2,-1,-0.477
131,"expect good - slippery - control amount.",1,0.6,0,0.44
132,"regret purchase bottle. although accept screw - cap leak matte much tight. bottle always seem wet outside content. bottle happen fall sideways, leak fluid surface store.",1,-0.15,-0.6,-0.66
133,"last less year panasonic custom service terrible. never panasonic.",1,-0.6,-1,-0.477
134,"save money. leak cap.",1,0.1,-1,0.202
135,"ergonomic.",1,0,0,0
136,"bulb it bulb it current d cell maglites physical equivalent. purchase two bulb, one 2d one 4d cell maglite. upgrade mount proper within flashlight. retain collar hold factory bulb short terralux bulb. terralux need ship upgrade bulb upgrade retain collar. fortunate situate since terralux upgrade purchase 2aa minimag awesome. check back year see d cell maglite upgrade.. upgrade. one star since retain include hassle turn item.",1,0.6,0.8,0.791
137,"strand wire brittle & bare tact alligator clip. took bit figure seeming random multi - mete current break. cut rubber clip guard, stripped crappy wire solder alligator clip re - crimping. \ n \ nthe hairlike strand wire come crimp end alligator clip bare touch clip break connection even breathe.",1,-0.2,-0.667,-0.691
138,"epoxy leak bottom first open, ran top cabinet ruin. need store tip, learn hard way. lousy package ok glue.",1,-0.1,-0.143,-0.785
139,"model need, description specific",1,0,0,0
140,"worst glue ever. like elmer's.",1,-0.1,0,-0.382
141,"license purchase. purchase think license,. vice never work got zero click question click never cord answer system. think purchase item get somewhere else.",1,0,-1,0
142,"ackward work great. strap kept fall.",1,0.6,1,0.625
143,"light useful",1,0.4,1,0.44
144,"three 60 degree reference either stamp mark small burr /. hard precise tool expect starrett. level expect import tool quarter paid one. appoint. guess precise now just the past, regardless willing pay.",1,-0.2,0.333,-0.202
145,"< data - hook= \ - link - linked \ class= \ - link - normal \ href= \ / dap - 18324 - 10 - - oz - seal - n - peel - caulk / dp / b0002yvnoq / ref=cm _ cr _ arp _ d _ rvw _ txt? ie=utf8 \ >dap 18324 10. oz seal 'n peel caulk< / > & nbsp; follow instruction tube, adhere window frame.",1,0,1,0
146,"outdoor use rust firts water.",1,0,0,0
147,"stall 1975 bmw 2002, right bat wrong psi ( order gauge show past 18psi ) found odd since complain lack pressure. put regulator restrict flow weber 38 / 38. point turn. die 4 hour drive around. now 1psi carb, get anywhere tow car home. \ n \ ni say sure pump fault although part numb matched p60504 model, 4 hour ridiculous. sign vapor lock sign blockage pump ran hot want work anymore. worth money save pay tow.",1,-0.229,-0.692,-0.958
148,"the horrible, three just inferior crap. well seem lose prime take multiple squeeze even get squirt.",1,-0.533,-0.6,-0.856
149,"great",1,0.6,1,0.625
150,"never figure. turn",1,0,0,0
151,"contain broken inside, kinda screw money, hook ok thats",1,-0.2,-0.333,-0.204
152,"sheath clip slippery truly usable. try use 4 months cuss every. try competitor. maybe cut sheath use bare clip something. without sheath even good ground work tight area. < data - hook= \ - link - linked \ class= \ - link - normal \ href= \ / se - tl10 - 10 - piece - test - lead - set - - alligator - clip / dp / b0002krabu / ref=cm _ cr _ arp _ d _ rvw _ txt? ie=utf8 \ >se tl10 10 - piece test lead set alligator clips< / >",1,0.2,0,-0.155
153,"rochester midland - sierra soft - thin call; till fix description",1,0,0,0
154,"work. love turn miss turn window day. ear move. now turn.",1,0.1,1,0.557
155,"work. try use fix bracket back exercise bike flip seat. follow directions gave 20 hour cure. however, gave way soon apply pressure. appoint.",1,-0.2,0,-0.296
156,"pensei que teria um feixe de luz superior existente de origem e acabei por comprar uma lampada com uma luz muito fraca para o pretendido",1,0.4,1,0.542
157,"hard use. better pick plywood hand. get bottom. happy",1,0.267,0.333,0.856
158,"say comercial size... counter top size. look comercial size.",1,0.4,0,0.202
159,"fatal flaw. instruction fail provide adequate photo written instruction put together. ( 3 u ) try make use, strap hold metal clip / re. high hope. turn.",1,0.067,0,-0.494
160,"lose! attach second hose fall easy. maybe stuff sheet paper couple hose make work need mess, just work.",1,-0.1,0,-0.38
161,". bulky, use. sign flaw provide easy usability. \ nwhen request fund told professional experience enough use the. \ nyou pay shipping cost turn. stay away real the. bad..",1,-0.2,0,-0.25
162,"order two item. one play non - circular blotch pattern dull yellow. item order good. waste money.",1,0,-0.333,-0.052
163,"effect...",1,0,0,0
164,"big. need tape hose hold.",1,0.2,0,0
165,"one tube, ridiculous! sell around $6 lowe's.",1,-0.6,-1,-0.42
166,"vacuum clean nasty rotten smell screw attach bag clean screw put handels vacuum. sent vacuum back feb. 9th 2017 via postal service.",1,0.067,-0.143,-0.511
167,"got 9 / 2008. work well year. year got, edge around green power button handle began crack. now crack almost made complete circle around button., still functional g much thought place. today just die complete even two year yet. old sonicare essence last quite year without glitch battery hold charge. go back essence definite getting another fanicer model sonicare.",1,-0.6,-0.333,-0.178
168,"fit bulb socket mag light, complete useless,",1,-0.1,0,-0.077
169,"fry ok material cheap might cut careful taking grease pan empty clean.",1,0.1,0.6,0.421
170,"use eureka boss vacuum two time - button work. upset vacuum clear defect......",1,-0.267,-1,-0.34
171,"normal kit, recomend smart mouth kit.",1,0.2,1,0.402
172,"quick connector good, check size regular pipe size. \ n3 / 8 \ usual. high commend check pipe size order, summary: care purchase, unixreviewtime: 1375056000 } { overall: 5. 0, verify: true, reviewtime: 07 16",1,0.45,1,0.896
173,"get item hole box",1,0,0,0
174,"terrible. sprayer work one, right box. two stopped work matte week.",1,-0.4,0,-0.612
175,"clip work somewhat flimsy often pop peg hole",1,0,-1,0
176,"open package, one hook bottom pin already broken one pin low fit board",1,0,0.333,-0.402
177,"got idea maybe use the hook sand rigid shopvac. \ nnope work",1,0,-1,-0.128
178,"dropper good. try get liquid dropper. commend.",1,0.5,1,0.7
179,"three lid broke place around neck within 10 use, render useless. garbage.",1,-0.3,-1,-0.681
180,"appoint. wedding month. arrive love kept box. just open try dress back heel color look cheap. try turn beyond window. receive look color - appear just months leather turn yellow look terrible. sell!",1,0,0.5,0.338
181,"fit 90398 filter. way tight tear apart. worthless",1,-0.1,-0.333,-0.103
182,"search dispense show order think dispense.... now 10 fill....",1,0,0,0
183,"tore try get filter..",1,0,0,0
184,"good one stripe goes try carry - - one stripe enough keep balance safety come question. use anything. waste money, high hope appoint. \ n \ nfor safety aspect never commend - - otherwise use good material say.",1,0.314,0.75,0.844
185,"package arrive intact",1,0.4,1,0.202
186,"try 30 move make difference. watch video certain hit beam drill test hole every single one stall. 3 hour work, floor squeak just much loud.",1,-0.1,0,0.077
187,"seem right description need connect natural gas hose t connector another hose - - mean though good, sure work fit proper",1,0.333,1,0.848
188,"quite appoint staple work staple although code match. original staple staple purchase uline code match staple work. amazon cheap work, cheap!",1,0,1,0.509
189,"cheap junk. waste money. hold weight stick well.",1,-0.2,0,-0.178
190,"first glance appear well - made. mechanism switch bell diaphragm loose quire user hold place. expensive, still probably worth money. better spend bit lightweight littman.",1,0.067,1,0.557
191,"meet expectation. light truly make difference buff hardwood floor main reason purchase.",1,0,0,0.44
192,"even get star!! work take back pull battery tab...... else cover work pull tab?! register response class",1,0,0,0
193,"got 3 bottle like $9. fir expenive can get local hardware store. 2nd ly one defect clean person thew away. 2nd use also defect 3 rd know. now want turn bottle one. must spent hour 3 bottle $9. commend getting unless lot waste",1,0,0,0.66
194,"work use extend exist bose speak wire new 18 gauge speak wire. go traditional approach stripping wire end twist expose end wrapping electric tape get speak produce sound.",1,0,1,0.026
195,"well leak. light weight flimsy. waste money. now smell like vinegar: (",1,0,-0.2,-0.153
196,"thin use 12volt system - wire fry.",1,0,0,0
197,"fortunate spot light ocntrol usa voltage 110v, uk function 240v use item. oh dear....",1,0.4,1,0.67
198,"work took forever get",1,0,0,0
199,"package state shop - vac .5 \ hose couple",1,0,0,0
200,"okay. nice fit",1,0.4,1,0.735
201,"regular sett year ( 20min ); little slow. suppose begin set 6 - 7min, like -3; little fast. go back regular, maybe jb get right someday maybe around 10 true minute.",2,0.4,1,0.649
202,"stupid. clear mean can see. husband laugh. know like look skim milk? must guy the. \ nclear clear sheet apparent.",2,0.12,0,0.785
203,"since use, right. gone w / digital handheld scale one.",2,0,1,0
204,"order wrong set turn correct one /",2,-0.4,0,-0.477
205,"realize use cfl bulb. burn cfl bulb. highlight description.",2,0.4,-1,0.34
206,"wedge - last 18 months snapped half. great long accidental try close door. classroom teach door ch floor standard doorstop real work. love fact put wedge - top door hinge well bottom. problem, sometime student try shut door without realize doorstop. first snapped, contact wedge - told since \ abuse \ place. go even waste contact. supposed use firemen swat, think hold better.",2,0.05,0,0.625
207,"beginning., brush, single stip brush fall left mouth. brush tee. sometime cover still strip mouth.",2,0,0,0
208,"meh... sure people rave the little nothing. nice made, though.",2,0.6,1,-0.033
209,"cheap made cycle type. easy torn pull careful.",2,0.067,0.5,0.361
210,"order, misled description say \ instant swivel \ whereas wheel swivel. turn sent someone.",2,0,-1,0
211,"actual paste work great, applicator little awkward use big hand ( real small ). way get one exact amount need single cpu, perfect. couple time since use much.",2,0.25,0.5,0.893
212,"appoint. want get little lust back wood floor.",2,0.2,-1,0.077
213,". package amazon arrive open.",2,0,1,0.178
214,"tile bathroom notice dry grout coupme te piece. nothing bad, notice. think use take dry grout tile. t work.",2,-0.6,-1,0.431
215,"work pretty good flat floor, light get grout clean. little appoint.",2,0.4,1,0.832
216,"enough power.",2,0,0,0
217,"receive wood dowel. small. got cake instead like long toothpick. appoint.",2,0.4,1,0.361
218,"seem underpowered wore quick. can get cheap battery power toothbrush spin better wear fast. vice now sink next need clean grout.... order.",2,0.4,0.2,0.681
219,"receive raytek mt4 mini temp non - tact thermometer gun great expectation. soon appoint! focus temperature hold.",2,0.2,1,0.457
220,"work ok lid spout screw top. poor sign bottle",2,0,-0.333,-0.077
221,"mother use cream every day. say b!",2,0,0,0
222,"thrill, much power,",2,0,1,0.361
223,"test ok",2,0,1,0.34
224,"use wind - block outdoor chick run, work purpose. g less - - wonderful rate expect ' clear ', clear. description say 'clear'. white, see.",2,0.24,0,0.809
225,"mexico made it pretty crappy. one single sharpen swedish steel axe junk.",2,0,-1,-0.202
226,"part actual pinch fat think get accurate read. personal train someone lot experience skin fold caliper use client.",2,0,0.333,0
227,"compare model, one low speed. fact keep think power running, even though it fully charge.",2,0,-1,-0.273
228,"real like g item good view item deliver residence even though show deliver amazon cord. maybe victim theft still view without forceps try. sorry.",2,0.05,0,0.64
229,"vice fit delta dp300l drill press. small adequate bolt t direction. bolt include press. also, cast base poor it likely break bolt tighten thin area. box advertise fit follow delta drill press. \ n \ n11 - 090 32 \ radial dirll press \ n17 - 900 16 - / \ \ n17 - 070 14 \ \ n11 - 900 12 \ \ n11 - 980 10 \ \ n \ ni turn try 6 \ vice.",2,0.05,-0.333,0.421
230,"look bottle put clean solute., first tipped bottle side, liquid leak right back nozzle. bottle tip, worry, expect people keep upright! already put bottle back shelf, use backup situate.",2,-0.133,0.2,-0.439
231,"squirt bottle leak thread upper half shaken turn upside. otherwise fair expensive.",2,0.1,0,-0.103
232,"appoint. purchase \ gloss boss \ laminate floor. tell floor look different use shark steam mop. much overprice mop!",2,0,0,0
233,"perform expect. / button - machine turn handle engage hold, handle lock hold machine start. expect much, mind process. interesting learn experience.",2,0.3,1,0.625
234,"affective u stair",2,0,0,0
235,"order two t 21 / \ shop vac hose couplers find fit craftsman shop vac hose",2,0.2,1,0.361
236,"hold. popped hang tool",2,0,0,0
237,", one side the magnetic - realize. chrome side like insulate magnetic field cover apparent iron base / reach around full magnet. side black magnet strong, side honest magical magnetic. fyi.",2,0.35,0.5,0.875
238,"three bottle leak sprayer screw onto bottle.",2,-0.2,-1,-0.421
239,"scale glue onto brass wear away quick.",2,0,0,0
240,"main sell point \ leak proof head \. well, far. leak like sprinkle upright., spray water expect. want sprayer go leak, try else. just need something spray know always sit upright, work. \ n \ ni also try putt rubber o'ring, luck. someone else commend different size o'ring, g another shot.",2,0.143,0.333,0.557
241,"leak plunge + easy use commend tank paid worth",2,0.2,0.5,0.649
242,"pretty handy guy. built lot lot the deck cabinetry. high hope handful squeaky spot upstairs new, 80s built, house. track joist mapped. put 250 lb pressure right top... make whole heck lot difference. maybe squeak reduction 20 %? look like place carpet year make alteration.",2,0.24,1,0.802
243,"toothbrush probably year. sure long supposeed last think year. use everyday, real like, took good care clean dry use. one day toothbrush fell base / handle brush tee. metal \ rod \ hold toothbrush broken half way kind thinner re metal. hold toothbrush anymore. place something different, otherwise nervous the happen. worth money go last year!",2,0.25,0.429,0.918
244,"bother view, amazon delete truth hurt.",2,-0.4,0,-0.421
245,"temp gun accurate. temp read vary lot reliable.",2,-0.2,1,-0.34
246,"job. snall",2,0,0,0
247,"way saturate tire air. maximum, flatten put real load cart, go solid wheel instead, even small, use one total success. one. blah.",2,0.133,1,0.603
248,"use adhesive bond threshold floor. bond brittle hold step threshold.",2,0,-1,0
249,"decent definite b easy apply paste.",2,0.2,1,0.612
250,"enough weight real much anything. lot dark hardwood home 14 skylight real reflect floor even tell use. rather send back, just box sell dollar sale.",2,0,-1,0
251,"nail jammed gun fail feed proper. additionallly, twice expensive better brand purchase local big - box store.!",2,0,0.333,-0.509
252,"loud day kid stop use vice",2,-0.2,-1,-0.296
