"id","text","rating","afinn","lsd","vader"
91,"RT @mikandynothem: Carly Fiorina may have just won this debate with one video clip.
#GOPDebate","Negative",0.6,1,0.572
92,"RT @SalMasekela: Is Kasich aware that he's making sense? ","Positive",0,1,0
93,"RT @DanMoore755: The republican candidates are closing with their love for God. Democrats would never do that... Just sayin. ","Neutral",0.4,1,0.743
94,".@PFTCommenter's national recognition (&amp; hair) is the best thing to come out of the ","Positive",0.6,1,0.637
95,"Trump and most of the World! Just look at the Contribution List to the Clinton foundation ","Neutral",0,1,0
96,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates","Negative",0,0,0
97,"Great new @ScottWalker video. He consistently focused the debate last night on Clinton. ","Negative",0.5,1,0.772
98,"RT @DanScavino: ICYMI: @realDonaldTrump on @Morning_Joe @morningmika discussing ","Neutral",0,-1,0
99,"Now Ben Carson wants to try and be interesting.  ","Negative",0.4,1,0.402
100,"""Social issues... next.""

Uh oh.

#GOPdebates http://t.co/8LveUHTJuj","Neutral",0,0,0
101,"Great article about the craziness that was last night's ","Positive",0.6,0,0.361
102,"I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5","Neutral",0,0,0
103,"RT @jordanadolph: same. seriously though. ","Negative",0,0,-0.178
104,"RT @kayleymelissa: ","Negative",0,0,0
105,"Twitter Users Takeover ","Neutral",0,0,0
106,"Thx to @FlashReport For the ink. #POTUS #GOPDebate @Brietbart 

http://t.co/VtZMLUJRQi","Negative",0,0,0.361
107,"RT @saladinahmed: That part where Huckabee started screaming about fetuses and spraying chrome paint in his mouth was intense. ","Positive",-0.1,-1,-0.318
108,"having @hannibalburess RT me might have made this and all ","Neutral",0,0,0
109,"We need to put someone to debate against HRC like @marcorubio. -@JedediahBila on ","Positive",0.4,0,0.361
110,"The American people won the ","Negative",0.6,1,0.572
111,"","Positive",0,0,0
112,"RT @michaelsnook: I can't wait for the meme about Donald Trump's beautiful, classy door at the border. #GOPDebate","Negative",0.6,0.333,0.778
113,"RT @Writeintrump: Anyone know why Megan Kelly was so pissed at me during the ","Neutral",-0.8,-1,-0.67
114,"RT @dbeltwrites: Donald Trump's hair looks like it's permanently being blurred out by the TV censors. ","Neutral",0,-0.333,0.077
115,"RT @BeachPeanuts: Jeb is so pro-life he made the Stand Your Ground law possible. ","Neutral",0,0,0
116,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","Neutral",0.6,1,0.637
117,"During #FoxNews' #GOPDebate, #MegynKelly was suffering from delusions that she was a #Minnesota dentist, and #DonaldTrump was #CecilTheLion.","Positive",-0.4,-1,-0.477
118,"Not one question about ","Neutral",0,0,0
119,"@CarlyFiorina GO CARLY! Matthews is an asshat!! Nice job! ","Negative",0.6,1,0.608
120,"Last night, my TV watching involved plenty of laughter (#GOPDebate) and some tears (#JonVoyage). What an emotional night of TV!","Neutral",-0.4,-1,0.493
121,"RT @_ciaradanix3: where's @wakaflocka during this presidential debate? ","Negative",0,0,0
122,"","Negative",0,0,0
123,"","Neutral",0,0,0
124,"RT @GovMikeHuckabee: Let's take America from Hope to Higher Ground. Will you help? --&gt; http://t.co/tky8Smc27y ","Positive",0.4,1,0.772
125,"@sallykohn Substantive, vigorous, revealing....it was probably just over your head. #GOPDebate","Neutral",0,1,0
126,"U.S. military spending vs other nations via @washingtonpost http://t.co/vBPXF8hqRF ","Neutral",0,0,0
127,"The #GOPDebates are probably as good a time as any to weigh in on this vital issue: #AprilLives (and #sharknadoyes, @HDTGM )","Neutral",0.6,1,0.625
128,"Lmbo shoutout to Twitter. Yall even make ","Neutral",0,0,0
129,"Chris Christie apparently gives up. Lol. 

#GOPDebates","Neutral",0.6,0,0.519
130,"RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America ","Neutral",0.2,1,0.545
131,"@FreeAmerican100 @LibertarianWing @RandPaul @RonPaul ","Negative",0,0,0
132,"Watching the ","Neutral",0,0,0
133,"","Neutral",0,0,0
134,"sydtrvp: RT BernieSanders: Oh. It was just a movie trailer. ","Negative",0,0,0
135,"Shout out to the white people cheering Huckabee :) ","Neutral",0.4,1,0.743
136,"Bill O'Reilly: Pandering O http://t.co/UoHxh0nrKZ  ","Negative",0,0,0
137,"RT @P0TUS: .@realDonaldTrump &lt;--- ""Pay no attention to those pesky facts behind the curtain""

#GOPDebate http://t.co/hxCUBSvTGL","Negative",-0.267,-1,-0.586
138,"","Negative",0,0,0
139,"Trump got double the speaking time of Paul: http://t.co/2wndAiiiKc ","Positive",0,-1,0
140,"Advice to each GOP candidate in order of how I think they finished 10th place Jeb Bush Get a pulse in a hurry ","Neutral",0,0,0
141,"If you are one to complain about America's corrupt 2 party system - you better not complain about Trump's threat last night ","Positive",-0.2,-0.6,0.205
142,".@megynkelly displayed ""utmost authority"" at @foxnews #GOPDebate, critic says. http://t.co/8JbvwJTj3T http://t.co/mel8jxm19b","Positive",-0.1,-1,-0.202
143,"RT @renomarky: This picture taken during ","Positive",0,0,0
144,"","Neutral",0,0,0
145,"Fuck ya Donald Trump you rocked ","Positive",-0.8,-1,-0.542
146,"RT @CovinoandRich: Who will have the bigger boobs? ","Neutral",0,0,0
147,"Yes, and Moe was the smartest Stooge
#Democrats #GOPDebates @TheDemocrats https://t.co/Ucd675MRMY","Positive",0.3,1,0.772
148,"RT @ThePatriot143: Hey @Foxnews can you let us Rep digest the ","Negative",0,0,0
149,"RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ","Negative",0,0,0
150,"@pondering_this @CarlyFiorina I had &amp; was very impressed w/her last pm. She took the entire night! Both ","Positive",0.6,1,0.57
151,"RT @13_band: ","Neutral",0,0,0
152,"","Positive",0,0,0
153,"16% of United States homes with TV sets watched the ","Neutral",0.2,1,0.421
154,"#GOPDebates Trump has air of Boris Yeltsin of Russia, nd he became President of Russia!!!","Negative",0,0,0
155,"Hi @RealBenCarson attend our event, Sept 26! We are in contact with campaign, pls say yes! AllAmericanRally.us  #GOPDebate - please RT","Positive",0.2,0,0.708
156,"RT @kavithadavidson: I will totally stay tuned for god, Megyn. #GOPDebate","Positive",0.2,0,0.273
157,"RT @MediaBoobs: ","Positive",0,0,0
158,"Oh ya the way to get swing voters over to Democrat side is to have Debbie Wasserman Schultz complaints ugh ","Neutral",0,-1,-0.67
159,"RT @nerdist: I gotta say it's refreshing to hear a presidential debate where everyone is correctly pronouncing ""nuclear"" #GOPDebate","Negative",0,1,0
160,"Other than ""DOWN WITH THE EPA!"" #GOPDebate","Negative",0,0,0
161,"5 Major Takeaways from the ","Neutral",0,0,0
162,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates","Neutral",-0.2,0,-0.432
163,"RT @2noame: Oh God. ","Negative",0.2,0,0.273
164,"@AC360 @donnabrazile Hope you 2 are next in like to mess with the Bull, bring it bc you will get the horns next #rathofAmerica #GOPDebate","Neutral",0.133,0,0.44
165,"RT @TheBaxterBean: Rick Santorum said it best. ","Neutral",0.6,1,0.637
166,"Next ","Neutral",0,0,0
167,"RT @MonsterandBoy: I am in an uproar for not being invited to tonight's debate! I demand a reason!  ","Negative",-0.2,-1,-0.27
168,"That about sums it up haha: 2016 bender starts now ","Negative",0.6,0,0.459
169,"RT @micnews: 4 years after booing a gay soldier, the #GOPDebate crowd cheered LGBT acceptance http://t.co/k7WaKz1g5Q http://t.co/qE2TpUTVW3","Neutral",0.4,0.333,0.743
170,"RT @TheRecruitChair: Not going to vote for Trump, but I'll definitely let him guest write in my Burn Book #GOPDebate","Negative",0,-1,0.55
171,"Officials warn you could die playing the ","Neutral",-0.5,-1,-0.542
172,"RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ","Neutral",0,0,0
173,"RT @rebleber: Not mentioned in the #GOPdebate:
Voting rights
Climate change
Gun violence
Police shootings
Student debt
Inequality","Negative",-0.4,-0.5,-0.84
174,"RT @comcatholicgrl: ""When the government tries to invade the Church, it's time to resist"" -@RandPaul #GOPDebate","Positive",0,-1,0
175,"RT @fightfor15: Total number of mentions of Min Wage in tonight's Rep debate: ZERO http://t.co/Vd2oBzdjgj ","Negative",0,0,0.151
176,"restorereality: Fuck ya Donald Trump you rocked ","Negative",-0.8,0,-0.542
177,"RT @KyleAlexLittle: ""A movement back to the 1800's"" #GOPDebates","Negative",0,0,0
178,"FTW Ron. You nailed it he came close to telling Megyn to shut up. ","Negative",0.6,0,0.577
179,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates","Neutral",0,0,0
180,"","Negative",0,0,0
181,"Best thing about the ","Negative",0.6,1,0.637
182,"RT @GallagherPreach: It is just me or can anyone else not wait for SNL this weekend for the debate coverage? ","Negative",0,1,0
183,"Favorite quote of the night ""Freedom isn't free"" #GOPDebate","Positive",0.333,1,0.67
184,"RT @DeenaZaruCNN: .@RealBenCarson: Thank you Megyn, I wasn't sure I was going to to get to talk again #GOPDebate http://t.co/GNnn9idoNs","Positive",0.4,1,0.138
185,"GOP Debate News - Trump Shocks GOP Faithful http://t.co/T0k3oOKwM0  ","Negative",0.1,0,0.077
186,"@megynkelly Did @CandyCrowley coach you for last nights ","Positive",0,0,0
187,"Enjoying #Democrat panic over #Hillary cratering in polls. People won't support pandering, sneaky unsympathetic politician...#GOPDebate","Positive",0,0,-0.126
188,"Ben Carson is caked up with the finest Black Radiance setting powder.
#GOPDebate #GopDebates #BNRDebate #debate","Positive",0,1,0.34
189,"HOW COULD YOU NOT ASK TRUMP ABOUT GOD ","Neutral",0.2,0,0.273
190,"RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  ","Negative",0,-1,-0.217
191,"RT @goldietaylor: Huckabee. ","Negative",0,0,0
192,"Gay Hoover Claims Spark Outrage Among Ex-FBI Agents http://t.co/q4RPV2tBX6

Nixon Johnson America NYT NYC #GOPDebate http://t.co/PVOPzKKT9m","Neutral",-0.2,-1,-0.34
193,"@KenChapman46 Must admit much better and more relevant content then having to answer ""what does God tell you to do"" as in #GOPdebate","Neutral",0.133,1,0.7
194,"RT @TPEquality: Gay rights opponent Rick Santorum says during ","Negative",0,0,0
195,"RT @alittlestats: Fox Failed Statistics in Explaining Its G.O.P. Debate Decision http://t.co/JBZchd34wa ","Negative",-0.4,-1,-0.511
196,"If #ChrisChristie's disapproval ratings are high now, wait till the #Bridgegate trial this fall. #GOPDebate #FoxNews http://t.co/r9CTpLW5UP","Positive",0,-1,0
197,"RT @pattonoswalt: Are they going to ask Lenny Kravitz's penis ONE question? This is very disrespectful. ","Negative",0,-1,0
198,"The perfect remedy for a ","Negative",0.6,1,0.572
199,"Kasich the clear standout among ","Positive",0.2,0,0.382
200,".@brithume: ""I think we have a clear winner ... Carly Fiorina"" #GOPDebate #Carly2016 https://t.co/3JmYdIdcdf","Positive",0.5,1,0.751
201,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0
202,"","Negative",0,0,0
203,"Can't wait to see which Lannister they kill off in the next episode of ","Negative",-0.6,-1,-0.691
204,"RT @YoungBLKRepub: Only Rosie O'Donnell. ","Negative",0,0,0
205,"","Negative",0,0,0
206,"#Trump2016 #GOPDebate The Illuminati want him out, but he will win the same http://t.co/2kVlxWB9Kd http://t.co/zyCvnY4NOq","Positive",0.5,1,0.747
207,"RT @alilihay: I would also prefer that my uterus isn't registered with Washington ","Negative",0,0,0
208,"RT @jolemo376: I think @FoxNews did everything it could to derail the @realDonaldTrump during the ","Negative",-0.4,-1,-0.296
209,"RT @politicoroger: Trump: ""Our leaders are stupid; our politicians are stupid. The Mexican government is much smarter."" #GOPDebate","Positive",-0.133,-0.333,-0.586
210,"RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ","Neutral",0,0,0
211,"Oh race issues, this should be good. #GOPDebates","Positive",0.6,1,0.44
212,"RT @Wilberforce91: One of my favorite things about the ","Neutral",0.4,1,0.459
213,".@skynews keeps calling Trump ""Billionaire Reality TV Star"", and it's incredible. #GOPDebates","Neutral",0,0,0
214,"Montel Williams Just Endorsed John Kasich For President.
#GOPDebate http://t.co/eZ9yL3UXXs","Positive",0.4,0,0.25
215,"Mr Trump's questions were NO tougher than anyone else's. When you get center stage you gotta be able to take the heat. ","Negative",-0.2,-1,-0.307
216,"RT @PerezHilton: While you were watching the ","Neutral",0,0,0
217,"RT @americansunited: Blog: God made a cameo appearance in last night's ","Positive",0.2,0,0.273
218,"RT @TC_Watkins: @DomenicoNPR @MediaEqualizer crazy that Cruz only got 3 mins at debate ","Negative",-0.4,-1,-0.34
219,"I wish the ","Negative",0.2,0,0.402
220,"good that the moderators asked about past parties &amp; bankruptcies but they forgot the deferments,McCain comments,rape allegations..#GOPDebate","Neutral",-0.1,-0.6,0.421
221,"RT @Bipartisanism: Ben Carson spoke about science at the ","Neutral",0,0,0
222,"RT @ProfessorRobo: An assassination attempt  ...now GOP has to deal w/ th consequences ","Neutral",-0.6,-1,-0.599
223,"Rush Limbaugh ""Fox News made the debate seem like there is a Republican war on women.""  #EpicFail #FoxNews #GOPDebate","Neutral",0,0,-0.34
224,"Democrats have to be LOVING the ","Positive",0.4,1,0.684
225,"Not Usually In To Politics...But This Is Good Entertainment ","Positive",0.6,1,0.691
226,"Ben Carson and he's standing out RIGHT NOW! ","Neutral",0,1,0
227,"RT @ChadPergram: Cruz: We need a commander in chief who makes clear if you join ISIS, then you are signing your death warrant. #GOPDebate","Positive",0,0,-0.026
228,"ALL the candidates represented a clear and superior choice to Hillary, Bernie, Elizabeth and Uncle Joe!!! #GOPDebate #teaparty #tcot #tdgn","Negative",0.3,1,0.789
229,"We looooooove Israel so much. ","Negative",0,0,0
230,"@marcorubio's ears are freakishly huge. ","Neutral",0.2,-1,0.128
231,"Chris Christie: Pro-Life Republicans Should Never Apologize for Being Pro-Life http://t.co/AIaRtbsMtX ","Neutral",-0.2,1,-0.076
232,"Let's just draw straws and replace everyone in DC from the top down with all these guys on stage besides Bush &amp; Christie? ","Neutral",0.4,0,0.202
233,"RT @libertywwnf: Finally a question for Cruz. Iranian deal terrible Russia cyber attack. Reagan made Iran release prisoners ","Negative",-0.4,-1,-0.859
234,"Oh they are real and even have the same hair, sorta.  They are all @realDonaldTrump 
#GOPDebate  https://t.co/mTQdsDGPEb","Neutral",0,0,0
235,"Before I even get started on the #GOPDebate last night, head over to le #blog to see a #new post! --&gt; http://t.co/OpqAUDGvcv","Neutral",0,0,0.338
236,"#GOPDebate One critique: Not a debate as much as a ""get to know your candidates."" One Q per all the big problems in the world. Dissatisfying","Neutral",-0.1,-1,-0.727
237,"I hear the rumbling beneath the FEDRAL TRIANGLE WHICH HOUSES THE EPA...THE REAGAN BUILDING ","Negative",0,0,0
238,"RT @goldietaylor: Commercial break! ","Negative",0,0,0
239,"http://t.co/BJqhGPPpHY scared when lib news media likes ","Neutral",0,0,-0.026
240,"#Trump lowered the bar for #Jeb, who smacked his head into it  #GOPClownCar #GOPDebate","Negative",0,-1,-0.128
241,"RT @KennedyNation: ""Megyn I could crack your head open and eat your brain."" - Dr Ben Carson #GOPDebate","Neutral",0,1,0
242,"RT @Bipartisanism: Sounds like the ","Negative",0.4,1,0.361
243,"Fix New Jersey first @ChrisChristie ","Negative",0,0,0
244,"Shorter @JohnKasich: ""I am proud to embrace the Obama agenda &amp; expand government in Ohio.""  #RINO #GOPDebate #tcot #teaparty @gop","Negative",0.267,1,0.772
245,"Master Debates:  Rosie Refudiates Trump Pump. ""I'm really not a slob, Donny."" #GOPDebates #Trump","Neutral",0,-1,0
246,"Follow me on Twitter @kerriestella  if you like to have fuuuuun! ","Neutral",0.4,1,0.42
247,"","Positive",0,0,0
248,"#GOPDebate reassured of affinity Republicans have with Kurdish militants. If elected president Jindal said he'll ""arm the Kurds"" i.e. PYD.","Positive",0.2,1,0.402
249,"RT @BethBehrs: Classy. ","Positive",0.6,1,0.44
250,"RT @ThePatriot143: My winner overall of today's ","Negative",0.8,1,0.586
251,"Babara Boxer running a CHECK on Carly Fiorina and her record in Calif. Outsourcing jobs, lining her pockets w/$$$, corp welfare #GOPDebate","Positive",0,0,0
252,"RT @Wolfofwarrenst: Just in case you missed the ","Negative",-0.4,0,-0.296
253,"The Fox News moderators got 31% of the airtime last night ","Neutral",0,0,0
254,"I missed the #GOPDebate, but I'm amazed that Trump is somehow considered in the lead.
https://t.co/Qzmg96pf75","Positive",0,1,0.572
255,"@HuntsmanAbby @SIRIUSXM @PeteDominick @krystalball ","Neutral",0,0,0
256,"Our democracy remains in dire straits cause it aint working as long as they get money for nothing and we get dicks for free ","Negative",-0.2,-0.333,0.077
257,"RT @TheVGBlog: ","Negative",0,0,0
258,"Anyone unhappy about last night's debate. This should cheer you up. ","Neutral",0,0,0.128
259,"RT @TheBloggess: Rather than watching the ","Neutral",0,0,0
260,"RT @TeaPainUSA: Marco Rubio: ""Why vote for someone successful like Hillary Clinton when you can vote for me?"" #GOPDebate","Negative",0.5,1,0.743
261,"RT @DianneG: Off to see @RandPaul.  Anything in particular you want me to ask him?  ","Neutral",0.2,0,0.077
262,"Video: Gallery Sessions | @archerone ","Neutral",0,0,0
263,"Sen. Perry calls for ""aviation assets"" (means spy drones) that ""identify what individuals are doing"" 24/7 #GOPDebates http://t.co/ipbSIczyIN","Negative",0.4,1,0.178
264,"Sucking his thumb after the #GOPDebate, @realDonaldTrump said, ""The questions to me were not nice."" #GetOverIt http://t.co/s4c82i0niS","Neutral",0.6,-1,-0.325
265,"RT @mddems: Print out your Bingo Cards! @GOP ","Neutral",0,0,0
266,"Charlie how did ","Negative",0,0,0
267,"@JayandSteve
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut","Neutral",-0.4,0,-0.25
268,"Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 ","Negative",0,0,0
269,"RT @rmuench22: This. Is. EVERYTHING. ","Positive",0,0,0
270,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0
